period_index,start_day,end_day_exclusive,duration_days,total_inflow,total_evaporation,total_drink_water_met,total_unmet_drink_water,total_food_water_demand,total_food_water_met,total_unmet_food_water,total_food_produced,total_production_release,total_generated_electricity_kwh,total_generated_electricity_mwh,total_spill,total_release_for_routing,total_downstream_release,total_routing_loss,total_energy_value
16,480,510,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
17,510,540,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
18,540,570,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
19,570,600,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
20,600,630,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
21,630,660,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
22,660,690,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
23,690,720,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
24,720,750,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
25,750,780,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
26,780,810,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
27,810,840,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
28,840,870,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
29,870,900,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
30,900,930,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
31,930,960,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
32,960,990,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
33,990,1020,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
34,1020,1050,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
35,1050,1080,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
36,1080,1110,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
37,1110,1140,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
38,1140,1170,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
39,1170,1200,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
40,1200,1230,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
41,1230,1260,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
42,1260,1290,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
43,1290,1320,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
44,1320,1350,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
45,1350,1380,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
46,1380,1410,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
47,1410,1440,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
48,1440,1470,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
49,1470,1500,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
50,1500,1530,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
51,1530,1560,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
52,1560,1590,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
53,1590,1620,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
54,1620,1650,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
55,1650,1680,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
56,1680,1710,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
57,1710,1740,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
58,1740,1770,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
59,1770,1800,30,46916.40000018468,2520,4415.999999999998,0,7634.249999839893,3888.000000000002,3746.2499998398916,5342.072727423268,35223.600000184684,4290.333373489366,4.290333373489366,868.8000000000011,36092.40000018469,36092.40000018469,0,3027.095382747444
60,1800,1826,26,40660.88000016006,2184,3827.199999999999,0,6616.349999861241,3369.6000000000013,3246.7499998612393,4629.796363766833,30527.120000160063,3718.288923690783,3.7182889236907832,752.960000000001,31280.080000160066,31280.080000160066,0,2623.4826650477853
