,et0_mm_day
1972-02-01,12.611255
1972-03-01,15.017286
1972-04-01,15.396841
1972-05-01,14.666937
1972-06-01,13.546526
1972-07-01,12.453832
1972-08-01,11.662424
1972-09-01,11.699028
1972-10-01,12.003478
1972-11-01,12.756057
1972-12-01,11.076458
1973-01-01,11.496962
1973-02-01,13.181686
1973-03-01,15.872709
1973-04-01,16.737402
1973-05-01,15.065938
1973-06-01,13.824895
1973-07-01,10.93711
1973-08-01,11.929772
1973-09-01,11.908304
1973-10-01,11.754915
1973-11-01,12.9406
1973-12-01,11.157058
1974-01-01,11.486903
1974-02-01,13.36351
1974-03-01,14.2226
1974-04-01,15.505679
1974-05-01,15.384719
1974-06-01,13.161324
1974-07-01,12.508221
1974-08-01,10.608859
1974-09-01,10.331381
1974-10-01,12.0054035
1974-11-01,12.5855875
1974-12-01,10.992937
1975-01-01,11.527799
1975-02-01,13.714954
1975-03-01,15.580893
1975-04-01,15.148431
1975-05-01,14.888369
1975-06-01,12.453191
1975-07-01,12.472339
1975-08-01,8.80327
1975-09-01,10.984223
1975-10-01,12.812771
1975-11-01,13.294496
1975-12-01,11.201151
1976-01-01,11.50474
1976-02-01,13.790443
1976-03-01,15.099261
1976-04-01,15.609011
1976-05-01,15.059404
1976-06-01,13.844549
1976-07-01,10.613084
1976-08-01,12.804106
1976-09-01,11.2381315
1976-10-01,12.071881
1976-11-01,12.412429
1976-12-01,10.995157
1977-01-01,11.116229
1977-02-01,12.417391
1977-03-01,16.792036
1977-04-01,15.928
1977-05-01,15.228477
1977-06-01,12.927815
1977-07-01,11.865504
1977-08-01,10.476962
1977-09-01,12.246452
1977-10-01,11.773266
1977-11-01,12.725889
1977-12-01,11.644788
1978-01-01,11.704535
1978-02-01,13.194211
1978-03-01,15.243348
1978-04-01,15.188907
1978-05-01,14.281251
1978-06-01,13.834782
1978-07-01,9.772442
1978-08-01,10.021344
1978-09-01,11.564489
1978-10-01,13.0003395
1978-11-01,13.153289
1978-12-01,10.94833
1979-01-01,11.407993
1979-02-01,12.1103525
1979-03-01,15.286967
1979-04-01,15.762642
1979-05-01,12.947418
1979-06-01,13.6621895
1979-07-01,12.508847
1979-08-01,9.978064
1979-09-01,11.1036825
1979-10-01,12.496307
1979-11-01,12.931667
1979-12-01,11.452958
1980-01-01,11.667363
1980-02-01,13.24819
1980-03-01,15.135429
1980-04-01,16.5027
1980-05-01,13.4243145
1980-06-01,13.111957
1980-07-01,10.938578
1980-08-01,12.4362335
1980-09-01,12.02222
1980-10-01,12.157455
1980-11-01,13.1522045
1980-12-01,10.939382
1981-01-01,12.496889
1981-02-01,13.553575
1981-03-01,14.582716
1981-04-01,15.8591385
1981-05-01,15.749044
1981-06-01,13.935201
1981-07-01,11.721871
1981-08-01,12.148716
1981-09-01,11.3089905
1981-10-01,13.097421
1981-11-01,13.525062
1981-12-01,10.908872
1982-01-01,11.912033
1982-02-01,12.650304
1982-03-01,16.197279
1982-04-01,14.73292
1982-05-01,14.468297
1982-06-01,13.841375
1982-07-01,12.424149
1982-08-01,11.46201
1982-09-01,10.613639
1982-10-01,11.359334
1982-11-01,12.19675
1982-12-01,10.694385
1983-01-01,11.179261
1983-02-01,13.577334
1983-03-01,14.423519
1983-04-01,16.469423
1983-05-01,14.957033
1983-06-01,13.298042
1983-07-01,12.620434
1983-08-01,11.925072
1983-09-01,12.2570915
1983-10-01,14.625542
1983-11-01,12.696147
1983-12-01,10.834385
1984-01-01,11.450805
1984-02-01,13.241045
1984-03-01,15.0853615
1984-04-01,17.256393
1984-05-01,14.388561
1984-06-01,13.895109
1984-07-01,12.395173
1984-08-01,12.700565
1984-09-01,12.028411
1984-10-01,13.18562
1984-11-01,12.910657
1984-12-01,10.990799
1985-01-01,11.774927
1985-02-01,13.418444
1985-03-01,14.662191
1985-04-01,15.994936
1985-05-01,12.551427
1985-06-01,12.455881
1985-07-01,11.60334
1985-08-01,12.313231
1985-09-01,10.130465
1985-10-01,12.327306
1985-11-01,12.523852
1985-12-01,11.00678
1986-01-01,11.276372
1986-02-01,13.2168455
1986-03-01,15.762351
1986-04-01,15.375294
1986-05-01,17.04669
1986-06-01,12.979396
1986-07-01,11.844367
1986-08-01,12.886167
1986-09-01,9.667039
1986-10-01,11.688799
1986-11-01,13.1128025
1986-12-01,11.426352
1987-01-01,11.076175
1987-02-01,13.252251
1987-03-01,15.141487
1987-04-01,17.856144
1987-05-01,13.571993
1987-06-01,13.038442
1987-07-01,13.23288
1987-08-01,11.768691
1987-09-01,12.006462
1987-10-01,13.675854
1987-11-01,13.682954
1987-12-01,11.726082
1988-01-01,11.774264
1988-02-01,12.833007
1988-03-01,16.470858
1988-04-01,16.244135
1988-05-01,14.691398
1988-06-01,13.867341
1988-07-01,11.356704
1988-08-01,8.957848
1988-09-01,10.900244
1988-10-01,13.672285
1988-11-01,13.102234
1988-12-01,11.153258
1989-01-01,11.47782
1989-02-01,12.774452
1989-03-01,13.990253
1989-04-01,15.365579
1989-05-01,14.239118
1989-06-01,13.4479475
1989-07-01,13.905488
1989-08-01,11.9670105
1989-09-01,11.616051
1989-10-01,13.52977
1989-11-01,13.4672
1989-12-01,10.887928
1990-01-01,11.740014
1990-02-01,12.9573345
1990-03-01,15.401125
1990-04-01,15.701402
1990-05-01,16.516033
1990-06-01,14.357619
1990-07-01,12.747399
1990-08-01,13.286248
1990-09-01,13.139594
1990-10-01,12.942903
1990-11-01,12.379437
1990-12-01,10.973759
1991-01-01,11.981286
1991-02-01,12.953215
1991-03-01,14.2277775
1991-04-01,14.940836
1991-05-01,13.774819
1991-06-01,13.5723505
1991-07-01,12.872495
1991-08-01,11.723466
1991-09-01,12.606562
1991-10-01,12.418673
1991-11-01,12.53932
1991-12-01,11.246666
1992-01-01,10.879904
1992-02-01,12.266577
1992-03-01,14.52718
1992-04-01,16.028204
1992-05-01,15.320997
1992-06-01,13.750449
1992-07-01,13.433494
1992-08-01,10.8684225
1992-09-01,11.936411
1992-10-01,12.456395
1992-11-01,12.832634
1992-12-01,10.679767
1993-01-01,11.220246
1993-02-01,12.442432
1993-03-01,15.710786
1993-04-01,14.892958
1993-05-01,14.168233
1993-06-01,14.006786
1993-07-01,13.158128
1993-08-01,12.394473
1993-09-01,12.004666
1993-10-01,11.486195
1993-11-01,12.901724
1993-12-01,11.476055
1994-01-01,12.159027
1994-02-01,13.918504
1994-03-01,14.467217
1994-04-01,16.870483
1994-05-01,15.303284
1994-06-01,12.968429
1994-07-01,11.794172
1994-08-01,11.722624
1994-09-01,10.682739
1994-10-01,11.985716
1994-11-01,13.747118
1994-12-01,11.478625
1995-01-01,11.788495
1995-02-01,12.991145
1995-03-01,15.399098
1995-04-01,15.756279
1995-05-01,15.226923
1995-06-01,14.069692
1995-07-01,10.686196
1995-08-01,12.4529
1995-09-01,11.661157
1995-10-01,13.828717
1995-11-01,13.28681
1995-12-01,11.380963
1996-01-01,10.719448
1996-02-01,13.5222225
1996-03-01,15.453331
1996-04-01,16.502678
1996-05-01,12.7431
1996-06-01,13.157129
1996-07-01,12.402847
