date,et0_mm_day,kc,water_m3_day
1950-01-01,10.114402,0.9,2321255.2590000005
1950-01-02,10.114402,0.9,2321255.2590000005
1950-01-03,10.114402,0.9,2321255.2590000005
1950-01-04,10.114402,0.9,2321255.2590000005
1950-01-05,10.114402,0.9,2321255.2590000005
1950-01-06,10.114402,0.9,2321255.2590000005
1950-01-07,10.114402,0.9,2321255.2590000005
1950-01-08,10.114402,0.9,2321255.2590000005
1950-01-09,10.114402,0.9,2321255.2590000005
1950-01-10,10.114402,0.9,2321255.2590000005
1950-01-11,10.114402,0.9,2321255.2590000005
1950-01-12,10.114402,0.9,2321255.2590000005
1950-01-13,10.114402,0.9,2321255.2590000005
1950-01-14,10.114402,0.9,2321255.2590000005
1950-01-15,10.114402,0.9,2321255.2590000005
1950-01-16,10.19336341436869,0.9,2339376.9035976143
1950-01-17,10.272128375997367,0.9,2357453.462291396
1950-01-18,10.350696777361827,0.9,2375484.9104045397
1950-01-19,10.429068510937856,0.9,2393471.223260238
1950-01-20,10.507243469201246,0.9,2411412.3761816863
1950-01-21,10.585221544627784,0.9,2429308.3444920764
1950-01-22,10.663002629693263,0.9,2447159.1035146043
1950-01-23,10.740586616873472,0.9,2464964.6285724617
1950-01-24,10.817973398644199,0.9,2482724.8949888437
1950-01-25,10.895162867481233,0.9,2500439.8780869427
1950-01-26,10.972154915860367,0.9,2518109.5531899543
1950-01-27,11.048949436257391,0.9,2535733.895621071
1950-01-28,11.125546321148091,0.9,2553312.880703487
1950-01-29,11.201945463008258,0.9,2570846.4837603956
1950-01-30,11.278146754313685,0.9,2588334.6801149906
1950-01-31,11.354150087540159,0.9,2605777.445090466
1950-02-01,11.42995535516347,0.9,2623174.7540100166
1950-02-02,11.505562449659408,0.9,2640526.582196834
1950-02-03,11.580971263503761,0.9,2657832.904974113
1950-02-04,11.656181689172323,0.9,2675093.6976650483
1950-02-05,11.73119361914088,0.9,2692308.935592832
1950-02-06,11.806006945885224,0.9,2709478.594080659
1950-02-07,11.880621561881142,0.9,2726602.6484517227
1950-02-08,11.955037359604429,0.9,2743681.0740292165
1950-02-09,12.029254231530867,0.9,2760713.8461363344
1950-02-10,12.103272070136255,0.9,2777700.9400962703
1950-02-11,12.177090767896376,0.9,2794642.3312322185
1950-02-12,12.250710217287018,0.9,2811537.9948673705
1950-02-13,12.324130310783978,0.9,2828387.906324923
1950-02-14,12.397350940863042,0.9,2845192.040928068
1950-02-15,12.470372,0.9,2861950.3740000003
1950-02-16,12.543460375962937,0.9,2878724.156283494
1950-02-17,12.616843731725123,0.9,2895565.636430916
1950-02-18,12.690463122570105,0.9,2912461.286629839
1950-02-19,12.764259603781444,0.9,2929397.579067841
1950-02-20,12.838174230642688,0.9,2946360.9859324964
1950-02-21,12.912148058437394,0.9,2963337.979411382
1950-02-22,12.986122142449114,0.9,2980315.0316920714
1950-02-23,13.060037537961403,0.9,2997278.6149621415
1950-02-24,13.133835300257818,0.9,3014215.2014091695
1950-02-25,13.207456484621908,0.9,3031111.2632207274
1950-02-26,13.280842146337232,0.9,3047953.272584395
1950-02-27,13.353933340687338,0.9,3064727.7016877444
1950-02-28,13.426671122955787,0.9,3081421.022718353
1950-03-01,13.49899654842613,0.85,2925907.5018713637
1950-03-02,13.570850672381917,0.85,2941481.8832387803
1950-03-03,13.642174550106708,0.85,2956941.333735629
1950-03-04,13.712909236884053,0.85,2972273.077094618
1950-03-05,13.78299578799751,0.85,2987464.3370484603
1950-03-06,13.85237525873063,0.85,3002502.3373298636
1950-03-07,13.92098870436697,0.85,3017374.3016715404
1950-03-08,13.988777180190079,0.85,3032067.453806199
1950-03-09,14.055681741483513,0.85,3046569.017466551
1950-03-10,14.12164344353083,0.85,3060866.2163853073
1950-03-11,14.186603341615578,0.85,3074946.274295177
1950-03-12,14.250502491021317,0.85,3088796.4149288703
1950-03-13,14.313281947031598,0.85,3102403.862019099
1950-03-14,14.374882764929973,0.85,3115755.839298571
1950-03-15,14.435246,0.85,3128839.5705
1950-03-16,14.496080361355284,0.85,3142025.418323758
1950-03-17,14.558951624337388,0.85,3155652.764575129
1950-03-18,14.623586443571782,0.85,3169662.3616441833
1950-03-19,14.689711473683944,0.85,3183994.961920995
1950-03-20,14.757053369299351,0.85,3198591.3177956343
1950-03-21,14.825338785043483,0.85,3213392.181658175
1950-03-22,14.894294375541813,0.85,3228338.3058986883
1950-03-23,14.963646795419818,0.85,3243370.4429072454
1950-03-24,15.033122699302972,0.85,3258429.345073919
1950-03-25,15.102448741816756,0.85,3273455.7647887818
1950-03-26,15.171351577586645,0.85,3288390.454441905
1950-03-27,15.239557861238112,0.85,3303174.1664233604
1950-03-28,15.306794247396638,0.85,3317747.6531232214
1950-03-29,15.372787390687696,0.85,3332051.6669315584
1950-03-30,15.437263945736765,0.85,3346026.9602384437
1950-03-31,15.49995056716932,0.85,3359614.2854339504
1950-04-01,15.560573909610838,0.8,3174357.0775606115
1950-04-02,15.618860627686795,0.8,3186247.568048106
1950-04-03,15.67453737602267,0.8,3197605.6247086246
1950-04-04,15.727330809243934,0.8,3208375.485085763
1950-04-05,15.776967581976066,0.8,3218501.3867231174
1950-04-06,15.823174348844546,0.8,3227927.5671642874
1950-04-07,15.86567776447485,0.8,3236598.2639528695
1950-04-08,15.904204483492446,0.8,3244457.7146324595
1950-04-09,15.938481160522821,0.8,3251450.1567466557
1950-04-10,15.968234450191444,0.8,3257519.827839055
1950-04-11,15.993191007123798,0.8,3262610.965453255
1950-04-12,16.013077485945352,0.8,3266667.807132852
1950-04-13,16.027620541281586,0.8,3269634.5904214433
1950-04-14,16.036546827757977,0.8,3271455.5528626274
1950-04-15,16.039583,0.8,3272074.932
1950-04-16,16.037411151665893,0.8,3271631.874939842
1950-04-17,16.03103525762153,0.8,3270331.192554792
1950-04-18,16.02066479430386,0.8,3268215.618037987
1950-04-19,16.006509238149818,0.8,3265327.884582563
1950-04-20,15.988778065596346,0.8,3261710.725381655
1950-04-21,15.967680753080387,0.8,3257406.8736283993
1950-04-22,15.943426777038885,0.8,3252459.062515933
1950-04-23,15.916225613908779,0.8,3246910.025237391
1950-04-24,15.886286740127012,0.8,3240802.494985911
1950-04-25,15.853819632130525,0.8,3234179.204954627
1950-04-26,15.819033766356261,0.8,3227082.8883366776
1950-04-27,15.782138619241161,0.8,3219556.278325197
1950-04-28,15.743343667222165,0.8,3211642.1081133215
1950-04-29,15.702858386736219,0.8,3203383.110894189
1950-04-30,15.660892254220261,0.8,3194822.0198609335
1950-05-01,15.617654746111233,0.75,2986876.470193773
1950-05-02,15.573355338846081,0.75,2978404.2085543126
