date,water_m3_s
1950-04-18,3.396505
1950-04-19,3.392590
1950-04-20,3.389789
1950-04-21,3.388012
1950-04-22,3.387166
1950-04-23,3.387162
1950-04-24,3.387906
1950-04-25,3.389308
1950-04-26,3.391274
1950-04-27,3.393712
1950-04-28,3.396525
1950-04-29,3.399620
1950-04-30,3.402899
1950-05-01,3.406264
1950-05-02,3.409614
1950-05-03,3.412850
1950-05-04,3.415869
1950-05-05,3.418565
1950-05-06,3.420834
1950-05-07,3.422568
1950-05-08,3.423657
1950-05-09,3.423991
1950-05-10,3.423458
1950-05-11,3.421943
1950-05-12,3.419331
1950-05-13,3.415506
1950-05-14,3.410350
1950-05-15,3.403743
1950-05-16,3.395439
1950-05-17,3.385330
1950-05-18,3.373510
1950-05-19,3.360080
1950-05-20,3.345147
1950-05-21,3.328827
1950-05-22,3.311246
1950-05-23,3.292534
1950-05-24,3.272835
1950-05-25,3.252297
1950-05-26,3.231080
1950-05-27,3.209351
1950-05-28,3.187286
1950-05-29,3.165071
1950-05-30,3.142899
1950-05-31,3.120972
1950-06-01,3.099500
1950-06-02,3.078700
1950-06-03,3.058799
1950-06-04,3.040027
1950-06-05,3.022623
1950-06-06,3.006833
1950-06-07,2.992905
1950-06-08,2.981095
1950-06-09,2.971660
1950-06-10,2.964864
1950-06-11,2.960971
1950-06-12,2.960246
1950-06-13,2.962957
1950-06-14,2.969371
1950-06-15,2.979751
1950-06-16,2.994243
1950-06-17,3.012643
1950-06-18,3.034688
1950-06-19,3.060116
1950-06-20,3.088656
1950-06-21,3.120034
1950-06-22,3.153971
1950-06-23,3.190181
1950-06-24,3.228373
1950-06-25,3.268249
1950-06-26,3.309504
1950-06-27,3.351828
1950-06-28,3.394903
1950-06-29,3.438407
1950-06-30,3.482009
1950-07-01,3.525373
1950-07-02,3.568159
1950-07-03,3.610020
1950-07-04,3.650605
1950-07-05,3.689558
1950-07-06,3.726521
1950-07-07,3.761133
1950-07-08,3.793028
1950-07-09,3.821844
1950-07-10,3.847214
1950-07-11,3.868774
1950-07-12,3.886163
1950-07-13,3.899019
1950-07-14,3.906989
1950-07-15,3.909722
1950-07-16,3.908773
1950-07-17,3.905988
1950-07-18,3.901456
1950-07-19,3.895267
1950-07-20,3.887513
1950-07-21,3.878287
1950-07-22,3.867679
1950-07-23,3.855784
1950-07-24,3.842694
1950-07-25,3.828502
1950-07-26,3.813301
1950-07-27,3.797184
1950-07-28,3.780243
1950-07-29,3.762570
1950-07-30,3.744258
1950-07-31,3.725398
1950-08-01,3.706081
1950-08-02,3.686398
1950-08-03,3.666437
1950-08-04,3.646288
1950-08-05,3.626039
1950-08-06,3.605777
1950-08-07,3.585590
1950-08-08,3.565563
1950-08-09,3.545781
1950-08-10,3.526328
1950-08-11,3.507288
1950-08-12,3.488743
1950-08-13,3.470774
1950-08-14,3.453463
1950-08-15,3.436889
1950-08-16,3.420198
1950-08-17,3.402530
1950-08-18,3.383955
1950-08-19,3.364545
1950-08-20,3.344369
1950-08-21,3.323496
1950-08-22,3.301995
1950-08-23,3.279934
1950-08-24,3.257380
1950-08-25,3.234400
1950-08-26,3.211057
1950-08-27,3.187419
1950-08-28,3.163547
1950-08-29,3.139506
1950-08-30,3.115357
1950-08-31,3.091161
1950-09-01,3.066980
1950-09-02,3.042871
1950-09-03,3.018895
1950-09-04,2.995108
1950-09-05,2.971567
1950-09-06,2.948330
1950-09-07,2.925451
1950-09-08,2.902985
1950-09-09,2.880985
1950-09-10,2.859506
1950-09-11,2.838601
1950-09-12,2.818320
1950-09-13,2.798717
1950-09-14,2.779843
1950-09-15,2.761748
1950-09-16,2.744289
1950-09-17,2.727262
1950-09-18,2.710624
1950-09-19,2.694335
1950-09-20,2.678352
1950-09-21,2.662637
1950-09-22,2.647150
1950-09-23,2.631850
1950-09-24,2.616699
1950-09-25,2.601659
1950-09-26,2.586690
1950-09-27,2.571756
1950-09-28,2.556818
1950-09-29,2.541840
1950-09-30,2.526786
1950-10-01,2.511617
1950-10-02,2.496300
1950-10-03,2.480798
1950-10-04,2.465075
1950-10-05,2.449099
1950-10-06,2.432833
1950-10-07,2.416245
1950-10-08,2.399301
1950-10-09,2.381968
1950-10-10,2.364214
1950-10-11,2.346008
1950-10-12,2.327318
1950-10-13,2.308115
1950-10-14,2.288367
1950-10-15,2.268047
1950-10-16,2.246324
1950-10-17,2.222513
1950-10-18,2.196806
1950-10-19,2.169391
1950-10-20,2.140455
1950-10-21,2.110185
1950-10-22,2.078762
1950-10-23,2.046365
1950-10-24,2.013170
1950-10-25,1.979347
1950-10-26,1.945063
1950-10-27,1.910479
1950-10-28,1.875752
1950-10-29,1.841033
1950-10-30,1.806468
1950-10-31,1.772197
1950-11-01,1.738355
1950-11-02,1.705071
1950-11-03,1.672470
1950-11-04,1.640669
1950-11-05,1.609784
1950-11-06,1.579923
1950-11-07,1.551190
1950-11-08,1.523686
1950-11-09,1.497506
1950-11-10,1.472745
1950-11-11,1.449493
1950-11-12,1.427838
1950-11-13,1.407865
1950-11-14,1.389662
1950-11-15,1.373313
1950-11-16,1.364558
1950-11-17,1.368237
1950-11-18,1.383101
1950-11-19,1.407928
1950-11-20,1.441534
1950-11-21,1.482776
1950-11-22,1.530559
1950-11-23,1.583842
1950-11-24,1.641639
1950-11-25,1.703027
1950-11-26,1.767144
1950-11-27,1.833194
1950-11-28,1.900446
1950-11-29,1.968234
1950-11-30,2.035960
1950-12-01,2.103086
1950-12-02,2.169138
1950-12-03,2.233699
1950-12-04,2.296407
1950-12-05,2.356949
1950-12-06,2.415056
1950-12-07,2.470497
1950-12-08,2.523073
1950-12-09,2.572606
1950-12-10,2.618934
1950-12-11,2.661896
1950-12-12,2.701330
1950-12-13,2.737052
1950-12-14,2.768854
1950-12-15,2.796484
1950-12-16,2.821443
1950-12-17,2.845456
1950-12-18,2.868558
1950-12-19,2.890787
1950-12-20,2.912178
1950-12-21,2.932770
1950-12-22,2.952599
1950-12-23,2.971701
1950-12-24,2.990113
1950-12-25,3.007873
1950-12-26,3.025016
1950-12-27,3.041581
1950-12-28,3.057603
1950-12-29,3.073119
1950-12-30,3.088167
1950-12-31,3.102782
1951-01-01,3.117003
1951-01-02,3.130865
1951-01-03,3.144405
1951-01-04,3.157661
1951-01-05,3.170668
1951-01-06,3.183465
1951-01-07,3.196087
1951-01-08,3.208572
1951-01-09,3.220955
1951-01-10,3.233275
1951-01-11,3.245568
1951-01-12,3.257870
1951-01-13,3.270219
1951-01-14,3.282651
1951-01-15,3.295203
1951-01-16,3.308009
1951-01-17,3.321147
1951-01-18,3.334564
1951-01-19,3.348210
1951-01-20,3.362034
1951-01-21,3.375986
1951-01-22,3.390013
1951-01-23,3.404066
1951-01-24,3.418094
1951-01-25,3.432045
1951-01-26,3.445869
1951-01-27,3.459514
1951-01-28,3.472931
1951-01-29,3.486067
1951-01-30,3.498873
1951-01-31,3.511296
1951-02-01,3.523287
1951-02-02,3.534795
1951-02-03,3.545768
1951-02-04,3.556155
1951-02-05,3.565907
1951-02-06,3.574971
1951-02-07,3.583297
1951-02-08,3.590834
1951-02-09,3.597532
1951-02-10,3.603339
1951-02-11,3.608204
1951-02-12,3.612076
1951-02-13,3.614905
1951-02-14,3.616640
1951-02-15,3.617229
1951-02-16,3.618621
1951-02-17,3.622690
1951-02-18,3.629273
1951-02-19,3.638199
1951-02-20,3.649290
1951-02-21,3.662364
1951-02-22,3.677237
1951-02-23,3.693720
1951-02-24,3.711626
1951-02-25,3.730767
1951-02-26,3.750954
1951-02-27,3.772001
1951-02-28,3.793726
1951-03-01,3.815949
1951-03-02,3.838493
1951-03-03,3.861187
1951-03-04,3.883865
1951-03-05,3.906366
1951-03-06,3.928537
1951-03-07,3.950227
1951-03-08,3.971296
1951-03-09,3.991608
1951-03-10,4.011036
1951-03-11,4.029458
1951-03-12,4.046760
1951-03-13,4.062834
1951-03-14,4.077579
1951-03-15,4.090901
1951-03-16,4.102775
1951-03-17,4.113255
1951-03-18,4.122364
1951-03-19,4.130126
1951-03-20,4.136568
1951-03-21,4.141718
1951-03-22,4.145605
1951-03-23,4.148258
1951-03-24,4.149712
1951-03-25,4.149999
1951-03-26,4.149154
1951-03-27,4.147216
1951-03-28,4.144222
1951-03-29,4.140213
1951-03-30,4.135233
1951-03-31,4.129325
1951-04-01,4.122537
1951-04-02,4.114916
1951-04-03,4.106514
1951-04-04,4.097383
1951-04-05,4.087578
1951-04-06,4.077157
1951-04-07,4.066180
1951-04-08,4.054708
1951-04-09,4.042806
1951-04-10,4.030542
1951-04-11,4.017984
1951-04-12,4.005206
1951-04-13,3.992282
1951-04-14,3.979291
1951-04-15,3.966312
1951-04-16,3.951453
1951-04-17,3.932893
1951-04-18,3.910837
1951-04-19,3.885499
1951-04-20,3.857110
1951-04-21,3.825912
1951-04-22,3.792162
1951-04-23,3.756136
1951-04-24,3.718122
1951-04-25,3.678431
1951-04-26,3.637386
1951-04-27,3.595333
1951-04-28,3.552634
1951-04-29,3.509670
1951-04-30,3.466844
1951-05-01,3.424576
1951-05-02,3.383305
1951-05-03,3.343491
1951-05-04,3.305612
1951-05-05,3.270166
1951-05-06,3.237669
1951-05-07,3.208655
1951-05-08,3.183677
1951-05-09,3.163304
1951-05-10,3.148121
1951-05-11,3.138731
1951-05-12,3.135750
1951-05-13,3.139809
1951-05-14,3.151550
1951-05-15,3.171629
1951-05-16,3.196812
1951-05-17,3.223372
1951-05-18,3.251239
1951-05-19,3.280340
1951-05-20,3.310600
1951-05-21,3.341945
1951-05-22,3.374298
1951-05-23,3.407580
1951-05-24,3.441712
1951-05-25,3.476611
1951-05-26,3.512193
1951-05-27,3.548372
1951-05-28,3.585060
1951-05-29,3.622167
1951-05-30,3.659600
1951-05-31,3.697263
1951-06-01,3.735061
1951-06-02,3.772892
1951-06-03,3.810657
1951-06-04,3.848251
1951-06-05,3.885568
1951-06-06,3.922500
1951-06-07,3.958936
1951-06-08,3.994766
1951-06-09,4.029874
1951-06-10,4.064145
1951-06-11,4.097463
1951-06-12,4.129707
1951-06-13,4.160758
1951-06-14,4.190496
1951-06-15,4.218797
1951-06-16,4.246875
1951-06-17,4.275948
1951-06-18,4.305894
1951-06-19,4.336590
1951-06-20,4.367912
1951-06-21,4.399734
1951-06-22,4.431926
1951-06-23,4.464359
1951-06-24,4.496901
1951-06-25,4.529417
1951-06-26,4.561771
1951-06-27,4.593825
1951-06-28,4.625439
1951-06-29,4.656471
1951-06-30,4.686777
1951-07-01,4.716212
1951-07-02,4.744630
1951-07-03,4.771882
1951-07-04,4.797818
1951-07-05,4.822290
1951-07-06,4.845146
1951-07-07,4.866234
1951-07-08,4.885403
1951-07-09,4.902502
1951-07-10,4.917378
1951-07-11,4.929881
1951-07-12,4.939862
1951-07-13,4.947171
1951-07-14,4.951663
1951-07-15,4.953192
1951-07-16,4.949244
1951-07-17,4.937720
1951-07-18,4.919102
1951-07-19,4.893878
1951-07-20,4.862537
1951-07-21,4.825573
1951-07-22,4.783480
1951-07-23,4.736754
1951-07-24,4.685892
1951-07-25,4.631389
1951-07-26,4.573741
1951-07-27,4.513442
1951-07-28,4.450982
1951-07-29,4.386853
1951-07-30,4.321541
1951-07-31,4.255528
1951-08-01,4.189296
1951-08-02,4.123320
1951-08-03,4.058072
1951-08-04,3.994019
1951-08-05,3.931624
1951-08-06,3.871344
1951-08-07,3.813634
1951-08-08,3.758940
1951-08-09,3.707706
1951-08-10,3.660370
1951-08-11,3.617363
1951-08-12,3.579115
1951-08-13,3.546047
1951-08-14,3.518579
1951-08-15,3.497124
1951-08-16,3.478671
1951-08-17,3.459947
1951-08-18,3.440967
1951-08-19,3.421747
1951-08-20,3.402298
1951-08-21,3.382634
1951-08-22,3.362767
1951-08-23,3.342709
1951-08-24,3.322470
1951-08-25,3.302063
1951-08-26,3.281499
1951-08-27,3.260787
1951-08-28,3.239941
1951-08-29,3.218971
1951-08-30,3.197889
1951-08-31,3.176706
1951-09-01,3.155436
1951-09-02,3.134091
1951-09-03,3.112683
1951-09-04,3.091227
1951-09-05,3.069737
1951-09-06,3.048227
1951-09-07,3.026711
1951-09-08,3.005206
1951-09-09,2.983727
1951-09-10,2.962290
1951-09-11,2.940911
1951-09-12,2.919608
1951-09-13,2.898398
1951-09-14,2.877297
1951-09-15,2.856323
1951-09-16,2.835481
1951-09-17,2.814754
1951-09-18,2.794127
1951-09-19,2.773585
1951-09-20,2.753114
1951-09-21,2.732699
1951-09-22,2.712324
1951-09-23,2.691975
1951-09-24,2.671638
1951-09-25,2.651298
1951-09-26,2.630940
1951-09-27,2.610550
1951-09-28,2.590114
1951-09-29,2.569617
1951-09-30,2.549047
1951-10-01,2.528388
1951-10-02,2.507628
1951-10-03,2.486752
1951-10-04,2.465747
1951-10-05,2.444600
1951-10-06,2.423297
1951-10-07,2.401826
1951-10-08,2.380172
1951-10-09,2.358324
1951-10-10,2.336269
1951-10-11,2.313993
1951-10-12,2.291484
1951-10-13,2.268729
1951-10-14,2.245717
1951-10-15,2.222433
1951-10-16,2.198346
1951-10-17,2.173012
1951-10-18,2.146558
1951-10-19,2.119107
1951-10-20,2.090782
1951-10-21,2.061703
1951-10-22,2.031988
1951-10-23,2.001754
1951-10-24,1.971112
1951-10-25,1.940176
1951-10-26,1.909052
1951-10-27,1.877846
1951-10-28,1.846660
1951-10-29,1.815594
1951-10-30,1.784744
1951-10-31,1.754204
1951-11-01,1.724066
1951-11-02,1.694416
1951-11-03,1.665339
1951-11-04,1.636920
1951-11-05,1.609237
1951-11-06,1.582368
1951-11-07,1.556389
1951-11-08,1.531373
1951-11-09,1.507393
1951-11-10,1.484519
1951-11-11,1.462820
1951-11-12,1.442365
1951-11-13,1.423221
1951-11-14,1.405456
1951-11-15,1.389139
1951-11-16,1.376178
1951-11-17,1.368173
1951-11-18,1.364726
1951-11-19,1.365451
1951-11-20,1.369969
1951-11-21,1.377916
1951-11-22,1.388943
1951-11-23,1.402719
1951-11-24,1.418931
1951-11-25,1.437290
1951-11-26,1.457528
1951-11-27,1.479402
1951-11-28,1.502693
1951-11-29,1.527208
1951-11-30,1.552780
1951-12-01,1.579268
1951-12-02,1.606557
1951-12-03,1.634560
1951-12-04,1.663211
1951-12-05,1.692472
1951-12-06,1.722327
1951-12-07,1.752782
1951-12-08,1.783864
1951-12-09,1.815617
1951-12-10,1.848102
1951-12-11,1.881397
1951-12-12,1.915587
1951-12-13,1.950770
1951-12-14,1.987046
1951-12-15,2.024519
1951-12-16,2.064048
1951-12-17,2.106258
1951-12-18,2.150899
1951-12-19,2.197724
1951-12-20,2.246484
1951-12-21,2.296931
1951-12-22,2.348817
1951-12-23,2.401893
1951-12-24,2.455911
1951-12-25,2.510623
1951-12-26,2.565780
1951-12-27,2.621134
1951-12-28,2.676437
1951-12-29,2.731441
1951-12-30,2.785897
1951-12-31,2.839556
1952-01-01,2.892171
1952-01-02,2.943494
1952-01-03,2.993275
1952-01-04,3.041267
1952-01-05,3.087222
1952-01-06,3.130890
1952-01-07,3.172025
1952-01-08,3.210376
1952-01-09,3.245697
1952-01-10,3.277739
1952-01-11,3.306253
1952-01-12,3.330991
1952-01-13,3.351706
1952-01-14,3.368148
1952-01-15,3.380069
1952-01-16,3.389548
1952-01-17,3.398825
1952-01-18,3.407893
1952-01-19,3.416743
1952-01-20,3.425369
1952-01-21,3.433763
1952-01-22,3.441918
1952-01-23,3.449827
1952-01-24,3.457482
1952-01-25,3.464875
1952-01-26,3.472001
1952-01-27,3.478850
1952-01-28,3.485416
1952-01-29,3.491691
1952-01-30,3.497669
1952-01-31,3.503341
1952-02-01,3.508701
1952-02-02,3.513740
1952-02-03,3.518453
1952-02-04,3.522830
1952-02-05,3.526866
1952-02-06,3.530552
1952-02-07,3.533881
1952-02-08,3.536846
1952-02-09,3.539440
1952-02-10,3.541655
1952-02-11,3.543483
1952-02-12,3.544918
1952-02-13,3.545952
1952-02-14,3.546578
1952-02-15,3.546788
1952-02-16,3.548424
1952-02-17,3.553205
1952-02-18,3.560936
1952-02-19,3.571421
1952-02-20,3.584457
1952-02-21,3.599838
1952-02-22,3.617357
1952-02-23,3.636803
1952-02-24,3.657964
1952-02-25,3.680629
1952-02-26,3.704585
1952-02-27,3.729619
1952-02-28,3.755519
1952-02-29,3.782074
1952-03-01,3.809076
1952-03-02,3.836317
1952-03-03,3.863592
1952-03-04,3.890699
1952-03-05,3.917439
1952-03-06,3.943617
1952-03-07,3.969041
1952-03-08,3.993523
1952-03-09,4.016880
1952-03-10,4.038931
1952-03-11,4.059502
1952-03-12,4.078425
1952-03-13,4.095533
1952-03-14,4.110667
1952-03-15,4.124625
1952-03-16,4.133398
1952-03-17,4.132370
1952-03-18,4.122014
1952-03-19,4.102816
1952-03-20,4.075287
1952-03-21,4.039954
1952-03-22,3.997366
1952-03-23,3.948092
1952-03-24,3.892724
1952-03-25,3.831876
1952-03-26,3.766184
1952-03-27,3.696310
1952-03-28,3.622937
1952-03-29,3.546775
1952-03-30,3.468561
1952-03-31,3.389055
1952-04-01,3.309046
1952-04-02,3.229351
1952-04-03,3.150813
1952-04-04,3.074308
1952-04-05,3.000738
1952-04-06,2.931037
1952-04-07,2.866170
1952-04-08,2.807135
1952-04-09,2.754961
1952-04-10,2.710711
1952-04-11,2.675482
1952-04-12,2.650407
1952-04-13,2.636651
1952-04-14,2.635421
1952-04-15,2.648143
1952-04-16,2.668652
1952-04-17,2.689738
1952-04-18,2.711370
1952-04-19,2.733519
1952-04-20,2.756155
1952-04-21,2.779250
1952-04-22,2.802775
1952-04-23,2.826700
1952-04-24,2.850997
1952-04-25,2.875638
1952-04-26,2.900595
1952-04-27,2.925840
1952-04-28,2.951345
1952-04-29,2.977082
1952-04-30,3.003025
1952-05-01,3.029145
1952-05-02,3.055415
1952-05-03,3.081808
1952-05-04,3.108298
1952-05-05,3.134857
1952-05-06,3.161458
1952-05-07,3.188075
1952-05-08,3.214680
1952-05-09,3.241247
1952-05-10,3.267749
1952-05-11,3.294160
1952-05-12,3.320452
1952-05-13,3.346599
1952-05-14,3.372575
1952-05-15,3.398753
1952-05-16,3.426728
1952-05-17,3.457607
1952-05-18,3.491227
1952-05-19,3.527422
1952-05-20,3.566020
1952-05-21,3.606842
1952-05-22,3.649707
1952-05-23,3.694425
1952-05-24,3.740801
1952-05-25,3.788634
1952-05-26,3.837715
1952-05-27,3.887830
1952-05-28,3.938756
1952-05-29,3.990264
1952-05-30,4.042119
1952-05-31,4.094079
1952-06-01,4.145894
1952-06-02,4.197308
1952-06-03,4.248060
1952-06-04,4.297881
1952-06-05,4.346499
1952-06-06,4.393632
1952-06-07,4.438998
1952-06-08,4.482307
1952-06-09,4.523268
1952-06-10,4.561583
1952-06-11,4.596953
1952-06-12,4.629078
1952-06-13,4.657655
1952-06-14,4.682379
1952-06-15,4.703706
1952-06-16,4.721875
1952-06-17,4.736630
1952-06-18,4.748055
1952-06-19,4.756238
1952-06-20,4.761273
1952-06-21,4.763253
1952-06-22,4.762281
1952-06-23,4.758462
1952-06-24,4.751907
1952-06-25,4.742731
1952-06-26,4.731057
1952-06-27,4.717011
1952-06-28,4.700729
1952-06-29,4.682347
1952-06-30,4.662013
1952-07-01,4.639876
1952-07-02,4.616094
1952-07-03,4.590826
1952-07-04,4.564242
1952-07-05,4.536511
1952-07-06,4.507810
1952-07-07,4.478319
1952-07-08,4.448221
1952-07-09,4.417702
1952-07-10,4.386950
1952-07-11,4.356157
1952-07-12,4.325512
1952-07-13,4.295208
1952-07-14,4.265433
1952-07-15,4.236792
1952-07-16,4.208228
1952-07-17,4.178223
1952-07-18,4.146920
1952-07-19,4.114463
1952-07-20,4.080995
1952-07-21,4.046658
1952-07-22,4.011596
1952-07-23,3.975949
1952-07-24,3.939858
1952-07-25,3.903463
1952-07-26,3.866903
1952-07-27,3.830315
1952-07-28,3.793835
1952-07-29,3.757598
1952-07-30,3.721738
1952-07-31,3.686387
1952-08-01,3.651674
1952-08-02,3.617730
1952-08-03,3.584681
1952-08-04,3.552653
1952-08-05,3.521771
1952-08-06,3.492156
1952-08-07,3.463930
1952-08-08,3.437212
1952-08-09,3.412119
1952-08-10,3.388768
1952-08-11,3.367273
1952-08-12,3.347748
1952-08-13,3.330305
1952-08-14,3.315054
1952-08-15,3.301648
1952-08-16,3.288745
1952-08-17,3.275389
1952-08-18,3.261599
1952-08-19,3.247394
1952-08-20,3.232794
1952-08-21,3.217815
1952-08-22,3.202477
1952-08-23,3.186797
1952-08-24,3.170794
1952-08-25,3.154485
1952-08-26,3.137891
1952-08-27,3.121029
1952-08-28,3.103918
1952-08-29,3.086578
1952-08-30,3.069028
1952-08-31,3.051289
1952-09-01,3.033381
1952-09-02,3.015326
1952-09-03,2.997143
1952-09-04,2.978855
1952-09-05,2.960485
1952-09-06,2.942055
1952-09-07,2.923588
1952-09-08,2.905107
1952-09-09,2.886636
1952-09-10,2.868200
1952-09-11,2.849822
1952-09-12,2.831527
1952-09-13,2.813339
1952-09-14,2.795284
1952-09-15,2.777259
1952-09-16,2.758329
1952-09-17,2.737763
1952-09-18,2.715676
1952-09-19,2.692177
1952-09-20,2.667375
1952-09-21,2.641374
1952-09-22,2.614280
1952-09-23,2.586195
1952-09-24,2.557217
1952-09-25,2.527447
1952-09-26,2.496982
1952-09-27,2.465916
1952-09-28,2.434345
1952-09-29,2.402361
1952-09-30,2.370055
1952-10-01,2.337517
1952-10-02,2.304836
1952-10-03,2.272098
1952-10-04,2.239390
1952-10-05,2.206794
1952-10-06,2.174394
1952-10-07,2.142268
1952-10-08,2.110497
1952-10-09,2.079155
1952-10-10,2.048318
1952-10-11,2.018057
1952-10-12,1.988441
1952-10-13,1.959536
1952-10-14,1.931406
1952-10-15,1.903863
1952-10-16,1.876024
1952-10-17,1.847278
1952-10-18,1.817755
1952-10-19,1.787581
1952-10-20,1.756879
1952-10-21,1.725771
1952-10-22,1.694373
1952-10-23,1.662800
1952-10-24,1.631161
1952-10-25,1.599562
1952-10-26,1.568107
1952-10-27,1.536894
1952-10-28,1.506018
1952-10-29,1.475568
1952-10-30,1.445634
1952-10-31,1.416296
1952-11-01,1.387636
1952-11-02,1.359728
1952-11-03,1.332646
1952-11-04,1.306458
1952-11-05,1.281231
1952-11-06,1.257028
1952-11-07,1.233910
1952-11-08,1.211936
1952-11-09,1.191162
1952-11-10,1.171645
1952-11-11,1.153439
1952-11-12,1.136598
1952-11-13,1.121174
1952-11-14,1.107223
1952-11-15,1.094250
1952-11-16,1.088961
1952-11-17,1.097607
1952-11-18,1.118765
1952-11-19,1.151046
1952-11-20,1.193107
1952-11-21,1.243658
1952-11-22,1.301465
1952-11-23,1.365356
1952-11-24,1.434229
1952-11-25,1.507047
1952-11-26,1.582851
1952-11-27,1.660753
1952-11-28,1.739939
1952-11-29,1.819671
1952-11-30,1.899282
1952-12-01,1.978177
1952-12-02,2.055827
1952-12-03,2.131769
1952-12-04,2.205596
1952-12-05,2.276955
1952-12-06,2.345539
1952-12-07,2.411079
1952-12-08,2.473336
1952-12-09,2.532090
1952-12-10,2.587134
1952-12-11,2.638256
1952-12-12,2.685233
1952-12-13,2.727815
1952-12-14,2.765711
1952-12-15,2.796484
1952-12-16,2.822006
1952-12-17,2.846622
1952-12-18,2.870361
1952-12-19,2.893250
1952-12-20,2.915319
1952-12-21,2.936596
1952-12-22,2.957110
1952-12-23,2.976890
1952-12-24,2.995964
1952-12-25,3.014361
1952-12-26,3.032110
1952-12-27,3.049240
1952-12-28,3.065779
1952-12-29,3.081756
1952-12-30,3.097200
1952-12-31,3.112139
1953-01-01,3.126602
1953-01-02,3.140619
1953-01-03,3.154216
1953-01-04,3.167424
1953-01-05,3.180271
1953-01-06,3.192786
1953-01-07,3.204997
1953-01-08,3.216933
1953-01-09,3.228623
1953-01-10,3.240096
1953-01-11,3.251380
1953-01-12,3.262504
1953-01-13,3.273497
1953-01-14,3.284387
1953-01-15,3.295203
1953-01-16,3.306075
1953-01-17,3.317092
1953-01-18,3.328220
1953-01-19,3.339425
1953-01-20,3.350672
1953-01-21,3.361928
1953-01-22,3.373159
1953-01-23,3.384331
1953-01-24,3.395409
1953-01-25,3.406361
1953-01-26,3.417151
1953-01-27,3.427746
1953-01-28,3.438112
1953-01-29,3.448215
1953-01-30,3.458021
1953-01-31,3.467496
1953-02-01,3.476606
1953-02-02,3.485317
1953-02-03,3.493595
1953-02-04,3.501406
1953-02-05,3.508716
1953-02-06,3.515491
1953-02-07,3.521697
1953-02-08,3.527300
1953-02-09,3.532267
1953-02-10,3.536562
1953-02-11,3.540153
1953-02-12,3.543005
1953-02-13,3.545084
1953-02-14,3.546357
1953-02-15,3.546788
1953-02-16,3.548333
1953-02-17,3.552847
1953-02-18,3.560144
1953-02-19,3.570033
1953-02-20,3.582318
1953-02-21,3.596801
1953-02-22,3.613278
1953-02-23,3.631544
1953-02-24,3.651394
1953-02-25,3.672620
1953-02-26,3.695015
1953-02-27,3.718373
1953-02-28,3.742489
1953-03-01,3.767158
1953-03-02,3.792179
1953-03-03,3.817353
1953-03-04,3.842484
1953-03-05,3.867380
1953-03-06,3.891854
1953-03-07,3.915720
1953-03-08,3.938799
1953-03-09,3.960917
1953-03-10,3.981904
