date,water_m3_s
1950-05-24,138.648120
1950-05-25,141.294719
1950-05-26,144.115599
1950-05-27,147.085362
1950-05-28,150.178892
1950-05-29,153.371359
1950-05-30,156.638222
1950-05-31,159.955239
1950-06-01,163.298468
1950-06-02,166.644270
1950-06-03,169.969314
1950-06-04,173.250578
1950-06-05,176.465348
1950-06-06,179.591223
1950-06-07,182.606111
1950-06-08,185.488228
1950-06-09,188.216100
1950-06-10,190.768556
1950-06-11,193.124728
1950-06-12,195.264045
1950-06-13,197.166231
1950-06-14,198.811294
1950-06-15,200.179529
1950-06-16,201.389272
1950-06-17,202.570668
1950-06-18,203.721989
1950-06-19,204.841592
1950-06-20,205.927917
1950-06-21,206.979486
1950-06-22,207.994908
1950-06-23,208.972873
1950-06-24,209.912159
1950-06-25,210.811621
1950-06-26,211.670199
1950-06-27,212.486911
1950-06-28,213.260854
1950-06-29,213.991199
1950-06-30,214.677192
1950-07-01,215.318147
1950-07-02,215.913445
1950-07-03,216.462532
1950-07-04,216.964910
1950-07-05,217.420141
1950-07-06,217.827832
1950-07-07,218.187639
1950-07-08,218.499256
1950-07-09,218.762415
1950-07-10,218.976872
1950-07-11,219.142409
1950-07-12,219.258824
1950-07-13,219.325920
1950-07-14,219.343506
1950-07-15,219.311382
1950-07-16,219.246364
1950-07-17,219.166001
1950-07-18,219.071205
1950-07-19,218.962910
1950-07-20,218.842074
1950-07-21,218.709679
1950-07-22,218.566724
1950-07-23,218.414235
1950-07-24,218.253254
1950-07-25,218.084845
1950-07-26,217.910091
1950-07-27,217.730090
1950-07-28,217.545959
1950-07-29,217.358830
1950-07-30,217.169846
1950-07-31,216.980165
1950-08-01,216.790955
1950-08-02,216.603391
1950-08-03,216.418656
1950-08-04,216.237938
1950-08-05,216.062429
1950-08-06,215.893319
1950-08-07,215.731798
1950-08-08,215.579052
1950-08-09,215.436260
1950-08-10,215.304592
1950-08-11,215.185205
1950-08-12,215.079242
1950-08-13,214.987830
1950-08-14,214.912071
1950-08-15,214.853047
1950-08-16,214.790639
1950-08-17,214.704504
1950-08-18,214.595371
1950-08-19,214.463965
1950-08-20,214.311010
1950-08-21,214.137227
1950-08-22,213.943339
1950-08-23,213.730065
1950-08-24,213.498122
1950-08-25,213.248227
1950-08-26,212.981095
1950-08-27,212.697440
1950-08-28,212.397976
1950-08-29,212.083412
1950-08-30,211.754459
1950-08-31,211.411826
1950-09-01,211.056221
1950-09-02,210.688349
1950-09-03,210.308918
1950-09-04,209.918630
1950-09-05,209.518190
1950-09-06,209.108300
1950-09-07,208.689661
1950-09-08,208.262975
1950-09-09,207.828940
1950-09-10,207.388257
1950-09-11,206.941624
1950-09-12,206.489738
1950-09-13,206.033296
1950-09-14,205.572995
1950-09-15,205.109532
1950-09-16,204.622160
1950-09-17,204.090597
1950-09-18,203.516163
1950-09-19,202.900113
1950-09-20,202.243653
1950-09-21,201.547966
1950-09-22,200.814235
1950-09-23,200.043657
1950-09-24,199.237464
1950-09-25,198.396940
1950-09-26,197.523433
1950-09-27,196.618370
1950-09-28,195.683268
1950-09-29,194.719747
1950-09-30,193.729531
1950-10-01,192.714464
1950-10-02,191.676511
1950-10-03,190.617763
1950-10-04,189.540438
1950-10-05,188.446886
1950-10-06,187.339585
1950-10-07,186.221140
1950-10-08,185.094279
1950-10-09,183.961851
1950-10-10,182.826815
1950-10-11,181.692236
1950-10-12,180.561272
1950-10-13,179.437168
1950-10-14,178.323235
1950-10-15,177.222846
1950-10-16,176.093070
1950-10-17,174.893358
1950-10-18,173.630707
1950-10-19,172.312147
1950-10-20,170.944738
1950-10-21,169.535573
1950-10-22,168.091777
1950-10-23,166.620507
1950-10-24,165.128954
1950-10-25,163.624336
1950-10-26,162.113905
1950-10-27,160.604941
1950-10-28,159.104752
1950-10-29,157.620675
1950-10-30,156.160068
1950-10-31,154.730316
1950-11-01,153.338823
1950-11-02,151.993013
1950-11-03,150.700325
1950-11-04,149.468211
1950-11-05,148.304134
1950-11-06,147.215564
1950-11-07,146.209974
1950-11-08,145.294837
1950-11-09,144.477622
1950-11-10,143.765788
1950-11-11,143.166784
1950-11-12,142.688038
1950-11-13,142.336960
1950-11-14,142.120928
1950-11-15,142.047291
1950-11-16,142.069679
1950-11-17,142.135373
1950-11-18,142.241909
1950-11-19,142.386527
1950-11-20,142.566242
1950-11-21,142.777905
1950-11-22,143.018261
1950-11-23,143.284007
1950-11-24,143.571842
1950-11-25,143.878510
1950-11-26,144.200850
1950-11-27,144.535828
1950-11-28,144.880576
1950-11-29,145.232419
1950-11-30,145.588906
1950-12-01,145.947828
1950-12-02,146.307236
1950-12-03,146.665461
1950-12-04,147.021117
1950-12-05,147.373113
1950-12-06,147.720650
1950-12-07,148.063222
1950-12-08,148.400609
1950-12-09,148.732866
1950-12-10,149.060311
1950-12-11,149.383501
1950-12-12,149.703218
1950-12-13,150.020434
1950-12-14,150.336286
1950-12-15,150.652038
1950-12-16,150.958245
1950-12-17,151.245748
1950-12-18,151.516354
1950-12-19,151.771909
1950-12-20,152.014305
1950-12-21,152.245475
1950-12-22,152.467396
1950-12-23,152.682088
1950-12-24,152.891613
1950-12-25,153.098076
1950-12-26,153.303624
1950-12-27,153.510447
1950-12-28,153.720776
1950-12-29,153.936886
1950-12-30,154.161091
1950-12-31,154.395751
1951-01-01,157.027958
1951-01-02,157.273903
1951-01-03,157.516557
1951-01-04,157.757875
1951-01-05,157.999841
1951-01-06,158.244460
1951-01-07,158.493753
1951-01-08,158.749754
1951-01-09,159.014502
1951-01-10,159.290037
1951-01-11,159.578396
1951-01-12,159.881602
1951-01-13,160.201665
1951-01-14,160.540568
1951-01-15,160.900265
1951-01-16,161.363839
1951-01-17,162.006411
1951-01-18,162.817889
1951-01-19,163.788071
1951-01-20,164.906634
1951-01-21,166.163131
1951-01-22,167.546986
1951-01-23,169.047491
1951-01-24,170.653802
1951-01-25,172.354937
1951-01-26,174.139780
1951-01-27,175.997076
1951-01-28,177.915436
1951-01-29,179.883335
1951-01-30,181.889124
1951-01-31,183.921024
1951-02-01,185.967141
1951-02-02,188.015465
1951-02-03,190.053882
1951-02-04,192.070182
1951-02-05,194.052066
1951-02-06,195.987159
1951-02-07,197.863021
1951-02-08,199.667160
1951-02-09,201.387044
1951-02-10,203.010115
1951-02-11,204.523809
1951-02-12,205.915566
1951-02-13,207.172854
1951-02-14,208.283183
1951-02-15,209.234126
1951-02-16,210.050346
1951-02-17,210.767013
1951-02-18,211.387588
1951-02-19,211.915618
1951-02-20,212.354728
1951-02-21,212.708610
1951-02-22,212.981016
1951-02-23,213.175752
1951-02-24,213.296668
1951-02-25,213.347654
1951-02-26,213.332632
1951-02-27,213.255550
1951-02-28,213.120377
1951-03-01,212.931097
1951-03-02,212.691707
1951-03-03,212.406209
1951-03-04,212.078609
1951-03-05,211.712912
1951-03-06,211.313118
1951-03-07,210.883223
1951-03-08,210.427214
1951-03-09,209.949066
1951-03-10,209.452745
1951-03-11,208.942201
1951-03-12,208.421375
1951-03-13,207.894191
1951-03-14,207.364561
1951-03-15,206.836386
1951-03-16,206.160643
1951-03-17,205.196410
1951-03-18,203.959818
1951-03-19,202.467174
1951-03-20,200.735025
1951-03-21,198.780217
1951-03-22,196.619949
1951-03-23,194.271816
1951-03-24,191.753850
1951-03-25,189.084557
1951-03-26,186.282937
1951-03-27,183.368511
1951-03-28,180.361333
1951-03-29,177.282001
1951-03-30,174.151657
1951-03-31,170.991982
1951-04-01,167.825190
1951-04-02,164.674006
1951-04-03,161.561649
1951-04-04,158.511798
1951-04-05,155.548559
1951-04-06,152.696426
1951-04-07,149.980226
1951-04-08,147.425072
1951-04-09,145.056302
1951-04-10,142.899407
1951-04-11,140.979964
1951-04-12,139.323555
1951-04-13,137.955680
1951-04-14,136.901669
1951-04-15,136.186580
1951-04-16,135.654481
1951-04-17,135.133233
1951-04-18,134.623323
1951-04-19,134.125243
1951-04-20,133.639489
1951-04-21,133.166560
1951-04-22,132.706959
1951-04-23,132.261192
1951-04-24,131.829767
1951-04-25,131.413194
1951-04-26,131.011988
1951-04-27,130.626661
1951-04-28,130.257729
1951-04-29,129.905709
1951-04-30,129.571116
1951-05-01,129.254467
1951-05-02,128.956276
1951-05-03,128.677059
1951-05-04,128.417328
1951-05-05,128.177593
1951-05-06,127.958363
1951-05-07,127.760140
1951-05-08,127.583427
1951-05-09,127.428720
1951-05-10,127.296509
1951-05-11,127.187280
1951-05-12,127.101513
1951-05-13,127.039680
1951-05-14,127.002246
1951-05-15,126.989668
1951-05-16,127.185447
1951-05-17,127.757496
1951-05-18,128.682288
1951-05-19,129.935636
1951-05-20,131.492835
1951-05-21,133.328809
1951-05-22,135.418237
1951-05-23,137.735676
1951-05-24,140.255679
1951-05-25,142.952893
1951-05-26,145.802161
1951-05-27,148.778603
1951-05-28,151.857700
1951-05-29,155.015358
1951-05-30,158.227971
1951-05-31,161.472469
1951-06-01,164.726367
1951-06-02,167.967790
1951-06-03,171.175506
1951-06-04,174.328935
1951-06-05,177.408159
1951-06-06,180.393920
1951-06-07,183.267609
1951-06-08,186.011245
1951-06-09,188.607447
1951-06-10,191.039398
1951-06-11,193.290795
1951-06-12,195.345798
1951-06-13,197.188962
1951-06-14,198.805166
1951-06-15,200.179529
1951-06-16,201.429220
1951-06-17,202.678670
1951-06-18,203.924001
1951-06-19,205.161304
1951-06-20,206.386643
1951-06-21,207.596045
1951-06-22,208.785508
1951-06-23,209.950997
1951-06-24,211.088449
1951-06-25,212.193766
1951-06-26,213.262825
1951-06-27,214.291477
1951-06-28,215.275548
1951-06-29,216.210842
1951-06-30,217.093145
1951-07-01,217.918232
1951-07-02,218.681865
1951-07-03,219.379801
1951-07-04,220.007797
1951-07-05,220.561614
1951-07-06,221.037027
1951-07-07,221.429825
1951-07-08,221.735822
1951-07-09,221.950864
1951-07-10,222.070833
1951-07-11,222.091662
1951-07-12,222.009335
1951-07-13,221.819904
1951-07-14,221.519492
1951-07-15,221.104306
1951-07-16,220.538039
1951-07-17,219.794759
1951-07-18,218.886432
1951-07-19,217.825187
1951-07-20,216.623315
1951-07-21,215.293275
1951-07-22,213.847688
1951-07-23,212.299336
1951-07-24,210.661161
1951-07-25,208.946260
1951-07-26,207.167882
1951-07-27,205.339419
1951-07-28,203.474402
1951-07-29,201.586495
1951-07-30,199.689484
1951-07-31,197.797269
1951-08-01,195.923854
1951-08-02,194.083337
1951-08-03,192.289893
1951-08-04,190.557771
1951-08-05,188.901268
1951-08-06,187.334725
1951-08-07,185.872506
1951-08-08,184.528981
1951-08-09,183.318511
1951-08-10,182.255428
1951-08-11,181.354018
1951-08-12,180.628498
1951-08-13,180.092996
1951-08-14,179.761528
1951-08-15,179.647980
1951-08-16,179.726556
1951-08-17,179.955476
1951-08-18,180.324449
1951-08-19,180.823084
1951-08-20,181.440917
1951-08-21,182.167418
1951-08-22,182.992013
1951-08-23,183.904096
1951-08-24,184.893043
1951-08-25,185.948227
1951-08-26,187.059031
1951-08-27,188.214859
1951-08-28,189.405147
1951-08-29,190.619374
1951-08-30,191.847076
1951-08-31,193.077848
1951-09-01,194.301361
1951-09-02,195.507361
1951-09-03,196.685685
1951-09-04,197.826263
1951-09-05,198.919123
1951-09-06,199.954401
1951-09-07,200.922341
1951-09-08,201.813298
1951-09-09,202.617749
1951-09-10,203.326285
1951-09-11,203.929622
1951-09-12,204.418595
1951-09-13,204.784164
1951-09-14,205.017408
1951-09-15,205.109532
1951-09-16,205.072809
1951-09-17,204.928320
1951-09-18,204.680622
1951-09-19,204.334345
1951-09-20,203.894192
1951-09-21,203.364933
1951-09-22,202.751401
1951-09-23,202.058492
1951-09-24,201.291160
1951-09-25,200.454413
1951-09-26,199.553314
1951-09-27,198.592971
1951-09-28,197.578542
1951-09-29,196.515226
1951-09-30,195.408265
1951-10-01,194.262937
1951-10-02,193.084554
1951-10-03,191.878463
1951-10-04,190.650039
1951-10-05,189.404684
1951-10-06,188.147826
1951-10-07,186.884913
1951-10-08,185.621414
1951-10-09,184.362815
1951-10-10,183.114615
1951-10-11,181.882326
1951-10-12,180.671473
1951-10-13,179.487584
1951-10-14,178.336195
1951-10-15,177.222846
1951-10-16,176.093070
1951-10-17,174.893358
1951-10-18,173.630707
1951-10-19,172.312147
1951-10-20,170.944738
1951-10-21,169.535573
1951-10-22,168.091777
1951-10-23,166.620507
1951-10-24,165.128954
1951-10-25,163.624336
1951-10-26,162.113905
1951-10-27,160.604941
1951-10-28,159.104752
1951-10-29,157.620675
1951-10-30,156.160068
1951-10-31,154.730316
1951-11-01,153.338823
1951-11-02,151.993013
1951-11-03,150.700325
1951-11-04,149.468211
1951-11-05,148.304134
1951-11-06,147.215564
1951-11-07,146.209974
1951-11-08,145.294837
1951-11-09,144.477622
1951-11-10,143.765788
1951-11-11,143.166784
1951-11-12,142.688038
1951-11-13,142.336960
1951-11-14,142.120928
1951-11-15,142.047291
1951-11-16,141.987976
1951-11-17,141.816220
1951-11-18,141.540527
1951-11-19,141.168551
1951-11-20,140.707320
1951-11-21,140.163446
1951-11-22,139.543319
1951-11-23,138.853283
1951-11-24,138.099803
1951-11-25,137.289613
1951-11-26,136.429850
1951-11-27,135.528173
1951-11-28,134.592864
1951-11-29,133.632922
1951-11-30,132.658133
1951-12-01,131.679131
1951-12-02,130.707439
1951-12-03,129.755502
1951-12-04,128.836695
1951-12-05,127.965329
1951-12-06,127.156629
1951-12-07,126.426706
1951-12-08,125.792507
1951-12-09,125.271760
1951-12-10,124.882890
1951-12-11,124.644936
1951-12-12,124.577438
1951-12-13,124.700318
1951-12-14,125.033745
1951-12-15,125.597984
1951-12-16,126.303042
1951-12-17,127.045005
1951-12-18,127.823200
1951-12-19,128.636926
1951-12-20,129.485455
1951-12-21,130.368028
1951-12-22,131.283858
1951-12-23,132.232133
1951-12-24,133.212009
1951-12-25,134.222614
1951-12-26,135.263051
1951-12-27,136.332392
1951-12-28,137.429683
1951-12-29,138.553940
1951-12-30,139.704152
1951-12-31,140.879282
1952-01-01,144.269195
1952-01-02,145.490424
1952-01-03,146.713477
1952-01-04,147.936215
1952-01-05,149.156448
1952-01-06,150.371936
1952-01-07,151.580393
1952-01-08,152.779483
1952-01-09,153.966830
1952-01-10,155.140012
1952-01-11,156.296566
1952-01-12,157.433993
1952-01-13,158.549756
1952-01-14,159.641285
1952-01-15,160.705977
1952-01-16,161.804276
1952-01-17,162.994864
1952-01-18,164.272430
1952-01-19,165.631591
1952-01-20,167.066897
1952-01-21,168.572820
1952-01-22,170.143757
1952-01-23,171.774028
1952-01-24,173.457871
1952-01-25,175.189446
1952-01-26,176.962829
1952-01-27,178.772018
1952-01-28,180.610929
1952-01-29,182.473401
1952-01-30,184.353193
1952-01-31,186.243990
1952-02-01,188.139404
1952-02-02,190.032977
1952-02-03,191.918185
1952-02-04,193.788442
1952-02-05,195.637104
1952-02-06,197.457473
1952-02-07,199.242807
1952-02-08,200.986319
1952-02-09,202.681189
1952-02-10,204.320571
1952-02-11,205.897597
1952-02-12,207.405385
1952-02-13,208.837051
1952-02-14,210.185717
1952-02-15,211.444518
1952-02-16,212.614122
1952-02-17,213.700849
1952-02-18,214.706380
1952-02-19,215.632473
1952-02-20,216.480959
1952-02-21,217.253739
1952-02-22,217.952780
1952-02-23,218.580117
1952-02-24,219.137845
1952-02-25,219.628123
1952-02-26,220.053166
1952-02-27,220.415246
1952-02-28,220.716689
1952-02-29,220.959876
1952-03-01,221.147238
1952-03-02,221.281253
1952-03-03,221.364450
1952-03-04,221.399402
1952-03-05,221.388729
1952-03-06,221.335094
1952-03-07,221.241201
1952-03-08,221.109797
1952-03-09,220.943670
1952-03-10,220.745645
1952-03-11,220.518590
1952-03-12,220.265406
1952-03-13,219.989036
1952-03-14,219.692457
1952-03-15,219.209428
1952-03-16,218.407885
1952-03-17,217.326694
1952-03-18,215.980084
1952-03-19,214.382624
1952-03-20,212.549320
1952-03-21,210.495701
1952-03-22,208.237897
1952-03-23,205.792703
1952-03-24,203.177632
1952-03-25,200.410965
1952-03-26,197.511776
1952-03-27,194.499963
1952-03-28,191.396255
1952-03-29,188.222214
1952-03-30,185.000226
1952-03-31,181.753485
1952-04-01,178.505956
1952-04-02,175.282336
1952-04-03,172.108006
1952-04-04,169.008964
1952-04-05,166.011751
1952-04-06,163.143371
1952-04-07,160.431196
1952-04-08,157.902857
1952-04-09,155.586131
1952-04-10,153.508814
1952-04-11,151.698584
1952-04-12,150.182852
1952-04-13,148.988606
1952-04-14,148.142237
1952-04-15,147.454864
1952-04-16,146.731502
1952-04-17,145.985815
1952-04-18,145.220872
1952-04-19,144.439678
1952-04-20,143.645179
1952-04-21,142.840263
1952-04-22,142.027756
1952-04-23,141.210427
1952-04-24,140.390989
1952-04-25,139.572099
1952-04-26,138.756360
1952-04-27,137.946326
1952-04-28,137.144499
1952-04-29,136.353333
1952-04-30,135.575238
1952-05-01,134.812581
1952-05-02,134.067688
1952-05-03,133.342849
1952-05-04,132.640318
1952-05-05,131.962319
1952-05-06,131.311048
1952-05-07,130.688675
1952-05-08,130.097353
1952-05-09,129.539213
1952-05-10,129.016378
1952-05-11,128.530959
1952-05-12,128.085063
1952-05-13,127.680799
1952-05-14,127.320280
1952-05-15,127.208525
1952-05-16,127.521463
1952-05-17,128.221794
1952-05-18,129.282168
1952-05-19,130.675435
1952-05-20,132.374651
1952-05-21,134.353091
1952-05-22,136.584263
1952-05-23,139.041917
1952-05-24,141.700054
1952-05-25,144.532935
1952-05-26,147.515090
1952-05-27,150.621326
1952-05-28,153.826733
1952-05-29,157.106688
1952-05-30,160.436865
1952-05-31,163.793235
1952-06-01,167.152073
1952-06-02,170.489957
1952-06-03,173.783776
1952-06-04,177.010727
1952-06-05,180.148318
1952-06-06,183.174369
1952-06-07,186.067006
1952-06-08,188.804668
1952-06-09,191.366097
1952-06-10,193.730342
1952-06-11,195.876750
1952-06-12,197.784964
1952-06-13,199.434918
1952-06-14,200.806831
1952-06-15,202.027185
1952-06-16,203.226149
1952-06-17,204.393968
1952-06-18,205.528954
1952-06-19,206.629501
1952-06-20,207.694090
1952-06-21,208.721284
1952-06-22,209.709732
1952-06-23,210.658165
1952-06-24,211.565399
1952-06-25,212.430332
1952-06-26,213.251940
1952-06-27,214.029283
1952-06-28,214.761492
1952-06-29,215.447777
1952-06-30,216.087419
1952-07-01,216.679764
1952-07-02,217.224229
1952-07-03,217.720288
1952-07-04,218.167473
1952-07-05,218.565372
1952-07-06,218.913617
1952-07-07,219.211885
1952-07-08,219.459893
1952-07-09,219.657385
1952-07-10,219.804135
1952-07-11,219.899934
1952-07-12,219.944587
1952-07-13,219.937904
1952-07-14,219.879692
1952-07-15,219.805958
1952-07-16,219.734362
1952-07-17,219.646697
1952-07-18,219.543885
1952-07-19,219.426871
1952-07-20,219.296622
1952-07-21,219.154128
1952-07-22,219.000401
1952-07-23,218.836472
1952-07-24,218.663394
1952-07-25,218.482238
1952-07-26,218.294096
1952-07-27,218.100072
1952-07-28,217.901291
1952-07-29,217.698889
1952-07-30,217.494017
1952-07-31,217.287836
1952-08-01,217.081517
1952-08-02,216.876239
1952-08-03,216.673188
1952-08-04,216.473552
1952-08-05,216.278523
1952-08-06,216.089291
1952-08-07,215.907043
1952-08-08,215.732962
1952-08-09,215.568222
1952-08-10,215.413987
1952-08-11,215.271409
1952-08-12,215.141621
1952-08-13,215.025739
1952-08-14,214.924855
1952-08-15,214.840268
1952-08-16,214.752771
1952-08-17,214.642253
1952-08-18,214.509438
1952-08-19,214.355052
1952-08-20,214.179818
1952-08-21,213.984457
1952-08-22,213.769689
1952-08-23,213.536233
1952-08-24,213.284805
1952-08-25,213.016123
1952-08-26,212.730900
1952-08-27,212.429849
1952-08-28,212.113682
1952-08-29,211.783110
1952-08-30,211.438843
1952-08-31,211.081587
1952-09-01,210.712051
1952-09-02,210.330940
1952-09-03,209.938960
1952-09-04,209.536813
1952-09-05,209.125204
1952-09-06,208.704833
1952-09-07,208.276403
1952-09-08,207.840613
1952-09-09,207.398163
1952-09-10,206.949751
1952-09-11,206.496076
1952-09-12,206.037836
1952-09-13,205.575726
1952-09-14,205.110444
1952-09-15,204.596617
1952-09-16,204.010567
1952-09-17,203.374549
1952-09-18,202.691140
1952-09-19,201.962860
1952-09-20,201.192196
1952-09-21,200.381612
1952-09-22,199.533562
1952-09-23,198.650509
1952-09-24,197.734932
1952-09-25,196.789342
1952-09-26,195.816288
1952-09-27,194.818371
1952-09-28,193.798249
1952-09-29,192.758649
1952-09-30,191.702368
1952-10-01,190.632286
1952-10-02,189.551363
1952-10-03,188.462650
1952-10-04,187.369290
1952-10-05,186.274515
1952-10-06,185.181656
1952-10-07,184.094137
1952-10-08,183.015476
1952-10-09,181.949282
1952-10-10,180.899257
1952-10-11,179.869186
1952-10-12,178.862938
1952-10-13,177.884458
1952-10-14,176.937760
1952-10-15,175.963143
1952-10-16,174.920177
1952-10-17,173.832027
1952-10-18,172.703391
1952-10-19,171.539052
1952-10-20,170.343891
1952-10-21,169.122897
1952-10-22,167.881177
1952-10-23,166.623960
1952-10-24,165.356610
1952-10-25,164.084625
1952-10-26,162.813640
1952-10-27,161.549431
1952-10-28,160.297912
1952-10-29,159.065131
1952-10-30,157.857272
1952-10-31,156.680642
1952-11-01,155.541668
1952-11-02,154.446888
1952-11-03,153.402939
1952-11-04,152.416542
1952-11-05,151.494496
1952-11-06,150.643653
1952-11-07,149.870905
1952-11-08,149.183168
1952-11-09,148.587355
1952-11-10,148.090356
1952-11-11,147.699016
1952-11-12,147.420108
1952-11-13,147.260304
1952-11-14,147.226148
1952-11-15,147.306551
1952-11-16,147.406665
1952-11-17,147.452778
1952-11-18,147.448902
1952-11-19,147.398505
1952-11-20,147.304669
1952-11-21,147.170238
1952-11-22,146.997959
1952-11-23,146.790605
1952-11-24,146.551090
1952-11-25,146.282576
1952-11-26,145.988565
1952-11-27,145.672982
1952-11-28,145.340243
1952-11-29,144.995319
1952-11-30,144.643783
1952-12-01,144.291847
1952-12-02,143.946392
1952-12-03,143.614978
1952-12-04,143.305857
1952-12-05,143.027957
1952-12-06,142.790873
1952-12-07,142.604833
1952-12-08,142.480660
1952-12-09,142.429723
1952-12-10,142.463871
1952-12-11,142.595364
1952-12-12,142.836789
1952-12-13,143.200962
1952-12-14,143.700824
1952-12-15,144.377284
1952-12-16,145.164797
1952-12-17,145.959457
1952-12-18,146.761238
1952-12-19,147.570112
1952-12-20,148.386046
1952-12-21,149.209004
1952-12-22,150.038947
1952-12-23,150.875831
1952-12-24,151.719610
1952-12-25,152.570235
1952-12-26,153.427653
1952-12-27,154.291806
1952-12-28,155.162636
1952-12-29,156.040079
1952-12-30,156.924067
1952-12-31,157.814532
1953-01-01,160.370937
1953-01-02,161.266835
1953-01-03,162.146911
1953-01-04,163.010211
1953-01-05,163.855773
1953-01-06,164.682621
1953-01-07,165.489770
1953-01-08,166.276223
1953-01-09,167.040974
1953-01-10,167.783004
1953-01-11,168.501284
1953-01-12,169.194776
1953-01-13,169.862428
1953-01-14,170.503180
1953-01-15,171.115961
1953-01-16,171.750073
1953-01-17,172.453423
1953-01-18,173.222812
1953-01-19,174.055006
1953-01-20,174.946729
1953-01-21,175.894668
1953-01-22,176.895462
1953-01-23,177.945707
1953-01-24,179.041952
1953-01-25,180.180697
1953-01-26,181.358390
1953-01-27,182.571431
1953-01-28,183.816168
1953-01-29,185.088897
1953-01-30,186.385864
1953-01-31,187.703262
1953-02-01,189.037233
1953-02-02,190.383871
1953-02-03,191.739219
1953-02-04,193.099272
1953-02-05,194.459981
1953-02-06,195.817250
1953-02-07,197.166945
1953-02-08,198.504887
1953-02-09,199.826863
1953-02-10,201.128627
1953-02-11,202.405898
1953-02-12,203.654372
1953-02-13,204.869718
1953-02-14,206.047586
1953-02-15,207.183613
1953-02-16,208.335529
1953-02-17,209.555613
1953-02-18,210.831170
1953-02-19,212.149373
1953-02-20,213.497312
1953-02-21,214.862050
1953-02-22,216.230669
1953-02-23,217.590320
1953-02-24,218.928258
1953-02-25,220.231889
1953-02-26,221.488804
1953-02-27,222.686811
1953-02-28,223.813968
1953-03-01,224.858609
1953-03-02,225.809371
1953-03-03,226.655210
1953-03-04,227.385426
1953-03-05,227.989675
1953-03-06,228.457982
1953-03-07,228.780749
1953-03-08,228.948765
1953-03-09,228.953205
1953-03-10,228.785634
