period_index,start_day,end_day_exclusive,duration_days,node_id,action,reservoir_level,total_inflow,evaporation,drink_water_met,unmet_drink_water,food_water_demand,food_water_met,unmet_food_water,food_produced,production_release,generated_electricity_kwh,generated_electricity_mwh,water_value_eur_per_m3,spill,release_for_routing,downstream_release,routing_loss,energy_value
0,0,1,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
1,1,2,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
2,2,3,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
3,3,4,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
4,4,5,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
5,5,6,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
6,6,7,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
7,7,8,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
8,8,9,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
9,9,10,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
10,10,11,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
11,11,12,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
12,12,13,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
13,13,14,1,victoria,0.5,0,68.75,0,0,0,0,0,0,0,68.75,0,0,0,0,68.75,68.75,0,0
