,et0_mm_day
1971-11-01,8.9559555
1971-12-01,10.004401
1972-01-01,11.102014
1972-02-01,12.294166
1972-03-01,13.915949
1972-04-01,13.797752
1972-05-01,12.165144
1972-06-01,8.350443
1972-07-01,6.5185204
1972-08-01,6.0539765
1972-09-01,6.1751156
1972-10-01,7.429119
1972-11-01,9.375885
1972-12-01,10.8143835
1973-01-01,11.357181
1973-02-01,12.25277
1973-03-01,14.208846
1973-04-01,12.807287
1973-05-01,9.752914
1973-06-01,10.262728
1973-07-01,7.399261
1973-08-01,6.390296
1973-09-01,6.167959
1973-10-01,6.6491814
1973-11-01,9.61414
1973-12-01,10.040156
1974-01-01,11.275321
1974-02-01,12.377106
1974-03-01,12.866944
1974-04-01,13.53737
1974-05-01,10.905295
1974-06-01,8.348599
1974-07-01,5.8405995
1974-08-01,5.774617
1974-09-01,5.470861
1974-10-01,6.335229
1974-11-01,8.409277
1974-12-01,9.824589
1975-01-01,10.59641
1975-02-01,12.173555
1975-03-01,13.432674
1975-04-01,12.705199
1975-05-01,11.709184
1975-06-01,8.160628
1975-07-01,6.403446
1975-08-01,5.0825477
1975-09-01,5.449716
1975-10-01,6.6162386
1975-11-01,8.251905
1975-12-01,10.414943
1976-01-01,10.754332
1976-02-01,12.55685
1976-03-01,13.956037
1976-04-01,13.216078
1976-05-01,11.066288
1976-06-01,10.425054
1976-07-01,6.6598134
1976-08-01,6.4137206
1976-09-01,6.1579084
1976-10-01,7.7762604
1976-11-01,9.01898
1976-12-01,10.434687
1977-01-01,11.189043
1977-02-01,12.619026
1977-03-01,13.66885
1977-04-01,14.285371
1977-05-01,11.717357
1977-06-01,8.634299
1977-07-01,6.2806606
1977-08-01,4.820287
1977-09-01,6.2865467
1977-10-01,7.0631056
1977-11-01,9.512153
1977-12-01,10.67736
1978-01-01,11.363842
1978-02-01,12.910567
1978-03-01,14.088731
1978-04-01,11.996426
1978-05-01,11.477478
1978-06-01,10.690517
1978-07-01,5.9283075
1978-08-01,5.6717844
1978-09-01,6.536562
1978-10-01,7.2431417
1978-11-01,9.7737875
1978-12-01,10.145873
1979-01-01,10.758058
1979-02-01,11.70101
1979-03-01,13.697378
1979-04-01,13.668619
1979-05-01,9.849302
1979-06-01,9.327598
1979-07-01,7.259317
1979-08-01,6.077066
1979-09-01,6.1872377
1979-10-01,7.5139327
1979-11-01,9.053346
1979-12-01,10.807403
1980-01-01,11.01248
1980-02-01,12.873061
1980-03-01,13.557725
1980-04-01,12.780979
1980-05-01,11.082128
1980-06-01,9.429462
1980-07-01,6.4506383
1980-08-01,6.5915437
1980-09-01,7.597558
1980-10-01,8.299437
1980-11-01,10.360092
1980-12-01,11.005335
1981-01-01,11.594437
1981-02-01,12.833736
1981-03-01,13.294335
1981-04-01,14.252387
1981-05-01,11.535451
1981-06-01,10.963731
1981-07-01,6.838143
1981-08-01,6.883338
1981-09-01,6.3631015
1981-10-01,7.6468067
1981-11-01,9.769418
1981-12-01,10.475911
1982-01-01,11.321217
1982-02-01,12.805552
1982-03-01,14.1074505
1982-04-01,13.537541
1982-05-01,11.464893
1982-06-01,10.444336
1982-07-01,8.128919
1982-08-01,6.4670143
1982-09-01,6.072417
1982-10-01,6.379403
1982-11-01,9.990491
1982-12-01,10.264948
1983-01-01,11.045501
1983-02-01,12.438334
1983-03-01,14.7646
1983-04-01,14.864429
1983-05-01,12.929484
1983-06-01,9.226605
1983-07-01,8.486613
1983-08-01,6.7816525
1983-09-01,6.9404917
1983-10-01,8.695223
1983-11-01,11.336825
1983-12-01,11.340119
1984-01-01,11.473417
1984-02-01,12.797661
1984-03-01,14.477357
1984-04-01,14.174387
1984-05-01,12.335234
1984-06-01,12.0322485
1984-07-01,8.596704
1984-08-01,7.509142
1984-09-01,7.053219
1984-10-01,9.503849
1984-11-01,12.860902
1984-12-01,11.439666
1985-01-01,11.814862
1985-02-01,13.19325
1985-03-01,13.270359
1985-04-01,12.861259
1985-05-01,9.846873
1985-06-01,7.956423
1985-07-01,5.6178718
1985-08-01,6.3094797
1985-09-01,5.4601727
1985-10-01,6.815843
1985-11-01,7.8340507
1985-12-01,10.648266
1986-01-01,11.676684
1986-02-01,12.75152
1986-03-01,13.508387
1986-04-01,13.637476
1986-05-01,13.998844
1986-06-01,8.911714
1986-07-01,6.5105557
1986-08-01,6.541908
1986-09-01,5.7452693
1986-10-01,6.7934318
1986-11-01,9.613819
1986-12-01,10.917052
1987-01-01,10.906562
1987-02-01,13.130888
1987-03-01,14.636993
1987-04-01,13.991528
1987-05-01,9.755909
1987-06-01,8.409277
1987-07-01,7.721439
1987-08-01,6.0769544
1987-09-01,7.046122
1987-10-01,7.994518
1987-11-01,9.850137
1987-12-01,11.7552805
1988-01-01,11.616058
1988-02-01,13.090677
1988-03-01,14.667645
1988-04-01,14.596228
1988-05-01,12.478404
1988-06-01,9.394392
