,et0_mm_day
1990-06-01,12.158193
1990-07-01,10.668323
1990-08-01,11.5638075
1990-09-01,11.991694
1990-10-01,11.241276
1990-11-01,8.735366
1990-12-01,7.5033903
1991-01-01,6.9067106
1991-02-01,8.424624
1991-03-01,9.883396
1991-04-01,12.02169
1991-05-01,14.218457
1991-06-01,12.177571
1991-07-01,11.061289
1991-08-01,10.663613
1991-09-01,11.751394
1991-10-01,10.57078
1991-11-01,8.437663
1991-12-01,6.2364564
1992-01-01,6.3561125
1992-02-01,7.274136
1992-03-01,10.2821665
1992-04-01,11.794202
1992-05-01,12.839138
1992-06-01,12.299344
1992-07-01,10.614098
1992-08-01,10.407686
1992-09-01,12.06731
1992-10-01,10.265693
1992-11-01,7.9046783
1992-12-01,6.0496407
1993-01-01,6.773986
1993-02-01,7.9449787
1993-03-01,10.321103
1993-04-01,11.294738
1993-05-01,11.690028
1993-06-01,11.923768
1993-07-01,10.637254
1993-08-01,10.87682
1993-09-01,10.919191
1993-10-01,9.772025
1993-11-01,9.052288
1993-12-01,6.694913
1994-01-01,7.6078696
1994-02-01,8.620456
1994-03-01,9.699337
1994-04-01,12.574695
1994-05-01,12.982093
1994-06-01,11.925541
1994-07-01,9.615943
1994-08-01,10.093816
1994-09-01,10.0138855
1994-10-01,9.813375
1994-11-01,8.000843
1994-12-01,6.7884774
1995-01-01,7.4787064
1995-02-01,7.781416
1995-03-01,10.383911
1995-04-01,11.693857
1995-05-01,12.66279
1995-06-01,12.316048
1995-07-01,10.404602
1995-08-01,11.510261
1995-09-01,11.029511
1995-10-01,11.374653
1995-11-01,8.245982
1995-12-01,6.562792
1996-01-01,6.3863916
1996-02-01,8.347087
1996-03-01,10.499366
1996-04-01,11.790614
1996-05-01,12.408815
1996-06-01,12.306884
1996-07-01,11.259273
1996-08-01,11.120811
1996-09-01,10.343268
1996-10-01,10.743797
1996-11-01,7.600419
1996-12-01,6.9774165
1997-01-01,6.9285483
1997-02-01,8.385084
1997-03-01,10.084525
1997-04-01,11.87151
1997-05-01,12.095649
1997-06-01,11.98221
1997-07-01,10.382518
1997-08-01,10.100499
1997-09-01,12.372963
1997-10-01,10.606989
1997-11-01,8.156989
1997-12-01,6.6642275
1998-01-01,6.387867
1998-02-01,7.816784
1998-03-01,9.798624
1998-04-01,11.441756
1998-05-01,12.889422
1998-06-01,12.722447
1998-07-01,10.581038
1998-08-01,10.928631
1998-09-01,11.166602
1998-10-01,11.279263
1998-11-01,8.834459
1998-12-01,7.447444
1999-01-01,7.584013
1999-02-01,9.627856
1999-03-01,9.878121
1999-04-01,12.46287
1999-05-01,13.464615
1999-06-01,13.201997
1999-07-01,10.818608
1999-08-01,10.681123
1999-09-01,11.397954
1999-10-01,10.592814
1999-11-01,8.872583
1999-12-01,7.539831
2000-01-01,7.735811
2000-02-01,9.329416
2000-03-01,10.869041
2000-04-01,11.80853
2000-05-01,12.879573
2000-06-01,12.693524
2000-07-01,11.401266
2000-08-01,11.841833
2000-09-01,10.8971815
2000-10-01,10.986168
2000-11-01,8.623633
2000-12-01,6.620884
2001-01-01,7.0212708
2001-02-01,8.690685
2001-03-01,9.871036
2001-04-01,12.784309
2001-05-01,12.826115
2001-06-01,11.140123
2001-07-01,10.542981
2001-08-01,11.1143
2001-09-01,11.481125
2001-10-01,11.732422
2001-11-01,9.022258
2001-12-01,7.5244007
2002-01-01,6.948143
