,et0_mm_day
1950-01-01,6.3532667
1950-02-01,7.5265317
1950-03-01,6.858118
1950-04-01,9.016701
1950-05-01,7.4627943
1950-06-01,5.6554255
1950-07-01,4.0470104
1950-08-01,3.9180872
1950-09-01,4.5793586
1950-10-01,5.1769233
1950-11-01,6.047744
1950-12-01,6.3803473
1951-01-01,5.4262133
1951-02-01,7.387251
1951-03-01,7.4762254
1951-04-01,9.167682
1951-05-01,7.4627943
1951-06-01,5.6554255
1951-07-01,4.0470104
1951-08-01,3.960709
1951-09-01,4.5793586
1951-10-01,5.2680254
1951-11-01,6.047744
1951-12-01,6.3803473
1952-01-01,6.2094183
1952-02-01,6.139934
1952-03-01,8.834066
1952-04-01,9.016701
1952-05-01,7.4627943
1952-06-01,5.656002
1952-07-01,4.090258
1952-08-01,3.9180872
1952-09-01,4.5793586
1952-10-01,5.1769233
1952-11-01,6.191499
1952-12-01,6.3803473
1953-01-01,5.3239765
1953-02-01,7.8416834
1953-03-01,7.218614
1953-04-01,9.167682
1953-05-01,7.4627943
1953-06-01,5.68776
1953-07-01,4.0719113
1953-08-01,3.2424479
1953-09-01,3.971584
1953-10-01,5.2680254
1953-11-01,4.7297106
1953-12-01,5.5677967
1954-01-01,7.0238633
1954-02-01,7.755868
1954-03-01,9.149112
1954-04-01,8.84822
1954-05-01,7.0782824
1954-06-01,4.524864
1954-07-01,4.090258
1954-08-01,3.960709
1954-09-01,4.155807
1954-10-01,5.764015
1954-11-01,6.953247
1954-12-01,6.2016845
1955-01-01,7.0562067
1955-02-01,7.9319625
1955-03-01,8.77259
1955-04-01,8.86672
1955-05-01,6.490521
1955-06-01,4.8369765
1955-07-01,3.7410333
1955-08-01,3.600575
1955-09-01,4.3782816
1955-10-01,5.3033643
1955-11-01,5.5051074
1955-12-01,6.4886584
1956-01-01,7.0929527
1956-02-01,8.094967
1956-03-01,9.163491
1956-04-01,8.537062
1956-05-01,7.1395187
1956-06-01,5.081542
1956-07-01,3.8513913
1956-08-01,3.664091
1956-09-01,4.5106263
1956-10-01,5.075682
1956-11-01,6.7873077
1956-12-01,6.225206
1957-01-01,6.900117
1957-02-01,7.7697487
1957-03-01,7.89278
1957-04-01,10.056283
1957-05-01,6.902605
1957-06-01,5.068727
1957-07-01,4.013911
1957-08-01,3.9796457
1957-09-01,4.9014387
1957-10-01,5.4164305
1957-11-01,5.82321
1957-12-01,6.732203
1958-01-01,7.2029157
1958-02-01,7.4973927
1958-03-01,9.440891
1958-04-01,8.061215
1958-05-01,7.21132
1958-06-01,5.0631685
1958-07-01,4.247129
1958-08-01,3.788948
1958-09-01,4.597932
1958-10-01,5.0185695
1958-11-01,6.1207414
1958-12-01,6.599091
1959-01-01,6.923914
1959-02-01,7.9899654
1959-03-01,9.158775
1959-04-01,7.894337
1959-05-01,6.2299967
1959-06-01,6.1399937
1959-07-01,3.958814
1959-08-01,3.8177595
1959-09-01,4.230246
1959-10-01,4.63029
1959-11-01,5.8951454
1959-12-01,6.5088944
1960-01-01,6.7828817
1960-02-01,7.2616487
1960-03-01,8.43785
1960-04-01,8.54738
1960-05-01,6.527342
1960-06-01,5.540848
1960-07-01,4.0564685
1960-08-01,4.2049212
1960-09-01,4.2551756
1960-10-01,5.2116213
1960-11-01,5.6127906
1960-12-01,6.759569
1961-01-01,7.239588
1961-02-01,6.8827124
1961-03-01,8.819983
1961-04-01,9.732366
1961-05-01,8.436955
