,et0_mm_day
1995-05-01,10.061323
1995-06-01,9.820387
1995-07-01,6.343335
1995-08-01,6.0595946
1995-09-01,7.1431847
1995-10-01,8.219264
1995-11-01,8.575227
1995-12-01,7.7847166
1996-01-01,7.7187495
1996-02-01,8.723169
1996-03-01,9.866349
1996-04-01,10.394018
1996-05-01,8.525662
1996-06-01,8.485228
1996-07-01,7.5548515
1996-08-01,5.8230014
1996-09-01,5.6034775
1996-10-01,7.742405
1996-11-01,8.375854
1996-12-01,7.5152965
1997-01-01,8.071594
1997-02-01,8.956894
1997-03-01,10.110437
1997-04-01,10.129623
1997-05-01,9.585437
1997-06-01,9.047397
1997-07-01,6.6472664
1997-08-01,6.128579
1997-09-01,7.9858527
1997-10-01,8.095294
1997-11-01,8.272923
1997-12-01,7.4510465
1998-01-01,8.197122
1998-02-01,8.684672
1998-03-01,9.927109
1998-04-01,10.349866
1998-05-01,10.1705265
1998-06-01,10.60348
1998-07-01,7.6196866
1998-08-01,5.807392
1998-09-01,5.912572
1998-10-01,7.4249134
1998-11-01,8.3444195
1998-12-01,7.8141837
1999-01-01,7.5191855
1999-02-01,8.851029
1999-03-01,9.650283
1999-04-01,10.696716
1999-05-01,10.397837
1999-06-01,10.121592
1999-07-01,7.360719
1999-08-01,5.8063564
1999-09-01,6.4247437
1999-10-01,7.0455594
1999-11-01,8.666597
1999-12-01,7.560462
2000-01-01,7.9998
2000-02-01,8.817434
2000-03-01,9.559639
2000-04-01,9.629279
2000-05-01,9.911351
2000-06-01,10.528914
2000-07-01,8.391961
2000-08-01,7.329963
2000-09-01,7.75335
2000-10-01,7.822376
2000-11-01,8.2419815
2000-12-01,7.6519475
2001-01-01,7.540017
2001-02-01,8.353755
2001-03-01,9.459279
2001-04-01,10.785259
2001-05-01,10.385193
2001-06-01,9.664066
2001-07-01,7.5518565
2001-08-01,6.4746065
2001-09-01,7.473588
2001-10-01,7.859029
2001-11-01,8.316345
2001-12-01,7.753305
2002-01-01,8.136392
2002-02-01,8.623697
2002-03-01,9.625048
2002-04-01,10.953606
2002-05-01,10.43684
2002-06-01,10.339156
2002-07-01,9.295896
2002-08-01,7.0138574
2002-09-01,7.313367
2002-10-01,8.068703
2002-11-01,8.701981
2002-12-01,7.994458
2003-01-01,7.449545
2003-02-01,8.8884535
2003-03-01,10.271594
2003-04-01,10.531839
2003-05-01,10.609642
2003-06-01,9.802326
2003-07-01,7.0275664
2003-08-01,5.818911
2003-09-01,7.218741
2003-10-01,8.171156
2003-11-01,8.504033
2003-12-01,7.6627135
2004-01-01,7.8775434
2004-02-01,8.5022745
2004-03-01,9.954691
2004-04-01,10.081962
2004-05-01,10.65138
2004-06-01,9.502128
2004-07-01,9.133056
2004-08-01,7.6783
2004-09-01,8.003395
2004-10-01,8.14765
2004-11-01,8.571789
2004-12-01,7.746674
2005-01-01,7.846296
2005-02-01,9.001076
2005-03-01,10.070234
2005-04-01,10.81194
2005-05-01,9.885118
2005-06-01,9.629458
2005-07-01,7.068217
2005-08-01,6.895289
2005-09-01,7.2597785
2005-10-01,7.843211
2005-11-01,8.715965
2005-12-01,7.8767986
2006-01-01,8.035883
2006-02-01,8.79541
2006-03-01,9.98789
2006-04-01,10.4369335
2006-05-01,9.784229
2006-06-01,10.136425
2006-07-01,8.105614
2006-08-01,6.5634623
2006-09-01,6.5461435
2006-10-01,7.9098268
2006-11-01,8.851036
2006-12-01,7.7175274
2007-01-01,7.3748603
2007-02-01,8.334539
2007-03-01,10.061048
2007-04-01,10.375679
2007-05-01,10.649226
2007-06-01,9.603702
2007-07-01,5.559057
2007-08-01,5.8881044
2007-09-01,7.558845
2007-10-01,7.8747272
2007-11-01,8.318811
2007-12-01,7.683799
2008-01-01,8.20934
2008-02-01,8.550726
2008-03-01,10.035336
2008-04-01,9.537187
2008-05-01,9.994909
2008-06-01,10.270834
2008-07-01,8.919418
2008-08-01,7.336646
2008-09-01,6.8475304
2008-10-01,8.190415
2008-11-01,8.414325
2008-12-01,7.7584014
2009-01-01,7.475585
2009-02-01,9.08672
2009-03-01,10.340579
2009-04-01,10.835767
2009-05-01,10.990799
2009-06-01,10.521211
2009-07-01,8.592799
2009-08-01,7.7484026
2009-09-01,8.227102
2009-10-01,8.326247
2009-11-01,9.188116
2009-12-01,7.572137
2010-01-01,7.862106
2010-02-01,8.987866
2010-03-01,10.428161
2010-04-01,10.295033
2010-05-01,9.906806
2010-06-01,10.3752985
2010-07-01,7.432997
2010-08-01,6.6106095
2010-09-01,7.082857
2010-10-01,7.7976284
2010-11-01,8.574687
2010-12-01,8.13815
2011-01-01,7.783912
2011-02-01,8.914918
2011-03-01,9.871282
2011-04-01,10.625772
2011-05-01,9.849906
2011-06-01,10.3705225
2011-07-01,9.418376
2011-08-01,7.4678807
2011-09-01,7.6342897
2011-10-01,8.118711
2011-11-01,8.963305
2011-12-01,7.3724837
2012-01-01,8.050598
2012-02-01,9.084485
2012-03-01,10.058366
2012-04-01,10.23151
2012-05-01,10.345608
2012-06-01,9.923399
2012-07-01,7.7070074
2012-08-01,6.4469576
2012-09-01,8.164644
2012-10-01,8.032359
2012-11-01,8.192643
2012-12-01,7.895969
2013-01-01,8.021556
2013-02-01,8.938603
2013-03-01,9.826004
2013-04-01,11.005104
2013-05-01,10.649964
2013-06-01,9.859972
2013-07-01,9.914413
2013-08-01,5.6149287
2013-09-01,7.784605
2013-10-01,8.35827
2013-11-01,8.76753
2013-12-01,7.872216
2014-01-01,7.677652
2014-02-01,8.468986
2014-03-01,10.127187
2014-04-01,10.0596285
2014-05-01,9.762183
2014-06-01,9.97705
2014-07-01,7.8986063
2014-08-01,6.34706
2014-09-01,7.4176936
2014-10-01,7.1108117
2014-11-01,9.066924
2014-12-01,7.65571
2015-01-01,7.91084
2015-02-01,9.022385
2015-03-01,10.075651
2015-04-01,11.271656
2015-05-01,10.465149
2015-06-01,10.016993
2015-07-01,9.823747
2015-08-01,8.364744
2015-09-01,8.52897
2015-10-01,8.573458
2015-11-01,9.201828
2015-12-01,8.36251
2016-01-01,7.89696
2016-02-01,8.404069
2016-03-01,10.336809
2016-04-01,10.495272
2016-05-01,9.826631
2016-06-01,10.243449
2016-07-01,7.2020144
2016-08-01,6.99918
2016-09-01,8.822262
2016-10-01,8.565344
2016-11-01,8.971185
2016-12-01,7.8595505
2017-01-01,8.108399
2017-02-01,8.866921
2017-03-01,10.189332
2017-04-01,10.952107
2017-05-01,9.256027
2017-06-01,10.411605
2017-07-01,9.181246
2017-08-01,8.32519
2017-09-01,8.585021
2017-10-01,8.713841
2017-11-01,9.167708
2017-12-01,8.069597
2018-01-01,8.128375
2018-02-01,8.867584
2018-03-01,9.777248
2018-04-01,10.792468
2018-05-01,10.324478
2018-06-01,9.865828
2018-07-01,8.2624035
2018-08-01,6.37158
2018-09-01,7.33643
2018-10-01,8.253813
2018-11-01,8.872956
2018-12-01,8.033752
2019-01-01,8.077092
2019-02-01,9.385385
2019-03-01,10.448389
2019-04-01,10.66792
2019-05-01,10.060385
2019-06-01,8.710727
2019-07-01,9.221069
2019-08-01,5.7881923
2019-09-01,7.8862386
2019-10-01,6.6300707
2019-11-01,8.417681
2019-12-01,7.7446327
2020-01-01,8.1905575
2020-02-01,8.925692
2020-03-01,10.186493
2020-04-01,10.777734
2020-05-01,10.032951
2020-06-01,10.592922
2020-07-01,9.638436
2020-08-01,5.994707
2020-09-01,8.193522
2020-10-01,8.203059
2020-11-01,9.001032
2020-12-01,7.936075
2021-01-01,7.8451486
2021-02-01,9.118975
2021-03-01,10.010428
2021-04-01,10.81644
2021-05-01,9.946242
2021-06-01,10.324329
2021-07-01,8.723996
2021-08-01,8.337744
2021-09-01,8.778013
2021-10-01,9.08621
2021-11-01,9.07784
2021-12-01,8.26171
2022-01-01,8.328281
2022-02-01,9.138242
2022-03-01,9.912356
2022-04-01,10.6016245
2022-05-01,10.636382
2022-06-01,10.679528
2022-07-01,8.7212105
2022-08-01,6.5535383
2022-09-01,4.691519
2022-10-01,4.7563834
2022-11-01,4.965231
2022-12-01,7.4183006
2023-01-01,7.5518622
2023-02-01,8.392929
2023-03-01,9.681981
2023-04-01,10.136727
2023-05-01,9.650116
2023-06-01,5.760312
2023-07-01,6.239504
2023-08-01,5.1759443
2023-09-01,5.309314
2023-10-01,4.7412252
2023-11-01,8.091968
2023-12-01,7.4183006
2024-01-01,7.5518622
2024-02-01,8.392929
2024-03-01,9.978726
2024-04-01,10.814182
2024-05-01,10.728255
2024-06-01,11.250183
2024-07-01,9.216949
2024-08-01,4.987441
2024-09-01,7.813819
2024-10-01,8.175988
2024-11-01,9.046011
2024-12-01,7.911697
2025-01-01,7.9443974
2025-02-01,8.730896
2025-03-01,9.915076
2025-04-01,10.641403
2025-05-01,11.1446085
2025-06-01,10.683998
2025-07-01,9.340778
2025-08-01,7.0824995
2025-09-01,8.199096
2025-10-01,8.104369
2025-11-01,8.950919
2025-12-01,8.091703
2026-01-01,7.747583
2026-02-01,8.758805
2026-03-01,9.746544
