date,evaporation_m3
1951-11-29,69904.713891
1951-11-30,69904.713891
1951-12-01,113511.536150
1951-12-02,113511.536150
1951-12-03,113511.536150
1951-12-04,113511.536150
1951-12-05,113511.536150
1951-12-06,113511.536150
1951-12-07,113511.536150
1951-12-08,113511.536150
1951-12-09,113511.536150
1951-12-10,113511.536150
1951-12-11,113511.536150
1951-12-12,113511.536150
1951-12-13,113511.536150
1951-12-14,113511.536150
1951-12-15,113511.536150
1951-12-16,113511.536150
1951-12-17,113511.536150
1951-12-18,113511.536150
1951-12-19,113511.536150
1951-12-20,113511.536150
1951-12-21,113511.536150
1951-12-22,113511.536150
1951-12-23,113511.536150
1951-12-24,113511.536150
1951-12-25,113511.536150
1951-12-26,113511.536150
1951-12-27,113511.536150
1951-12-28,113511.536150
1951-12-29,113511.536150
1951-12-30,113511.536150
1951-12-31,113511.536150
1952-01-01,137888.498965
1952-01-02,137888.498965
1952-01-03,137888.498965
1952-01-04,137888.498965
1952-01-05,137888.498965
1952-01-06,137888.498965
1952-01-07,137888.498965
1952-01-08,137888.498965
1952-01-09,137888.498965
1952-01-10,137888.498965
1952-01-11,137888.498965
1952-01-12,137888.498965
1952-01-13,137888.498965
1952-01-14,137888.498965
1952-01-15,137888.498965
1952-01-16,137888.498965
1952-01-17,137888.498965
1952-01-18,137888.498965
1952-01-19,137888.498965
1952-01-20,137888.498965
1952-01-21,137888.498965
1952-01-22,137888.498965
1952-01-23,137888.498965
1952-01-24,137888.498965
1952-01-25,137888.498965
1952-01-26,137888.498965
1952-01-27,137888.498965
1952-01-28,137888.498965
1952-01-29,137888.498965
1952-01-30,137888.498965
1952-01-31,137888.498965
1952-02-01,159909.765654
1952-02-02,159909.765654
1952-02-03,159909.765654
1952-02-04,159909.765654
1952-02-05,159909.765654
1952-02-06,159909.765654
1952-02-07,159909.765654
1952-02-08,159909.765654
1952-02-09,159909.765654
1952-02-10,159909.765654
1952-02-11,159909.765654
1952-02-12,159909.765654
1952-02-13,159909.765654
1952-02-14,159909.765654
1952-02-15,159909.765654
1952-02-16,159909.765654
1952-02-17,159909.765654
1952-02-18,159909.765654
1952-02-19,159909.765654
1952-02-20,159909.765654
1952-02-21,159909.765654
1952-02-22,159909.765654
1952-02-23,159909.765654
1952-02-24,159909.765654
1952-02-25,159909.765654
1952-02-26,159909.765654
1952-02-27,159909.765654
1952-02-28,159909.765654
1952-02-29,159909.765654
1952-03-01,204024.481918
1952-03-02,204024.481918
1952-03-03,204024.481918
1952-03-04,204024.481918
1952-03-05,204024.481918
1952-03-06,204024.481918
1952-03-07,204024.481918
1952-03-08,204024.481918
1952-03-09,204024.481918
1952-03-10,204024.481918
1952-03-11,204024.481918
1952-03-12,204024.481918
1952-03-13,204024.481918
1952-03-14,204024.481918
1952-03-15,204024.481918
1952-03-16,204024.481918
1952-03-17,204024.481918
1952-03-18,204024.481918
1952-03-19,204024.481918
1952-03-20,204024.481918
1952-03-21,204024.481918
1952-03-22,204024.481918
1952-03-23,204024.481918
