period_index,start_day,end_day_exclusive,duration_days,total_inflow,total_evaporation,total_drink_water_met,total_unmet_drink_water,total_food_water_demand,total_food_water_met,total_unmet_food_water,total_food_produced,total_production_release,total_generated_electricity_kwh,total_generated_electricity_mwh,total_spill,total_release_for_routing,total_downstream_release,total_routing_loss,total_energy_value
0,0,1,1,186.9,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
1,1,2,1,186.9,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
2,2,3,1,563.4,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
3,3,4,1,563.4,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
4,4,5,1,563.4,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
5,5,6,1,563.4,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
6,6,7,1,563.4,0,0,0,0,0,0,0,511.5,92.893492125,0.09289349212499999,0,511.5,376.5,135,57.582270687375
7,7,8,1,563.4,0,0,0,0,0,0,0,498.5,88.2721083125,0.0882721083125,15.199999999999932,513.6999999999999,363.5,150.19999999999993,54.28260264525
8,8,9,1,563.4,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,71.39999999999998,563.4,357,206.39999999999998,52.6327686241875
9,9,10,1,550.4,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,58.39999999999998,550.4,357,193.39999999999998,52.6327686241875
10,10,11,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
11,11,12,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
12,12,13,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
13,13,14,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
14,14,15,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
15,15,16,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
16,16,17,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
17,17,18,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
18,18,19,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
19,19,20,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
20,20,21,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
21,21,22,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
22,22,23,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
23,23,24,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
24,24,25,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
25,25,26,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
26,26,27,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
27,27,28,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
28,28,29,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
29,29,30,1,543.9,0,0,0,0,0,0,0,492,85.96141640625001,0.08596141640625,51.89999999999998,543.9,357,186.89999999999998,52.6327686241875
