date,evaporation_m3_day
1950-10-29,56226.676210
1950-10-30,56226.676210
1950-10-31,56226.676210
1950-11-01,78185.703605
1950-11-02,78185.703605
1950-11-03,78185.703605
1950-11-04,78185.703605
1950-11-05,78185.703605
1950-11-06,78185.703605
1950-11-07,78185.703605
1950-11-08,78185.703605
1950-11-09,78185.703605
1950-11-10,78185.703605
1950-11-11,78185.703605
1950-11-12,78185.703605
1950-11-13,78185.703605
1950-11-14,78185.703605
1950-11-15,78185.703605
1950-11-16,78185.703605
1950-11-17,78185.703605
1950-11-18,78185.703605
1950-11-19,78185.703605
1950-11-20,78185.703605
1950-11-21,78185.703605
1950-11-22,78185.703605
1950-11-23,78185.703605
1950-11-24,78185.703605
1950-11-25,78185.703605
1950-11-26,78185.703605
1950-11-27,78185.703605
1950-11-28,78185.703605
1950-11-29,78185.703605
1950-11-30,78185.703605
1950-12-01,124532.621234
1950-12-02,124532.621234
1950-12-03,124532.621234
1950-12-04,124532.621234
1950-12-05,124532.621234
1950-12-06,124532.621234
1950-12-07,124532.621234
1950-12-08,124532.621234
1950-12-09,124532.621234
1950-12-10,124532.621234
1950-12-11,124532.621234
1950-12-12,124532.621234
1950-12-13,124532.621234
1950-12-14,124532.621234
1950-12-15,124532.621234
1950-12-16,124532.621234
1950-12-17,124532.621234
1950-12-18,124532.621234
1950-12-19,124532.621234
1950-12-20,124532.621234
1950-12-21,124532.621234
1950-12-22,124532.621234
1950-12-23,124532.621234
1950-12-24,124532.621234
1950-12-25,124532.621234
1950-12-26,124532.621234
1950-12-27,124532.621234
1950-12-28,124532.621234
1950-12-29,124532.621234
1950-12-30,124532.621234
1950-12-31,124532.621234
1951-01-01,159016.618085
1951-01-02,159016.618085
1951-01-03,159016.618085
1951-01-04,159016.618085
1951-01-05,159016.618085
1951-01-06,159016.618085
1951-01-07,159016.618085
1951-01-08,159016.618085
1951-01-09,159016.618085
1951-01-10,159016.618085
1951-01-11,159016.618085
1951-01-12,159016.618085
1951-01-13,159016.618085
1951-01-14,159016.618085
1951-01-15,159016.618085
1951-01-16,159016.618085
1951-01-17,159016.618085
1951-01-18,159016.618085
1951-01-19,159016.618085
1951-01-20,159016.618085
1951-01-21,159016.618085
1951-01-22,159016.618085
1951-01-23,159016.618085
1951-01-24,159016.618085
1951-01-25,159016.618085
1951-01-26,159016.618085
1951-01-27,159016.618085
1951-01-28,159016.618085
1951-01-29,159016.618085
1951-01-30,159016.618085
1951-01-31,159016.618085
1951-02-01,218059.062692
1951-02-02,218059.062692
1951-02-03,218059.062692
1951-02-04,218059.062692
1951-02-05,218059.062692
1951-02-06,218059.062692
1951-02-07,218059.062692
1951-02-08,218059.062692
1951-02-09,218059.062692
1951-02-10,218059.062692
1951-02-11,218059.062692
1951-02-12,218059.062692
1951-02-13,218059.062692
1951-02-14,218059.062692
1951-02-15,218059.062692
1951-02-16,218059.062692
1951-02-17,218059.062692
1951-02-18,218059.062692
1951-02-19,218059.062692
1951-02-20,218059.062692
1951-02-21,218059.062692
1951-02-22,218059.062692
1951-02-23,218059.062692
1951-02-24,218059.062692
1951-02-25,218059.062692
1951-02-26,218059.062692
1951-02-27,218059.062692
1951-02-28,218059.062692
1951-03-01,209790.942890
1951-03-02,209790.942890
1951-03-03,209790.942890
1951-03-04,209790.942890
1951-03-05,209790.942890
1951-03-06,209790.942890
1951-03-07,209790.942890
1951-03-08,209790.942890
1951-03-09,209790.942890
1951-03-10,209790.942890
1951-03-11,209790.942890
1951-03-12,209790.942890
1951-03-13,209790.942890
1951-03-14,209790.942890
1951-03-15,209790.942890
1951-03-16,209790.942890
1951-03-17,209790.942890
1951-03-18,209790.942890
1951-03-19,209790.942890
1951-03-20,209790.942890
1951-03-21,209790.942890
1951-03-22,209790.942890
1951-03-23,209790.942890
1951-03-24,209790.942890
1951-03-25,209790.942890
1951-03-26,209790.942890
1951-03-27,209790.942890
1951-03-28,209790.942890
1951-03-29,209790.942890
1951-03-30,209790.942890
1951-03-31,209790.942890
1951-04-01,231212.433428
1951-04-02,231212.433428
1951-04-03,231212.433428
1951-04-04,231212.433428
1951-04-05,231212.433428
1951-04-06,231212.433428
1951-04-07,231212.433428
1951-04-08,231212.433428
1951-04-09,231212.433428
1951-04-10,231212.433428
1951-04-11,231212.433428
1951-04-12,231212.433428
1951-04-13,231212.433428
1951-04-14,231212.433428
1951-04-15,231212.433428
1951-04-16,231212.433428
1951-04-17,231212.433428
1951-04-18,231212.433428
1951-04-19,231212.433428
1951-04-20,231212.433428
1951-04-21,231212.433428
1951-04-22,231212.433428
1951-04-23,231212.433428
1951-04-24,231212.433428
1951-04-25,231212.433428
1951-04-26,231212.433428
1951-04-27,231212.433428
1951-04-28,231212.433428
1951-04-29,231212.433428
1951-04-30,231212.433428
1951-05-01,95518.699457
1951-05-02,95518.699457
1951-05-03,95518.699457
1951-05-04,95518.699457
1951-05-05,95518.699457
1951-05-06,95518.699457
1951-05-07,95518.699457
1951-05-08,95518.699457
1951-05-09,95518.699457
1951-05-10,95518.699457
1951-05-11,95518.699457
1951-05-12,95518.699457
1951-05-13,95518.699457
1951-05-14,95518.699457
1951-05-15,95518.699457
1951-05-16,95518.699457
1951-05-17,95518.699457
1951-05-18,95518.699457
1951-05-19,95518.699457
1951-05-20,95518.699457
1951-05-21,95518.699457
1951-05-22,95518.699457
1951-05-23,95518.699457
1951-05-24,95518.699457
1951-05-25,95518.699457
1951-05-26,95518.699457
1951-05-27,95518.699457
1951-05-28,95518.699457
1951-05-29,95518.699457
1951-05-30,95518.699457
1951-05-31,95518.699457
1951-06-01,102363.443002
1951-06-02,102363.443002
1951-06-03,102363.443002
1951-06-04,102363.443002
1951-06-05,102363.443002
1951-06-06,102363.443002
1951-06-07,102363.443002
1951-06-08,102363.443002
1951-06-09,102363.443002
1951-06-10,102363.443002
1951-06-11,102363.443002
1951-06-12,102363.443002
1951-06-13,102363.443002
1951-06-14,102363.443002
1951-06-15,102363.443002
1951-06-16,102363.443002
1951-06-17,102363.443002
1951-06-18,102363.443002
1951-06-19,102363.443002
1951-06-20,102363.443002
1951-06-21,102363.443002
1951-06-22,102363.443002
1951-06-23,102363.443002
1951-06-24,102363.443002
1951-06-25,102363.443002
1951-06-26,102363.443002
1951-06-27,102363.443002
1951-06-28,102363.443002
1951-06-29,102363.443002
1951-06-30,102363.443002
1951-07-01,132605.187114
1951-07-02,132605.187114
1951-07-03,132605.187114
1951-07-04,132605.187114
1951-07-05,132605.187114
1951-07-06,132605.187114
1951-07-07,132605.187114
1951-07-08,132605.187114
1951-07-09,132605.187114
1951-07-10,132605.187114
1951-07-11,132605.187114
1951-07-12,132605.187114
1951-07-13,132605.187114
1951-07-14,132605.187114
1951-07-15,132605.187114
1951-07-16,132605.187114
1951-07-17,132605.187114
1951-07-18,132605.187114
1951-07-19,132605.187114
1951-07-20,132605.187114
1951-07-21,132605.187114
1951-07-22,132605.187114
1951-07-23,132605.187114
1951-07-24,132605.187114
1951-07-25,132605.187114
1951-07-26,132605.187114
1951-07-27,132605.187114
1951-07-28,132605.187114
1951-07-29,132605.187114
1951-07-30,132605.187114
1951-07-31,132605.187114
1951-08-01,150376.164745
1951-08-02,150376.164745
1951-08-03,150376.164745
1951-08-04,150376.164745
1951-08-05,150376.164745
1951-08-06,150376.164745
1951-08-07,150376.164745
1951-08-08,150376.164745
1951-08-09,150376.164745
1951-08-10,150376.164745
1951-08-11,150376.164745
1951-08-12,150376.164745
1951-08-13,150376.164745
1951-08-14,150376.164745
1951-08-15,150376.164745
1951-08-16,150376.164745
1951-08-17,150376.164745
1951-08-18,150376.164745
1951-08-19,150376.164745
1951-08-20,150376.164745
1951-08-21,150376.164745
1951-08-22,150376.164745
1951-08-23,150376.164745
1951-08-24,150376.164745
1951-08-25,150376.164745
1951-08-26,150376.164745
1951-08-27,150376.164745
1951-08-28,150376.164745
1951-08-29,150376.164745
1951-08-30,150376.164745
1951-08-31,150376.164745
1951-09-01,78288.111836
1951-09-02,78288.111836
1951-09-03,78288.111836
1951-09-04,78288.111836
1951-09-05,78288.111836
1951-09-06,78288.111836
1951-09-07,78288.111836
1951-09-08,78288.111836
1951-09-09,78288.111836
1951-09-10,78288.111836
1951-09-11,78288.111836
1951-09-12,78288.111836
1951-09-13,78288.111836
1951-09-14,78288.111836
1951-09-15,78288.111836
1951-09-16,78288.111836
1951-09-17,78288.111836
1951-09-18,78288.111836
1951-09-19,78288.111836
1951-09-20,78288.111836
1951-09-21,78288.111836
1951-09-22,78288.111836
1951-09-23,78288.111836
1951-09-24,78288.111836
1951-09-25,78288.111836
1951-09-26,78288.111836
1951-09-27,78288.111836
1951-09-28,78288.111836
1951-09-29,78288.111836
1951-09-30,78288.111836
1951-10-01,67365.608148
1951-10-02,67365.608148
1951-10-03,67365.608148
1951-10-04,67365.608148
1951-10-05,67365.608148
1951-10-06,67365.608148
1951-10-07,67365.608148
1951-10-08,67365.608148
1951-10-09,67365.608148
1951-10-10,67365.608148
1951-10-11,67365.608148
1951-10-12,67365.608148
1951-10-13,67365.608148
1951-10-14,67365.608148
1951-10-15,67365.608148
1951-10-16,67365.608148
1951-10-17,67365.608148
1951-10-18,67365.608148
1951-10-19,67365.608148
1951-10-20,67365.608148
1951-10-21,67365.608148
1951-10-22,67365.608148
1951-10-23,67365.608148
1951-10-24,67365.608148
1951-10-25,67365.608148
1951-10-26,67365.608148
1951-10-27,67365.608148
1951-10-28,67365.608148
1951-10-29,67365.608148
1951-10-30,67365.608148
1951-10-31,67365.608148
1951-11-01,86870.035157
1951-11-02,86870.035157
1951-11-03,86870.035157
1951-11-04,86870.035157
1951-11-05,86870.035157
1951-11-06,86870.035157
1951-11-07,86870.035157
1951-11-08,86870.035157
1951-11-09,86870.035157
1951-11-10,86870.035157
1951-11-11,86870.035157
1951-11-12,86870.035157
1951-11-13,86870.035157
1951-11-14,86870.035157
1951-11-15,86870.035157
1951-11-16,86870.035157
1951-11-17,86870.035157
1951-11-18,86870.035157
1951-11-19,86870.035157
1951-11-20,86870.035157
1951-11-21,86870.035157
1951-11-22,86870.035157
1951-11-23,86870.035157
1951-11-24,86870.035157
1951-11-25,86870.035157
1951-11-26,86870.035157
1951-11-27,86870.035157
1951-11-28,86870.035157
1951-11-29,86870.035157
1951-11-30,86870.035157
1951-12-01,143004.623392
1951-12-02,143004.623392
1951-12-03,143004.623392
1951-12-04,143004.623392
1951-12-05,143004.623392
1951-12-06,143004.623392
1951-12-07,143004.623392
1951-12-08,143004.623392
1951-12-09,143004.623392
1951-12-10,143004.623392
1951-12-11,143004.623392
1951-12-12,143004.623392
1951-12-13,143004.623392
1951-12-14,143004.623392
1951-12-15,143004.623392
1951-12-16,143004.623392
1951-12-17,143004.623392
1951-12-18,143004.623392
1951-12-19,143004.623392
1951-12-20,143004.623392
1951-12-21,143004.623392
1951-12-22,143004.623392
1951-12-23,143004.623392
1951-12-24,143004.623392
1951-12-25,143004.623392
1951-12-26,143004.623392
1951-12-27,143004.623392
1951-12-28,143004.623392
1951-12-29,143004.623392
1951-12-30,143004.623392
1951-12-31,143004.623392
1952-01-01,157817.194779
1952-01-02,157817.194779
1952-01-03,157817.194779
1952-01-04,157817.194779
1952-01-05,157817.194779
1952-01-06,157817.194779
1952-01-07,157817.194779
1952-01-08,157817.194779
1952-01-09,157817.194779
1952-01-10,157817.194779
1952-01-11,157817.194779
1952-01-12,157817.194779
1952-01-13,157817.194779
1952-01-14,157817.194779
1952-01-15,157817.194779
1952-01-16,157817.194779
1952-01-17,157817.194779
1952-01-18,157817.194779
1952-01-19,157817.194779
1952-01-20,157817.194779
1952-01-21,157817.194779
1952-01-22,157817.194779
1952-01-23,157817.194779
1952-01-24,157817.194779
1952-01-25,157817.194779
1952-01-26,157817.194779
1952-01-27,157817.194779
1952-01-28,157817.194779
1952-01-29,157817.194779
1952-01-30,157817.194779
1952-01-31,157817.194779
1952-02-01,205645.312009
1952-02-02,205645.312009
1952-02-03,205645.312009
1952-02-04,205645.312009
1952-02-05,205645.312009
1952-02-06,205645.312009
1952-02-07,205645.312009
1952-02-08,205645.312009
1952-02-09,205645.312009
1952-02-10,205645.312009
1952-02-11,205645.312009
1952-02-12,205645.312009
1952-02-13,205645.312009
1952-02-14,205645.312009
1952-02-15,205645.312009
1952-02-16,205645.312009
1952-02-17,205645.312009
1952-02-18,205645.312009
1952-02-19,205645.312009
1952-02-20,205645.312009
1952-02-21,205645.312009
1952-02-22,205645.312009
1952-02-23,205645.312009
1952-02-24,205645.312009
1952-02-25,205645.312009
1952-02-26,205645.312009
1952-02-27,205645.312009
1952-02-28,205645.312009
1952-02-29,205645.312009
1952-03-01,226749.696078
1952-03-02,226749.696078
1952-03-03,226749.696078
1952-03-04,226749.696078
1952-03-05,226749.696078
1952-03-06,226749.696078
1952-03-07,226749.696078
1952-03-08,226749.696078
1952-03-09,226749.696078
1952-03-10,226749.696078
1952-03-11,226749.696078
1952-03-12,226749.696078
1952-03-13,226749.696078
1952-03-14,226749.696078
1952-03-15,226749.696078
1952-03-16,226749.696078
1952-03-17,226749.696078
1952-03-18,226749.696078
1952-03-19,226749.696078
1952-03-20,226749.696078
1952-03-21,226749.696078
1952-03-22,226749.696078
1952-03-23,226749.696078
1952-03-24,226749.696078
1952-03-25,226749.696078
1952-03-26,226749.696078
1952-03-27,226749.696078
1952-03-28,226749.696078
1952-03-29,226749.696078
1952-03-30,226749.696078
1952-03-31,226749.696078
1952-04-01,155410.328880
1952-04-02,155410.328880
1952-04-03,155410.328880
1952-04-04,155410.328880
1952-04-05,155410.328880
1952-04-06,155410.328880
1952-04-07,155410.328880
1952-04-08,155410.328880
1952-04-09,155410.328880
1952-04-10,155410.328880
1952-04-11,155410.328880
1952-04-12,155410.328880
1952-04-13,155410.328880
1952-04-14,155410.328880
1952-04-15,155410.328880
1952-04-16,155410.328880
1952-04-17,155410.328880
1952-04-18,155410.328880
1952-04-19,155410.328880
1952-04-20,155410.328880
1952-04-21,155410.328880
1952-04-22,155410.328880
1952-04-23,155410.328880
1952-04-24,155410.328880
1952-04-25,155410.328880
1952-04-26,155410.328880
1952-04-27,155410.328880
1952-04-28,155410.328880
1952-04-29,155410.328880
1952-04-30,155410.328880
1952-05-01,106435.533493
1952-05-02,106435.533493
1952-05-03,106435.533493
1952-05-04,106435.533493
1952-05-05,106435.533493
1952-05-06,106435.533493
1952-05-07,106435.533493
1952-05-08,106435.533493
1952-05-09,106435.533493
1952-05-10,106435.533493
1952-05-11,106435.533493
1952-05-12,106435.533493
1952-05-13,106435.533493
1952-05-14,106435.533493
1952-05-15,106435.533493
1952-05-16,106435.533493
1952-05-17,106435.533493
1952-05-18,106435.533493
1952-05-19,106435.533493
1952-05-20,106435.533493
1952-05-21,106435.533493
1952-05-22,106435.533493
1952-05-23,106435.533493
1952-05-24,106435.533493
1952-05-25,106435.533493
1952-05-26,106435.533493
1952-05-27,106435.533493
1952-05-28,106435.533493
1952-05-29,106435.533493
1952-05-30,106435.533493
1952-05-31,106435.533493
1952-06-01,88221.253827
1952-06-02,88221.253827
1952-06-03,88221.253827
1952-06-04,88221.253827
1952-06-05,88221.253827
1952-06-06,88221.253827
1952-06-07,88221.253827
1952-06-08,88221.253827
1952-06-09,88221.253827
1952-06-10,88221.253827
1952-06-11,88221.253827
1952-06-12,88221.253827
1952-06-13,88221.253827
1952-06-14,88221.253827
1952-06-15,88221.253827
1952-06-16,88221.253827
1952-06-17,88221.253827
1952-06-18,88221.253827
1952-06-19,88221.253827
1952-06-20,88221.253827
1952-06-21,88221.253827
1952-06-22,88221.253827
1952-06-23,88221.253827
1952-06-24,88221.253827
1952-06-25,88221.253827
1952-06-26,88221.253827
1952-06-27,88221.253827
1952-06-28,88221.253827
1952-06-29,88221.253827
1952-06-30,88221.253827
1952-07-01,99936.728516
1952-07-02,99936.728516
1952-07-03,99936.728516
1952-07-04,99936.728516
1952-07-05,99936.728516
1952-07-06,99936.728516
1952-07-07,99936.728516
1952-07-08,99936.728516
1952-07-09,99936.728516
1952-07-10,99936.728516
1952-07-11,99936.728516
1952-07-12,99936.728516
1952-07-13,99936.728516
1952-07-14,99936.728516
1952-07-15,99936.728516
1952-07-16,99936.728516
1952-07-17,99936.728516
1952-07-18,99936.728516
1952-07-19,99936.728516
1952-07-20,99936.728516
1952-07-21,99936.728516
1952-07-22,99936.728516
1952-07-23,99936.728516
1952-07-24,99936.728516
1952-07-25,99936.728516
1952-07-26,99936.728516
1952-07-27,99936.728516
1952-07-28,99936.728516
1952-07-29,99936.728516
1952-07-30,99936.728516
1952-07-31,99936.728516
1952-08-01,83458.204303
1952-08-02,83458.204303
1952-08-03,83458.204303
1952-08-04,83458.204303
1952-08-05,83458.204303
1952-08-06,83458.204303
1952-08-07,83458.204303
1952-08-08,83458.204303
1952-08-09,83458.204303
1952-08-10,83458.204303
1952-08-11,83458.204303
1952-08-12,83458.204303
1952-08-13,83458.204303
1952-08-14,83458.204303
1952-08-15,83458.204303
1952-08-16,83458.204303
1952-08-17,83458.204303
1952-08-18,83458.204303
1952-08-19,83458.204303
1952-08-20,83458.204303
1952-08-21,83458.204303
1952-08-22,83458.204303
1952-08-23,83458.204303
1952-08-24,83458.204303
1952-08-25,83458.204303
1952-08-26,83458.204303
1952-08-27,83458.204303
1952-08-28,83458.204303
1952-08-29,83458.204303
1952-08-30,83458.204303
1952-08-31,83458.204303
1952-09-01,64804.898575
1952-09-02,64804.898575
1952-09-03,64804.898575
1952-09-04,64804.898575
1952-09-05,64804.898575
1952-09-06,64804.898575
1952-09-07,64804.898575
1952-09-08,64804.898575
1952-09-09,64804.898575
1952-09-10,64804.898575
1952-09-11,64804.898575
1952-09-12,64804.898575
1952-09-13,64804.898575
1952-09-14,64804.898575
1952-09-15,64804.898575
1952-09-16,64804.898575
1952-09-17,64804.898575
1952-09-18,64804.898575
1952-09-19,64804.898575
1952-09-20,64804.898575
1952-09-21,64804.898575
1952-09-22,64804.898575
1952-09-23,64804.898575
1952-09-24,64804.898575
1952-09-25,64804.898575
1952-09-26,64804.898575
1952-09-27,64804.898575
1952-09-28,64804.898575
1952-09-29,64804.898575
1952-09-30,64804.898575
1952-10-01,60926.805881
1952-10-02,60926.805881
1952-10-03,60926.805881
1952-10-04,60926.805881
1952-10-05,60926.805881
1952-10-06,60926.805881
1952-10-07,60926.805881
1952-10-08,60926.805881
1952-10-09,60926.805881
1952-10-10,60926.805881
1952-10-11,60926.805881
1952-10-12,60926.805881
1952-10-13,60926.805881
1952-10-14,60926.805881
1952-10-15,60926.805881
1952-10-16,60926.805881
1952-10-17,60926.805881
1952-10-18,60926.805881
1952-10-19,60926.805881
1952-10-20,60926.805881
1952-10-21,60926.805881
1952-10-22,60926.805881
1952-10-23,60926.805881
1952-10-24,60926.805881
1952-10-25,60926.805881
1952-10-26,60926.805881
1952-10-27,60926.805881
1952-10-28,60926.805881
1952-10-29,60926.805881
1952-10-30,60926.805881
1952-10-31,60926.805881
1952-11-01,120912.995189
1952-11-02,120912.995189
1952-11-03,120912.995189
1952-11-04,120912.995189
1952-11-05,120912.995189
1952-11-06,120912.995189
1952-11-07,120912.995189
1952-11-08,120912.995189
1952-11-09,120912.995189
1952-11-10,120912.995189
1952-11-11,120912.995189
1952-11-12,120912.995189
1952-11-13,120912.995189
1952-11-14,120912.995189
1952-11-15,120912.995189
1952-11-16,120912.995189
1952-11-17,120912.995189
1952-11-18,120912.995189
1952-11-19,120912.995189
1952-11-20,120912.995189
1952-11-21,120912.995189
1952-11-22,120912.995189
1952-11-23,120912.995189
1952-11-24,120912.995189
1952-11-25,120912.995189
1952-11-26,120912.995189
1952-11-27,120912.995189
1952-11-28,120912.995189
1952-11-29,120912.995189
1952-11-30,120912.995189
1952-12-01,159586.443295
1952-12-02,159586.443295
1952-12-03,159586.443295
1952-12-04,159586.443295
1952-12-05,159586.443295
1952-12-06,159586.443295
1952-12-07,159586.443295
1952-12-08,159586.443295
1952-12-09,159586.443295
1952-12-10,159586.443295
