,et0_mm_day
1950-01-01,4.3905525
1950-02-01,5.404018
1950-03-01,6.954454
1950-04-01,8.58172
1950-05-01,10.943182
1950-06-01,11.774503
1950-07-01,10.327302
1950-08-01,11.065684
1950-09-01,10.660179
1950-10-01,7.9869404
1950-11-01,6.0671864
1950-12-01,4.4757724
1951-01-01,4.6933813
1951-02-01,5.9611425
1951-03-01,7.5558796
1951-04-01,9.067602
1951-05-01,10.200479
1951-06-01,11.72977
1951-07-01,12.461998
1951-08-01,11.408955
1951-09-01,10.868043
1951-10-01,8.383565
1951-11-01,5.8548303
1951-12-01,3.8943887
1952-01-01,4.731186
1952-02-01,5.5477915
1952-03-01,7.376507
1952-04-01,9.126682
1952-05-01,10.984823
1952-06-01,12.0041
1952-07-01,11.416406
1952-08-01,10.8338375
1952-09-01,10.462403
1952-10-01,7.5002537
1952-11-01,6.1058702
1952-12-01,4.436858
1953-01-01,4.437469
1953-02-01,5.6420417
1953-03-01,7.594906
1953-04-01,9.141728
1953-05-01,10.211565
1953-06-01,11.763215
1953-07-01,11.110648
1953-08-01,10.542438
1953-09-01,10.056726
1953-10-01,8.362457
1953-11-01,5.691752
1953-12-01,3.99822
1954-01-01,4.504159
1954-02-01,5.526431
1954-03-01,7.282406
1954-04-01,9.357669
1954-05-01,9.950012
1954-06-01,11.591814
1954-07-01,11.248946
1954-08-01,10.963276
1954-09-01,9.953998
1954-10-01,7.4346514
1954-11-01,5.6352468
1954-12-01,4.0941014
1955-01-01,4.2109566
1955-02-01,5.956382
1955-03-01,7.456772
1955-04-01,9.369843
1955-05-01,11.196911
1955-06-01,11.817
1955-07-01,11.428423
1955-08-01,11.202678
1955-09-01,10.024592
1955-10-01,7.6186023
1955-11-01,5.5153294
1955-12-01,3.7453473
1956-01-01,4.2491107
1956-02-01,5.376592
1956-03-01,7.5362325
1956-04-01,9.266898
1956-05-01,11.33097
1956-06-01,12.339346
1956-07-01,10.878742
1956-08-01,11.187784
1956-09-01,9.567306
1956-10-01,7.705372
1956-11-01,5.3334312
1956-12-01,4.201606
1957-01-01,4.155062
1957-02-01,5.615197
1957-03-01,7.123999
1957-04-01,8.814673
1957-05-01,10.63905
1957-06-01,11.442102
1957-07-01,11.342265
1957-08-01,11.533954
1957-09-01,10.52048
1957-10-01,7.8255014
1957-11-01,5.707897
1957-12-01,4.5456886
1958-01-01,4.4029055
1958-02-01,5.235463
1958-03-01,7.794678
1958-04-01,10.111235
1958-05-01,11.814788
1958-06-01,11.493996
1958-07-01,11.846259
1958-08-01,11.272855
1958-09-01,9.750865
1958-10-01,7.691622
1958-11-01,5.511731
1958-12-01,4.4713764
1959-01-01,4.2312965
1959-02-01,5.3731947
1959-03-01,7.2546825
1959-04-01,9.910844
1959-05-01,11.061713
1959-06-01,12.647301
1959-07-01,12.363836
1959-08-01,12.182333
1959-09-01,10.681168
1959-10-01,8.352973
1959-11-01,5.926773
1959-12-01,4.4273434
1960-01-01,4.213937
1960-02-01,5.8473644
1960-03-01,6.8923755
1960-04-01,9.841778
1960-05-01,11.027895
1960-06-01,12.895897
1960-07-01,12.465104
1960-08-01,11.226557
1960-09-01,10.365189
1960-10-01,7.6582804
