,et0_mm_day
1950-01-01,5.7868586
1950-02-01,7.2560983
1950-03-01,9.792641
1950-04-01,13.21426
1950-05-01,13.490006
1950-06-01,14.689424
1950-07-01,14.617697
1950-08-01,13.094478
1950-09-01,11.035636
1950-10-01,9.46974
1950-11-01,6.66745
1950-12-01,6.759614
1951-01-01,7.823266
1951-02-01,7.6777263
1951-03-01,10.269821
1951-04-01,12.594402
1951-05-01,14.983259
1951-06-01,14.744081
1951-07-01,14.1782465
1951-08-01,12.974397
1951-09-01,11.462547
1951-10-01,9.521932
1951-11-01,7.1932
1951-12-01,5.4418445
1952-01-01,5.68749
1952-02-01,7.364236
1952-03-01,10.528602
1952-04-01,13.316174
1952-05-01,14.426581
1952-06-01,14.6570425
1952-07-01,13.901308
1952-08-01,12.916662
1952-09-01,11.021793
1952-10-01,8.889906
1952-11-01,7.4190125
1952-12-01,6.2260256
1953-01-01,7.744879
1953-02-01,8.239135
1953-03-01,9.7364855
1953-04-01,11.795692
1953-05-01,14.737792
1953-06-01,15.007265
1953-07-01,14.84371
1953-08-01,13.090044
1953-09-01,11.149406
1953-10-01,8.974656
1953-11-01,6.699003
1953-12-01,5.083293
1954-01-01,7.612757
1954-02-01,8.726694
1954-03-01,9.436496
1954-04-01,12.034267
1954-05-01,15.030824
1954-06-01,15.139468
1954-07-01,14.847576
1954-08-01,13.981253
1954-09-01,11.327744
1954-10-01,9.438806
1954-11-01,6.259844
1954-12-01,5.165614
1955-01-01,5.4188
1955-02-01,8.847684
1955-03-01,10.755449
1955-04-01,12.589484
1955-05-01,14.029138
1955-06-01,15.982017
1955-07-01,15.281245
1955-08-01,13.3489
1955-09-01,12.035556
1955-10-01,9.25212
1955-11-01,6.6967607
1955-12-01,5.8220997
1956-01-01,5.774535
1956-02-01,7.278596
1956-03-01,9.299539
1956-04-01,13.347283
1956-05-01,14.22885
1956-06-01,16.168184
1956-07-01,15.675217
1956-08-01,13.341024
1956-09-01,11.675179
1956-10-01,8.74542
1956-11-01,8.120768
1956-12-01,5.1810446
1957-01-01,6.3376503
1957-02-01,6.295346
1957-03-01,9.642109
1957-04-01,12.163937
1957-05-01,14.677771
1957-06-01,14.683597
1957-07-01,14.009886
1957-08-01,13.02144
1957-09-01,10.830276
1957-10-01,8.4557905
1957-11-01,6.936766
1957-12-01,6.553568
1958-01-01,6.727755
1958-02-01,7.000491
1958-03-01,9.399685
1958-04-01,11.918861
1958-05-01,12.706809
1958-06-01,14.091685
1958-07-01,12.924292
1958-08-01,11.56529
1958-09-01,10.245763
1958-10-01,8.987419
1958-11-01,7.235013
1958-12-01,5.821571
1959-01-01,6.3432083
1959-02-01,6.717026
1959-03-01,8.379489
1959-04-01,11.148177
1959-05-01,13.383985
1959-06-01,13.917387
1959-07-01,14.310651
1959-08-01,12.840562
1959-09-01,11.300474
1959-10-01,8.572407
1959-11-01,7.477194
1959-12-01,6.64334
1960-01-01,5.815767
1960-02-01,6.427422
1960-03-01,9.427115
1960-04-01,12.508095
1960-05-01,13.675809
1960-06-01,14.847405
1960-07-01,13.942726
1960-08-01,12.812122
1960-09-01,11.104822
1960-10-01,9.421513
1960-11-01,6.0903654
1960-12-01,5.6020393
1961-01-01,5.4278893
1961-02-01,7.367477
1961-03-01,8.635923
1961-04-01,11.534825
1961-05-01,13.901941
1961-06-01,15.304364
1961-07-01,14.150895
1961-08-01,12.239679
1961-09-01,10.724917
1961-10-01,8.064173
1961-11-01,6.217167
1961-12-01,5.7915154
1962-01-01,5.4977984
1962-02-01,7.4772387
1962-03-01,9.292468
1962-04-01,10.891285
1962-05-01,12.584784
1962-06-01,13.957046
1962-07-01,12.709483
1962-08-01,11.573926
1962-09-01,10.1745205
1962-10-01,8.236788
1962-11-01,6.8213644
1962-12-01,6.5049157
1963-01-01,6.2374024
1963-02-01,6.8547873
1963-03-01,8.707821
1963-04-01,10.80852
1963-05-01,12.720794
1963-06-01,13.115585
1963-07-01,12.049243
1963-08-01,10.959715
1963-09-01,9.712763
1963-10-01,8.854493
1963-11-01,6.1627517
1963-12-01,5.8176146
1964-01-01,5.094886
1964-02-01,6.5875278
1964-03-01,9.008467
1964-04-01,10.555453
1964-05-01,12.085162
1964-06-01,13.643302
1964-07-01,12.690328
1964-08-01,11.093222
1964-09-01,10.206349
1964-10-01,9.091534
1964-11-01,6.9464297
1964-12-01,4.6220794
1965-01-01,4.917741
1965-02-01,7.490806
1965-03-01,9.609647
1965-04-01,12.470797
1965-05-01,14.241435
1965-06-01,15.399188
1965-07-01,14.028176
1965-08-01,12.112289
1965-09-01,10.838278
1965-10-01,8.238085
1965-11-01,6.3331127
1965-12-01,6.266765
1966-01-01,6.52384
1966-02-01,6.8374276
1966-03-01,9.703621
1966-04-01,12.697503
1966-05-01,13.544112
1966-06-01,15.0492935
1966-07-01,14.37103
1966-08-01,12.39536
1966-09-01,10.246463
1966-10-01,8.547537
1966-11-01,7.096782
1966-12-01,6.2479897
1967-01-01,5.7078004
1967-02-01,7.324882
1967-03-01,9.964257
1967-04-01,12.023195
1967-05-01,12.699425
1967-06-01,15.00491
1967-07-01,13.876647
1967-08-01,12.121394
1967-09-01,10.188468
1967-10-01,8.5299835
1967-11-01,5.8617887
1967-12-01,5.9686823
1968-01-01,6.827071
1968-02-01,7.6263027
1968-03-01,9.692997
1968-04-01,11.714779
1968-05-01,12.765423
1968-06-01,14.416307
1968-07-01,13.019554
1968-08-01,11.759907
1968-09-01,10.453239
1968-10-01,7.838182
1968-11-01,6.973125
1968-12-01,6.2710643
1969-01-01,6.314054
1969-02-01,8.046657
1969-03-01,10.491635
1969-04-01,11.178128
1969-05-01,12.610227
