date,price_eur_kwh
1960-01-25,0.021879
1960-01-26,0.021872
1960-01-27,0.021865
1960-01-28,0.021858
1960-01-29,0.021849
1960-01-30,0.021840
1960-01-31,0.021830
1960-02-01,0.021820
1960-02-02,0.021809
1960-02-03,0.021797
1960-02-04,0.021785
1960-02-05,0.021771
1960-02-06,0.021758
1960-02-07,0.021743
1960-02-08,0.021728
1960-02-09,0.021713
1960-02-10,0.021696
1960-02-11,0.021679
1960-02-12,0.021662
1960-02-13,0.021644
1960-02-14,0.021625
1960-02-15,0.021606
1960-02-16,0.021586
1960-02-17,0.021565
1960-02-18,0.021544
1960-02-19,0.021522
1960-02-20,0.021500
1960-02-21,0.021477
1960-02-22,0.021454
1960-02-23,0.021430
1960-02-24,0.021405
1960-02-25,0.021380
1960-02-26,0.021355
1960-02-27,0.021328
1960-02-28,0.021302
1960-02-29,0.021275
1960-03-01,0.021247
1960-03-02,0.021219
1960-03-03,0.021190
1960-03-04,0.021161
1960-03-05,0.021132
1960-03-06,0.021102
1960-03-07,0.021071
1960-03-08,0.021040
1960-03-09,0.021009
1960-03-10,0.020977
1960-03-11,0.020945
1960-03-12,0.020912
1960-03-13,0.020879
1960-03-14,0.020846
1960-03-15,0.020812
1960-03-16,0.020778
1960-03-17,0.020743
1960-03-18,0.020708
1960-03-19,0.020673
1960-03-20,0.020637
1960-03-21,0.020601
1960-03-22,0.020565
1960-03-23,0.020528
1960-03-24,0.020491
1960-03-25,0.020454
1960-03-26,0.020416
1960-03-27,0.020379
1960-03-28,0.020340
1960-03-29,0.020302
1960-03-30,0.020263
1960-03-31,0.020225
1960-04-01,0.020186
1960-04-02,0.020146
1960-04-03,0.020107
1960-04-04,0.020067
1960-04-05,0.020027
1960-04-06,0.019987
1960-04-07,0.019947
1960-04-08,0.019906
1960-04-09,0.019866
1960-04-10,0.019825
1960-04-11,0.019784
1960-04-12,0.019743
1960-04-13,0.019702
1960-04-14,0.019661
1960-04-15,0.019620
1960-04-16,0.019579
1960-04-17,0.019537
1960-04-18,0.019496
1960-04-19,0.019455
1960-04-20,0.019413
1960-04-21,0.019372
1960-04-22,0.019330
1960-04-23,0.019289
1960-04-24,0.019247
1960-04-25,0.019206
1960-04-26,0.019165
1960-04-27,0.019124
1960-04-28,0.019083
1960-04-29,0.019041
1960-04-30,0.019001
1960-05-01,0.018960
1960-05-02,0.018919
1960-05-03,0.018878
1960-05-04,0.018838
1960-05-05,0.018798
1960-05-06,0.018758
1960-05-07,0.018718
1960-05-08,0.018678
1960-05-09,0.018639
1960-05-10,0.018600
1960-05-11,0.018561
1960-05-12,0.018522
1960-05-13,0.018484
1960-05-14,0.018446
1960-05-15,0.018408
1960-05-16,0.018370
1960-05-17,0.018333
1960-05-18,0.018296
1960-05-19,0.018260
1960-05-20,0.018223
1960-05-21,0.018188
1960-05-22,0.018152
1960-05-23,0.018117
1960-05-24,0.018083
1960-05-25,0.018049
1960-05-26,0.018015
1960-05-27,0.017982
1960-05-28,0.017949
1960-05-29,0.017916
1960-05-30,0.017884
1960-05-31,0.017853
1960-06-01,0.017822
1960-06-02,0.017792
1960-06-03,0.017762
1960-06-04,0.017733
1960-06-05,0.017704
1960-06-06,0.017676
1960-06-07,0.017648
1960-06-08,0.017621
1960-06-09,0.017594
1960-06-10,0.017568
1960-06-11,0.017543
1960-06-12,0.017518
1960-06-13,0.017494
1960-06-14,0.017471
1960-06-15,0.017448
1960-06-16,0.017426
1960-06-17,0.017404
1960-06-18,0.017383
1960-06-19,0.017363
1960-06-20,0.017343
1960-06-21,0.017324
1960-06-22,0.017306
1960-06-23,0.017289
1960-06-24,0.017272
1960-06-25,0.017255
1960-06-26,0.017240
1960-06-27,0.017225
1960-06-28,0.017211
1960-06-29,0.017198
1960-06-30,0.017185
1960-07-01,0.017173
1960-07-02,0.017162
1960-07-03,0.017151
1960-07-04,0.017141
1960-07-05,0.017132
1960-07-06,0.017124
1960-07-07,0.017116
1960-07-08,0.017109
1960-07-09,0.017103
1960-07-10,0.017098
1960-07-11,0.017093
1960-07-12,0.017089
1960-07-13,0.017086
1960-07-14,0.017083
1960-07-15,0.017081
1960-07-16,0.017080
1960-07-17,0.017080
1960-07-18,0.017080
1960-07-19,0.017081
1960-07-20,0.017083
1960-07-21,0.017085
1960-07-22,0.017089
1960-07-23,0.017092
1960-07-24,0.017097
1960-07-25,0.017102
1960-07-26,0.017108
1960-07-27,0.017115
1960-07-28,0.017122
1960-07-29,0.017130
1960-07-30,0.017139
1960-07-31,0.017149
1960-08-01,0.017159
1960-08-02,0.017170
1960-08-03,0.017181
1960-08-04,0.017193
1960-08-05,0.017206
1960-08-06,0.017219
1960-08-07,0.017233
1960-08-08,0.017248
1960-08-09,0.017263
1960-08-10,0.017279
1960-08-11,0.017296
1960-08-12,0.017313
1960-08-13,0.017331
1960-08-14,0.017350
1960-08-15,0.017369
1960-08-16,0.017388
1960-08-17,0.017409
1960-08-18,0.017429
1960-08-19,0.017451
1960-08-20,0.017473
1960-08-21,0.017495
1960-08-22,0.017519
1960-08-23,0.017542
1960-08-24,0.017567
1960-08-25,0.017591
1960-08-26,0.017617
1960-08-27,0.017642
1960-08-28,0.017669
1960-08-29,0.017696
1960-08-30,0.017723
1960-08-31,0.017751
1960-09-01,0.017779
1960-09-02,0.017808
1960-09-03,0.017837
1960-09-04,0.017867
1960-09-05,0.017897
1960-09-06,0.017928
1960-09-07,0.017959
1960-09-08,0.017991
1960-09-09,0.018023
1960-09-10,0.018055
1960-09-11,0.018088
1960-09-12,0.018121
1960-09-13,0.018155
1960-09-14,0.018189
1960-09-15,0.018224
1960-09-16,0.018258
1960-09-17,0.018293
1960-09-18,0.018329
1960-09-19,0.018365
1960-09-20,0.018401
1960-09-21,0.018437
1960-09-22,0.018474
1960-09-23,0.018511
1960-09-24,0.018549
1960-09-25,0.018586
1960-09-26,0.018624
1960-09-27,0.018663
1960-09-28,0.018701
1960-09-29,0.018740
1960-09-30,0.018779
1960-10-01,0.018818
1960-10-02,0.018857
1960-10-03,0.018897
1960-10-04,0.018937
1960-10-05,0.018977
1960-10-06,0.019017
1960-10-07,0.019057
1960-10-08,0.019098
1960-10-09,0.019139
1960-10-10,0.019179
1960-10-11,0.019220
1960-10-12,0.019261
1960-10-13,0.019302
1960-10-14,0.019343
1960-10-15,0.019385
1960-10-16,0.019426
1960-10-17,0.019467
1960-10-18,0.019509
1960-10-19,0.019550
1960-10-20,0.019592
1960-10-21,0.019633
1960-10-22,0.019674
1960-10-23,0.019716
1960-10-24,0.019757
1960-10-25,0.019798
1960-10-26,0.019840
1960-10-27,0.019881
1960-10-28,0.019922
1960-10-29,0.019963
1960-10-30,0.020004
1960-10-31,0.020045
1960-11-01,0.020085
1960-11-02,0.020126
1960-11-03,0.020166
1960-11-04,0.020206
1960-11-05,0.020246
1960-11-06,0.020286
1960-11-07,0.020325
1960-11-08,0.020365
1960-11-09,0.020404
1960-11-10,0.020443
1960-11-11,0.020481
1960-11-12,0.020519
1960-11-13,0.020557
1960-11-14,0.020595
1960-11-15,0.020632
1960-11-16,0.020669
1960-11-17,0.020706
1960-11-18,0.020742
1960-11-19,0.020778
1960-11-20,0.020814
1960-11-21,0.020849
1960-11-22,0.020884
1960-11-23,0.020918
1960-11-24,0.020952
1960-11-25,0.020986
1960-11-26,0.021019
1960-11-27,0.021051
1960-11-28,0.021084
1960-11-29,0.021115
1960-11-30,0.021146
1960-12-01,0.021177
1960-12-02,0.021207
1960-12-03,0.021237
1960-12-04,0.021266
1960-12-05,0.021294
1960-12-06,0.021322
1960-12-07,0.021350
1960-12-08,0.021376
1960-12-09,0.021403
1960-12-10,0.021428
1960-12-11,0.021453
1960-12-12,0.021478
1960-12-13,0.021502
1960-12-14,0.021525
1960-12-15,0.021547
1960-12-16,0.021569
1960-12-17,0.021590
1960-12-18,0.021611
1960-12-19,0.021631
1960-12-20,0.021650
1960-12-21,0.021669
1960-12-22,0.021687
1960-12-23,0.021704
1960-12-24,0.021720
1960-12-25,0.021736
1960-12-26,0.021751
1960-12-27,0.021766
1960-12-28,0.021780
1960-12-29,0.021793
1960-12-30,0.021805
1960-12-31,0.021817
1961-01-01,0.021817
1961-01-02,0.021827
1961-01-03,0.021838
1961-01-04,0.021847
1961-01-05,0.021856
1961-01-06,0.021864
1961-01-07,0.021871
1961-01-08,0.021878
1961-01-09,0.021884
1961-01-10,0.021889
1961-01-11,0.021893
1961-01-12,0.021897
1961-01-13,0.021900
1961-01-14,0.021902
1961-01-15,0.021903
1961-01-16,0.021904
1961-01-17,0.021904
1961-01-18,0.021903
1961-01-19,0.021902
1961-01-20,0.021900
1961-01-21,0.021897
1961-01-22,0.021894
1961-01-23,0.021889
1961-01-24,0.021884
1961-01-25,0.021879
1961-01-26,0.021872
1961-01-27,0.021865
1961-01-28,0.021858
1961-01-29,0.021849
1961-01-30,0.021840
1961-01-31,0.021830
1961-02-01,0.021820
1961-02-02,0.021809
1961-02-03,0.021797
1961-02-04,0.021785
1961-02-05,0.021771
1961-02-06,0.021758
1961-02-07,0.021743
1961-02-08,0.021728
1961-02-09,0.021713
1961-02-10,0.021696
1961-02-11,0.021679
1961-02-12,0.021662
1961-02-13,0.021644
1961-02-14,0.021625
1961-02-15,0.021606
1961-02-16,0.021586
1961-02-17,0.021565
1961-02-18,0.021544
1961-02-19,0.021522
1961-02-20,0.021500
1961-02-21,0.021477
1961-02-22,0.021454
1961-02-23,0.021430
1961-02-24,0.021405
1961-02-25,0.021380
1961-02-26,0.021355
1961-02-27,0.021328
1961-02-28,0.021302
1961-03-01,0.021275
1961-03-02,0.021247
1961-03-03,0.021219
1961-03-04,0.021190
1961-03-05,0.021161
1961-03-06,0.021132
1961-03-07,0.021102
1961-03-08,0.021071
1961-03-09,0.021040
1961-03-10,0.021009
1961-03-11,0.020977
1961-03-12,0.020945
1961-03-13,0.020912
1961-03-14,0.020879
1961-03-15,0.020846
1961-03-16,0.020812
1961-03-17,0.020778
1961-03-18,0.020743
1961-03-19,0.020708
1961-03-20,0.020673
1961-03-21,0.020637
1961-03-22,0.020601
1961-03-23,0.020565
1961-03-24,0.020528
1961-03-25,0.020491
1961-03-26,0.020454
1961-03-27,0.020416
1961-03-28,0.020379
1961-03-29,0.020340
1961-03-30,0.020302
1961-03-31,0.020263
1961-04-01,0.020225
1961-04-02,0.020186
1961-04-03,0.020146
1961-04-04,0.020107
1961-04-05,0.020067
1961-04-06,0.020027
1961-04-07,0.019987
1961-04-08,0.019947
1961-04-09,0.019906
1961-04-10,0.019866
1961-04-11,0.019825
1961-04-12,0.019784
1961-04-13,0.019743
1961-04-14,0.019702
1961-04-15,0.019661
1961-04-16,0.019620
1961-04-17,0.019579
1961-04-18,0.019537
1961-04-19,0.019496
1961-04-20,0.019455
1961-04-21,0.019413
1961-04-22,0.019372
1961-04-23,0.019330
1961-04-24,0.019289
1961-04-25,0.019247
1961-04-26,0.019206
1961-04-27,0.019165
1961-04-28,0.019124
1961-04-29,0.019083
1961-04-30,0.019041
1961-05-01,0.019001
1961-05-02,0.018960
1961-05-03,0.018919
1961-05-04,0.018878
1961-05-05,0.018838
1961-05-06,0.018798
1961-05-07,0.018758
1961-05-08,0.018718
1961-05-09,0.018678
1961-05-10,0.018639
1961-05-11,0.018600
1961-05-12,0.018561
1961-05-13,0.018522
1961-05-14,0.018484
1961-05-15,0.018446
1961-05-16,0.018408
1961-05-17,0.018370
1961-05-18,0.018333
1961-05-19,0.018296
1961-05-20,0.018260
1961-05-21,0.018223
1961-05-22,0.018188
1961-05-23,0.018152
1961-05-24,0.018117
1961-05-25,0.018083
1961-05-26,0.018049
1961-05-27,0.018015
1961-05-28,0.017982
1961-05-29,0.017949
1961-05-30,0.017916
1961-05-31,0.017884
1961-06-01,0.017853
1961-06-02,0.017822
1961-06-03,0.017792
1961-06-04,0.017762
1961-06-05,0.017733
1961-06-06,0.017704
1961-06-07,0.017676
1961-06-08,0.017648
1961-06-09,0.017621
1961-06-10,0.017594
1961-06-11,0.017568
1961-06-12,0.017543
1961-06-13,0.017518
1961-06-14,0.017494
1961-06-15,0.017471
1961-06-16,0.017448
1961-06-17,0.017426
1961-06-18,0.017404
1961-06-19,0.017383
1961-06-20,0.017363
1961-06-21,0.017343
1961-06-22,0.017324
1961-06-23,0.017306
1961-06-24,0.017289
1961-06-25,0.017272
1961-06-26,0.017255
1961-06-27,0.017240
1961-06-28,0.017225
1961-06-29,0.017211
1961-06-30,0.017198
1961-07-01,0.017185
1961-07-02,0.017173
1961-07-03,0.017162
1961-07-04,0.017151
1961-07-05,0.017141
1961-07-06,0.017132
1961-07-07,0.017124
1961-07-08,0.017116
1961-07-09,0.017109
1961-07-10,0.017103
1961-07-11,0.017098
1961-07-12,0.017093
1961-07-13,0.017089
1961-07-14,0.017086
1961-07-15,0.017083
1961-07-16,0.017081
1961-07-17,0.017080
1961-07-18,0.017080
1961-07-19,0.017080
1961-07-20,0.017081
1961-07-21,0.017083
1961-07-22,0.017085
1961-07-23,0.017089
1961-07-24,0.017092
1961-07-25,0.017097
1961-07-26,0.017102
1961-07-27,0.017108
1961-07-28,0.017115
1961-07-29,0.017122
1961-07-30,0.017130
1961-07-31,0.017139
1961-08-01,0.017149
1961-08-02,0.017159
1961-08-03,0.017170
1961-08-04,0.017181
1961-08-05,0.017193
1961-08-06,0.017206
1961-08-07,0.017219
1961-08-08,0.017233
1961-08-09,0.017248
1961-08-10,0.017263
1961-08-11,0.017279
1961-08-12,0.017296
1961-08-13,0.017313
1961-08-14,0.017331
1961-08-15,0.017350
1961-08-16,0.017369
1961-08-17,0.017388
1961-08-18,0.017409
1961-08-19,0.017429
1961-08-20,0.017451
1961-08-21,0.017473
1961-08-22,0.017495
1961-08-23,0.017519
1961-08-24,0.017542
1961-08-25,0.017567
1961-08-26,0.017591
1961-08-27,0.017617
1961-08-28,0.017642
1961-08-29,0.017669
1961-08-30,0.017696
1961-08-31,0.017723
1961-09-01,0.017751
1961-09-02,0.017779
1961-09-03,0.017808
1961-09-04,0.017837
1961-09-05,0.017867
1961-09-06,0.017897
1961-09-07,0.017928
1961-09-08,0.017959
1961-09-09,0.017991
1961-09-10,0.018023
1961-09-11,0.018055
1961-09-12,0.018088
1961-09-13,0.018121
1961-09-14,0.018155
1961-09-15,0.018189
1961-09-16,0.018224
1961-09-17,0.018258
1961-09-18,0.018293
1961-09-19,0.018329
1961-09-20,0.018365
1961-09-21,0.018401
1961-09-22,0.018437
1961-09-23,0.018474
1961-09-24,0.018511
1961-09-25,0.018549
1961-09-26,0.018586
1961-09-27,0.018624
1961-09-28,0.018663
1961-09-29,0.018701
1961-09-30,0.018740
1961-10-01,0.018779
1961-10-02,0.018818
1961-10-03,0.018857
1961-10-04,0.018897
1961-10-05,0.018937
1961-10-06,0.018977
1961-10-07,0.019017
1961-10-08,0.019057
1961-10-09,0.019098
1961-10-10,0.019139
1961-10-11,0.019179
1961-10-12,0.019220
1961-10-13,0.019261
1961-10-14,0.019302
1961-10-15,0.019343
1961-10-16,0.019385
1961-10-17,0.019426
1961-10-18,0.019467
1961-10-19,0.019509
1961-10-20,0.019550
1961-10-21,0.019592
1961-10-22,0.019633
1961-10-23,0.019674
1961-10-24,0.019716
1961-10-25,0.019757
1961-10-26,0.019798
1961-10-27,0.019840
1961-10-28,0.019881
1961-10-29,0.019922
1961-10-30,0.019963
1961-10-31,0.020004
1961-11-01,0.020045
1961-11-02,0.020085
1961-11-03,0.020126
1961-11-04,0.020166
1961-11-05,0.020206
1961-11-06,0.020246
1961-11-07,0.020286
1961-11-08,0.020325
1961-11-09,0.020365
1961-11-10,0.020404
1961-11-11,0.020443
1961-11-12,0.020481
1961-11-13,0.020519
1961-11-14,0.020557
1961-11-15,0.020595
1961-11-16,0.020632
1961-11-17,0.020669
1961-11-18,0.020706
1961-11-19,0.020742
1961-11-20,0.020778
1961-11-21,0.020814
1961-11-22,0.020849
1961-11-23,0.020884
1961-11-24,0.020918
1961-11-25,0.020952
1961-11-26,0.020986
1961-11-27,0.021019
1961-11-28,0.021051
1961-11-29,0.021084
1961-11-30,0.021115
1961-12-01,0.021146
1961-12-02,0.021177
1961-12-03,0.021207
1961-12-04,0.021237
1961-12-05,0.021266
1961-12-06,0.021294
1961-12-07,0.021322
1961-12-08,0.021350
1961-12-09,0.021376
1961-12-10,0.021403
1961-12-11,0.021428
1961-12-12,0.021453
1961-12-13,0.021478
1961-12-14,0.021502
1961-12-15,0.021525
1961-12-16,0.021547
1961-12-17,0.021569
1961-12-18,0.021590
1961-12-19,0.021611
1961-12-20,0.021631
1961-12-21,0.021650
1961-12-22,0.021669
1961-12-23,0.021687
1961-12-24,0.021704
1961-12-25,0.021720
1961-12-26,0.021736
1961-12-27,0.021751
1961-12-28,0.021766
1961-12-29,0.021780
1961-12-30,0.021793
1961-12-31,0.021805
1962-01-01,0.021817
1962-01-02,0.021827
1962-01-03,0.021838
1962-01-04,0.021847
1962-01-05,0.021856
1962-01-06,0.021864
1962-01-07,0.021871
1962-01-08,0.021878
1962-01-09,0.021884
1962-01-10,0.021889
1962-01-11,0.021893
1962-01-12,0.021897
1962-01-13,0.021900
1962-01-14,0.021902
1962-01-15,0.021903
1962-01-16,0.021904
1962-01-17,0.021904
1962-01-18,0.021903
1962-01-19,0.021902
1962-01-20,0.021900
1962-01-21,0.021897
1962-01-22,0.021894
1962-01-23,0.021889
1962-01-24,0.021884
1962-01-25,0.021879
1962-01-26,0.021872
1962-01-27,0.021865
1962-01-28,0.021858
1962-01-29,0.021849
1962-01-30,0.021840
1962-01-31,0.021830
1962-02-01,0.021820
1962-02-02,0.021809
1962-02-03,0.021797
1962-02-04,0.021785
1962-02-05,0.021771
1962-02-06,0.021758
1962-02-07,0.021743
1962-02-08,0.021728
1962-02-09,0.021713
1962-02-10,0.021696
1962-02-11,0.021679
1962-02-12,0.021662
1962-02-13,0.021644
1962-02-14,0.021625
1962-02-15,0.021606
1962-02-16,0.021586
1962-02-17,0.021565
1962-02-18,0.021544
1962-02-19,0.021522
1962-02-20,0.021500
1962-02-21,0.021477
1962-02-22,0.021454
1962-02-23,0.021430
1962-02-24,0.021405
1962-02-25,0.021380
1962-02-26,0.021355
1962-02-27,0.021328
1962-02-28,0.021302
1962-03-01,0.021275
1962-03-02,0.021247
1962-03-03,0.021219
1962-03-04,0.021190
1962-03-05,0.021161
1962-03-06,0.021132
1962-03-07,0.021102
1962-03-08,0.021071
1962-03-09,0.021040
1962-03-10,0.021009
1962-03-11,0.020977
1962-03-12,0.020945
1962-03-13,0.020912
1962-03-14,0.020879
1962-03-15,0.020846
1962-03-16,0.020812
1962-03-17,0.020778
1962-03-18,0.020743
1962-03-19,0.020708
1962-03-20,0.020673
1962-03-21,0.020637
1962-03-22,0.020601
1962-03-23,0.020565
1962-03-24,0.020528
1962-03-25,0.020491
1962-03-26,0.020454
1962-03-27,0.020416
1962-03-28,0.020379
1962-03-29,0.020340
1962-03-30,0.020302
1962-03-31,0.020263
1962-04-01,0.020225
1962-04-02,0.020186
1962-04-03,0.020146
1962-04-04,0.020107
1962-04-05,0.020067
1962-04-06,0.020027
1962-04-07,0.019987
1962-04-08,0.019947
1962-04-09,0.019906
1962-04-10,0.019866
1962-04-11,0.019825
1962-04-12,0.019784
1962-04-13,0.019743
1962-04-14,0.019702
1962-04-15,0.019661
1962-04-16,0.019620
1962-04-17,0.019579
1962-04-18,0.019537
1962-04-19,0.019496
1962-04-20,0.019455
1962-04-21,0.019413
1962-04-22,0.019372
1962-04-23,0.019330
1962-04-24,0.019289
1962-04-25,0.019247
1962-04-26,0.019206
1962-04-27,0.019165
1962-04-28,0.019124
1962-04-29,0.019083
1962-04-30,0.019041
1962-05-01,0.019001
1962-05-02,0.018960
1962-05-03,0.018919
1962-05-04,0.018878
1962-05-05,0.018838
1962-05-06,0.018798
1962-05-07,0.018758
1962-05-08,0.018718
1962-05-09,0.018678
1962-05-10,0.018639
1962-05-11,0.018600
1962-05-12,0.018561
1962-05-13,0.018522
1962-05-14,0.018484
1962-05-15,0.018446
1962-05-16,0.018408
1962-05-17,0.018370
1962-05-18,0.018333
1962-05-19,0.018296
1962-05-20,0.018260
1962-05-21,0.018223
1962-05-22,0.018188
1962-05-23,0.018152
1962-05-24,0.018117
1962-05-25,0.018083
1962-05-26,0.018049
1962-05-27,0.018015
1962-05-28,0.017982
1962-05-29,0.017949
1962-05-30,0.017916
1962-05-31,0.017884
1962-06-01,0.017853
1962-06-02,0.017822
1962-06-03,0.017792
1962-06-04,0.017762
1962-06-05,0.017733
1962-06-06,0.017704
1962-06-07,0.017676
1962-06-08,0.017648
1962-06-09,0.017621
1962-06-10,0.017594
1962-06-11,0.017568
1962-06-12,0.017543
1962-06-13,0.017518
1962-06-14,0.017494
1962-06-15,0.017471
1962-06-16,0.017448
1962-06-17,0.017426
1962-06-18,0.017404
1962-06-19,0.017383
1962-06-20,0.017363
1962-06-21,0.017343
1962-06-22,0.017324
1962-06-23,0.017306
1962-06-24,0.017289
1962-06-25,0.017272
1962-06-26,0.017255
1962-06-27,0.017240
1962-06-28,0.017225
1962-06-29,0.017211
1962-06-30,0.017198
1962-07-01,0.017185
1962-07-02,0.017173
1962-07-03,0.017162
1962-07-04,0.017151
1962-07-05,0.017141
1962-07-06,0.017132
1962-07-07,0.017124
1962-07-08,0.017116
1962-07-09,0.017109
1962-07-10,0.017103
1962-07-11,0.017098
1962-07-12,0.017093
1962-07-13,0.017089
1962-07-14,0.017086
1962-07-15,0.017083
1962-07-16,0.017081
1962-07-17,0.017080
1962-07-18,0.017080
1962-07-19,0.017080
1962-07-20,0.017081
1962-07-21,0.017083
1962-07-22,0.017085
1962-07-23,0.017089
1962-07-24,0.017092
1962-07-25,0.017097
1962-07-26,0.017102
1962-07-27,0.017108
1962-07-28,0.017115
1962-07-29,0.017122
1962-07-30,0.017130
1962-07-31,0.017139
1962-08-01,0.017149
1962-08-02,0.017159
1962-08-03,0.017170
1962-08-04,0.017181
1962-08-05,0.017193
1962-08-06,0.017206
1962-08-07,0.017219
1962-08-08,0.017233
1962-08-09,0.017248
1962-08-10,0.017263
1962-08-11,0.017279
1962-08-12,0.017296
1962-08-13,0.017313
1962-08-14,0.017331
1962-08-15,0.017350
1962-08-16,0.017369
1962-08-17,0.017388
1962-08-18,0.017409
1962-08-19,0.017429
1962-08-20,0.017451
1962-08-21,0.017473
1962-08-22,0.017495
1962-08-23,0.017519
1962-08-24,0.017542
1962-08-25,0.017567
1962-08-26,0.017591
1962-08-27,0.017617
1962-08-28,0.017642
1962-08-29,0.017669
1962-08-30,0.017696
1962-08-31,0.017723
1962-09-01,0.017751
1962-09-02,0.017779
1962-09-03,0.017808
1962-09-04,0.017837
1962-09-05,0.017867
1962-09-06,0.017897
1962-09-07,0.017928
1962-09-08,0.017959
1962-09-09,0.017991
1962-09-10,0.018023
1962-09-11,0.018055
1962-09-12,0.018088
1962-09-13,0.018121
1962-09-14,0.018155
1962-09-15,0.018189
1962-09-16,0.018224
1962-09-17,0.018258
1962-09-18,0.018293
1962-09-19,0.018329
1962-09-20,0.018365
1962-09-21,0.018401
1962-09-22,0.018437
1962-09-23,0.018474
1962-09-24,0.018511
1962-09-25,0.018549
1962-09-26,0.018586
1962-09-27,0.018624
1962-09-28,0.018663
1962-09-29,0.018701
1962-09-30,0.018740
1962-10-01,0.018779
1962-10-02,0.018818
1962-10-03,0.018857
1962-10-04,0.018897
1962-10-05,0.018937
1962-10-06,0.018977
1962-10-07,0.019017
1962-10-08,0.019057
1962-10-09,0.019098
1962-10-10,0.019139
1962-10-11,0.019179
1962-10-12,0.019220
1962-10-13,0.019261
1962-10-14,0.019302
1962-10-15,0.019343
1962-10-16,0.019385
1962-10-17,0.019426
1962-10-18,0.019467
1962-10-19,0.019509
1962-10-20,0.019550
1962-10-21,0.019592
1962-10-22,0.019633
1962-10-23,0.019674
1962-10-24,0.019716
1962-10-25,0.019757
1962-10-26,0.019798
1962-10-27,0.019840
1962-10-28,0.019881
1962-10-29,0.019922
1962-10-30,0.019963
1962-10-31,0.020004
1962-11-01,0.020045
1962-11-02,0.020085
1962-11-03,0.020126
1962-11-04,0.020166
1962-11-05,0.020206
1962-11-06,0.020246
1962-11-07,0.020286
1962-11-08,0.020325
1962-11-09,0.020365
1962-11-10,0.020404
1962-11-11,0.020443
1962-11-12,0.020481
1962-11-13,0.020519
1962-11-14,0.020557
1962-11-15,0.020595
1962-11-16,0.020632
1962-11-17,0.020669
1962-11-18,0.020706
1962-11-19,0.020742
1962-11-20,0.020778
1962-11-21,0.020814
1962-11-22,0.020849
1962-11-23,0.020884
1962-11-24,0.020918
1962-11-25,0.020952
1962-11-26,0.020986
1962-11-27,0.021019
1962-11-28,0.021051
1962-11-29,0.021084
1962-11-30,0.021115
1962-12-01,0.021146
1962-12-02,0.021177
1962-12-03,0.021207
1962-12-04,0.021237
1962-12-05,0.021266
1962-12-06,0.021294
1962-12-07,0.021322
1962-12-08,0.021350
1962-12-09,0.021376
1962-12-10,0.021403
1962-12-11,0.021428
1962-12-12,0.021453
1962-12-13,0.021478
1962-12-14,0.021502
1962-12-15,0.021525
1962-12-16,0.021547
1962-12-17,0.021569
1962-12-18,0.021590
1962-12-19,0.021611
1962-12-20,0.021631
1962-12-21,0.021650
1962-12-22,0.021669
1962-12-23,0.021687
1962-12-24,0.021704
1962-12-25,0.021720
1962-12-26,0.021736
1962-12-27,0.021751
1962-12-28,0.021766
1962-12-29,0.021780
1962-12-30,0.021793
1962-12-31,0.021805
1963-01-01,0.021817
1963-01-02,0.021827
1963-01-03,0.021838
1963-01-04,0.021847
1963-01-05,0.021856
1963-01-06,0.021864
1963-01-07,0.021871
1963-01-08,0.021878
1963-01-09,0.021884
1963-01-10,0.021889
1963-01-11,0.021893
1963-01-12,0.021897
1963-01-13,0.021900
1963-01-14,0.021902
1963-01-15,0.021903
1963-01-16,0.021904
1963-01-17,0.021904
1963-01-18,0.021903
1963-01-19,0.021902
1963-01-20,0.021900
1963-01-21,0.021897
1963-01-22,0.021894
1963-01-23,0.021889
1963-01-24,0.021884
1963-01-25,0.021879
1963-01-26,0.021872
1963-01-27,0.021865
1963-01-28,0.021858
1963-01-29,0.021849
1963-01-30,0.021840
1963-01-31,0.021830
1963-02-01,0.021820
1963-02-02,0.021809
1963-02-03,0.021797
1963-02-04,0.021785
1963-02-05,0.021771
1963-02-06,0.021758
1963-02-07,0.021743
1963-02-08,0.021728
1963-02-09,0.021713
1963-02-10,0.021696
1963-02-11,0.021679
1963-02-12,0.021662
1963-02-13,0.021644
1963-02-14,0.021625
1963-02-15,0.021606
1963-02-16,0.021586
1963-02-17,0.021565
1963-02-18,0.021544
1963-02-19,0.021522
1963-02-20,0.021500
1963-02-21,0.021477
1963-02-22,0.021454
1963-02-23,0.021430
1963-02-24,0.021405
1963-02-25,0.021380
1963-02-26,0.021355
1963-02-27,0.021328
1963-02-28,0.021302
1963-03-01,0.021275
1963-03-02,0.021247
1963-03-03,0.021219
1963-03-04,0.021190
1963-03-05,0.021161
1963-03-06,0.021132
1963-03-07,0.021102
1963-03-08,0.021071
1963-03-09,0.021040
1963-03-10,0.021009
1963-03-11,0.020977
1963-03-12,0.020945
1963-03-13,0.020912
1963-03-14,0.020879
1963-03-15,0.020846
1963-03-16,0.020812
1963-03-17,0.020778
1963-03-18,0.020743
1963-03-19,0.020708
1963-03-20,0.020673
1963-03-21,0.020637
1963-03-22,0.020601
1963-03-23,0.020565
1963-03-24,0.020528
1963-03-25,0.020491
1963-03-26,0.020454
1963-03-27,0.020416
1963-03-28,0.020379
1963-03-29,0.020340
1963-03-30,0.020302
1963-03-31,0.020263
1963-04-01,0.020225
1963-04-02,0.020186
1963-04-03,0.020146
