# era5_prcp_-0.17_31.37  era5_prcp_-1.86_34.52  era5_prcp_-1.94_35.1  era5_prcp_-1.83_30.42
0.124 1.205 1.202 5.247
0.240 0.055 0.177 1.829
0.483 0.003 0.003 0.005
0.289 0.003 0.002 0.002
0.193 0.012 0.002 0.134
3.510 0.042 0.410 0.227
3.623 0.010 0.002 0.621
0.122 0.003 0.001 0.318
0.617 0.008 0.048 0.510
0.227 0.002 0.003 3.064
2.180 0.030 0.050 0.187
1.498 2.137 2.048 1.806
2.692 0.172 0.011 1.999
0.859 0.053 0.025 10.393
0.332 0.008 0.012 0.036
2.970 3.473 0.226 0.353
0.976 1.175 0.107 4.226
1.018 0.018 0.004 4.005
0.149 4.494 0.157 0.035
0.161 2.098 0.069 0.072
0.254 10.788 10.126 3.613
7.041 19.677 11.720 9.995
3.617 7.637 8.217 11.144
2.100 0.369 0.106 0.233
1.239 1.034 3.302 0.562
2.652 2.824 2.655 6.735
0.406 0.290 2.113 0.616
1.636 0.391 0.102 0.417
6.059 1.758 0.699 2.872
2.705 0.191 0.275 1.288
5.260 0.050 0.251 3.378
0.837 0.008 0.014 0.584
2.819 0.028 0.002 0.247
0.732 0.082 0.101 0.012
0.762 1.848 0.145 10.697
2.530 0.313 0.238 6.250
0.969 0.002 0.078 4.168
2.235 0.000 0.022 2.144
1.288 0.044 0.146 0.411
0.651 0.466 0.202 3.998
2.826 9.019 0.672 4.034
1.056 0.364 0.519 15.249
0.106 0.802 0.068 11.768
0.252 2.834 1.089 0.434
1.219 15.240 16.634 1.316
7.131 2.710 0.214 0.101
5.598 3.551 0.456 7.972
3.937 0.099 0.032 12.640
1.369 3.522 0.254 14.493
6.675 6.201 0.456 3.528
6.227 2.237 0.551 12.762
5.170 4.214 2.380 3.196
9.164 2.882 0.057 14.719
0.209 0.088 0.016 0.121
1.020 7.498 7.540 0.043
0.935 6.063 5.664 4.730
2.246 7.359 22.774 5.582
1.439 9.286 11.864 2.661
0.581 0.392 0.243 0.197
0.020 2.514 0.301 5.220
0.050 0.739 0.713 1.374
0.000 0.447 0.346 0.052
0.000 0.707 0.161 0.001
0.101 0.024 0.016 0.025
0.121 0.000 0.000 0.051
0.376 0.001 0.001 0.011
0.002 0.001 0.001 0.001
0.176 0.001 0.001 0.002
0.337 0.000 0.000 0.007
0.063 0.001 0.001 0.054
0.043 0.070 1.878 0.224
3.767 7.060 6.210 4.759
11.897 6.305 9.338 9.662
2.745 7.357 10.991 2.794
2.906 0.597 5.548 4.042
2.588 3.465 4.149 1.710
0.315 4.897 0.545 0.628
0.007 1.483 1.003 0.019
0.009 0.862 11.200 0.158
0.017 14.537 9.849 6.604
0.067 0.126 0.106 4.853
0.001 0.167 0.088 0.048
0.023 0.049 0.027 0.012
0.004 0.119 0.112 0.159
0.000 0.278 1.400 0.098
0.001 2.987 3.168 0.021
0.154 7.635 14.904 0.845
7.182 22.738 4.105 16.355
0.685 1.666 17.065 0.090
0.442 5.917 9.707 7.967
0.073 1.455 1.255 0.645
0.069 5.601 5.790 0.086
1.558 6.808 6.734 4.448
0.023 0.643 1.618 0.522
0.063 9.468 6.476 0.755
0.533 4.115 2.725 0.086
1.149 9.382 4.402 0.867
0.488 2.567 2.484 7.992
5.614 13.116 4.408 10.476
3.145 3.279 0.300 9.304
0.441 0.445 0.495 0.582
0.079 1.390 8.476 0.229
1.617 0.817 2.776 8.439
0.032 8.999 4.125 0.493
1.772 1.020 5.540 0.786
2.486 7.548 9.881 4.934
0.781 9.557 7.063 2.585
13.193 8.149 22.869 9.873
0.000 6.100 5.732 2.249
0.002 1.461 1.828 7.032
0.046 1.374 3.439 10.834
1.299 3.462 21.067 12.827
3.466 4.882 4.981 1.182
5.976 0.960 14.335 1.292
0.542 0.008 0.001 0.054
0.495 0.001 0.001 0.520
0.745 0.195 0.058 0.146
1.771 0.001 0.003 2.104
0.329 0.069 0.002 0.029
0.240 0.065 0.068 0.345
0.274 0.018 0.007 0.034
1.417 0.017 0.076 0.539
0.299 0.207 0.082 2.811
1.824 0.306 0.191 6.488
3.867 2.748 0.270 4.362
0.226 0.013 0.012 0.031
0.771 0.001 0.005 0.171
0.012 0.003 0.001 0.181
0.031 3.684 0.389 1.243
1.884 1.780 0.274 7.824
0.654 0.148 0.078 2.234
0.098 4.403 6.025 1.773
0.271 13.997 8.693 0.398
0.290 0.620 0.986 5.994
0.979 0.149 0.369 0.341
0.240 0.043 0.110 2.502
0.448 0.039 0.180 2.371
35.687 0.446 0.510 18.319
0.865 1.474 0.163 0.949
2.045 5.846 2.760 3.546
1.381 0.239 0.302 0.717
1.754 4.244 6.877 0.264
1.909 0.218 0.839 0.345
0.766 7.364 1.827 1.236
2.493 17.897 1.267 9.047
4.271 12.867 6.479 13.466
0.494 0.237 0.065 1.150
0.338 0.095 0.423 2.805
0.359 0.762 0.238 0.972
0.686 0.018 0.125 0.388
0.709 0.067 0.026 0.336
0.739 2.350 1.447 0.545
5.193 0.525 0.327 6.175
2.240 0.076 0.237 5.424
2.404 0.111 0.061 7.182
0.101 0.000 0.000 0.208
3.119 0.014 0.071 0.027
0.754 0.003 0.001 0.030
0.557 0.056 0.053 0.055
0.670 0.608 0.811 0.371
6.365 0.778 0.016 10.002
4.433 0.084 0.030 8.690
4.356 6.607 1.602 6.292
3.435 8.101 16.101 9.713
3.534 11.169 11.970 0.878
5.460 2.695 3.501 14.264
29.760 11.227 36.140 16.656
2.252 30.130 27.580 2.947
3.600 10.777 10.558 11.315
7.364 17.976 11.534 14.617
12.427 18.279 6.275 16.200
10.130 17.228 12.488 17.719
1.614 5.824 11.981 4.437
5.252 5.703 10.331 11.113
15.034 17.822 10.607 14.851
3.364 6.309 0.836 26.366
0.750 2.606 1.079 0.934
4.669 7.161 2.532 6.228
1.728 1.928 0.456 5.096
4.212 0.743 0.536 4.075
2.031 0.322 0.263 0.545
0.414 1.843 0.209 0.694
0.540 0.900 0.409 1.065
6.339 2.149 1.456 0.991
0.771 3.000 3.770 9.362
6.214 0.685 1.182 6.189
0.427 2.396 0.158 3.289
5.140 0.940 0.066 2.993
4.209 0.378 0.010 1.110
0.512 0.114 0.087 0.715
0.815 0.065 0.389 0.306
1.078 0.045 0.000 0.486
1.216 0.151 0.001 0.816
0.493 0.269 0.026 0.292
0.500 0.013 0.057 0.401
0.190 0.102 0.076 0.007
0.089 0.168 0.098 0.000
0.002 0.015 0.007 0.002
0.008 0.162 0.530 0.227
0.042 0.400 0.111 2.953
1.590 0.003 0.001 0.090
7.375 0.073 0.024 0.678
2.113 1.132 1.614 11.051
1.979 5.798 9.309 3.414
4.282 12.357 3.865 18.983
9.583 11.325 1.980 6.282
7.073 6.737 6.535 1.483
0.334 0.389 0.095 0.087
2.288 0.101 0.035 0.854
2.136 0.076 0.001 0.427
0.408 0.001 0.001 0.260
0.174 0.002 0.002 0.022
0.055 0.001 0.001 0.006
0.002 0.133 0.048 0.011
0.743 0.098 0.128 0.248
2.656 1.943 1.184 0.086
3.218 4.091 0.689 0.325
0.741 0.218 0.236 0.012
1.063 0.686 0.008 0.063
0.787 0.060 0.171 0.073
0.534 0.323 0.137 0.020
0.256 0.198 0.428 0.004
0.002 0.031 0.035 0.017
0.468 0.008 0.004 0.006
0.662 0.001 0.001 0.001
0.521 0.007 0.082 0.011
0.152 0.070 0.148 0.059
1.865 0.268 0.267 0.002
0.574 0.000 0.000 0.001
0.005 0.139 0.104 0.000
0.008 1.044 0.193 0.001
0.201 0.428 0.007 0.002
0.308 0.139 1.090 0.002
0.383 0.142 0.324 0.004
0.065 0.006 0.015 0.030
0.002 0.002 0.002 0.002
0.003 0.001 0.050 0.001
0.006 0.000 0.000 0.000
0.002 0.001 0.001 0.001
0.000 0.000 0.001 0.000
0.000 0.000 0.000 0.000
0.001 0.001 0.001 0.001
0.002 0.002 0.002 0.002
0.000 0.000 0.018 0.000
0.000 0.000 0.000 0.000
0.004 0.001 0.001 0.001
0.010 0.003 0.026 0.003
0.068 0.001 0.001 0.001
0.010 0.003 0.000 0.000
0.018 0.001 0.002 0.001
0.024 0.002 0.002 0.002
0.001 0.001 0.001 0.001
0.146 0.041 0.091 0.001
0.069 0.001 0.001 0.001
0.002 0.003 0.002 0.002
0.001 0.000 0.000 0.005
1.124 0.795 0.218 0.033
0.009 0.001 0.001 0.001
0.021 0.004 0.014 0.003
0.003 0.001 0.001 0.001
0.001 0.000 0.085 0.000
0.001 0.001 0.001 0.001
0.064 0.001 0.001 0.001
0.025 0.001 0.001 0.001
0.082 0.001 0.001 0.003
0.248 0.604 0.151 0.360
0.916 0.418 0.283 0.489
3.957 1.142 0.772 4.483
5.493 1.609 3.626 7.785
8.793 1.296 0.463 11.602
5.880 4.934 1.174 4.132
0.308 0.072 0.188 0.213
0.329 0.015 0.012 0.002
0.249 0.021 0.006 0.001
0.170 0.001 0.016 0.009
0.009 0.001 0.001 0.001
0.001 0.000 0.000 0.000
0.002 0.002 0.011 0.002
0.000 0.000 0.030 0.000
0.060 0.001 0.001 0.001
0.229 0.013 0.214 0.000
0.044 0.005 0.079 1.682
1.455 5.022 1.663 0.194
2.606 1.822 1.175 7.119
5.847 8.918 0.373 5.246
10.334 1.801 0.060 16.275
0.823 0.002 0.001 0.392
0.224 0.001 0.001 0.273
2.438 0.624 0.011 0.338
0.874 0.009 0.001 2.334
3.722 0.001 0.000 0.157
3.720 0.015 0.104 0.001
0.002 0.001 0.001 0.001
0.005 0.001 0.001 0.001
0.290 0.685 0.158 0.000
7.681 0.004 0.004 0.037
5.416 1.691 0.117 4.909
11.436 10.824 0.314 7.520
2.290 7.276 4.606 10.238
5.804 0.342 0.008 9.119
12.782 0.017 0.004 0.380
0.100 0.738 0.090 0.021
14.963 0.037 0.476 0.342
5.752 4.554 0.133 0.138
2.082 3.099 2.922 0.207
10.179 1.515 2.174 0.920
1.226 18.681 29.202 16.144
5.398 0.970 0.500 0.548
4.474 2.033 0.860 0.088
0.235 2.184 0.638 0.740
3.064 0.109 0.363 2.039
2.251 2.399 0.213 0.763
5.242 3.584 0.157 2.245
6.248 3.689 0.233 1.375
1.499 0.045 0.159 0.789
4.252 0.070 0.097 0.022
0.115 0.024 0.180 0.246
7.137 0.033 0.194 2.278
1.230 2.468 0.512 0.964
3.422 0.003 0.042 2.270
0.386 0.096 0.000 0.414
2.819 0.256 0.004 0.456
0.321 0.010 0.007 0.907
1.898 0.049 0.043 2.108
1.965 0.103 0.323 3.560
0.597 0.158 0.136 0.700
4.547 0.006 0.023 8.344
4.313 0.000 0.000 6.923
3.127 0.001 0.140 0.029
0.505 0.071 0.352 0.198
5.042 0.043 0.314 0.440
0.135 0.005 0.007 1.234
0.126 0.955 0.018 0.206
0.325 0.123 0.162 0.129
2.119 0.227 0.074 2.954
4.420 0.071 0.147 0.406
2.302 0.089 0.181 3.903
3.453 3.230 0.445 0.000
5.607 0.001 0.002 10.079
0.194 0.048 0.043 0.018
0.154 0.399 0.039 0.736
1.263 0.001 0.001 0.448
2.150 0.059 0.029 0.004
0.643 1.013 2.692 0.000
0.185 0.022 0.330 0.000
10.306 1.726 0.839 5.861
3.601 0.321 0.063 7.199
1.619 1.317 0.432 2.514
1.669 0.373 0.066 1.915
1.187 0.092 0.126 6.333
1.675 0.000 0.000 7.411
0.518 0.000 0.000 0.285
0.485 0.000 0.000 0.134
0.390 0.000 0.000 0.224
0.248 0.002 0.002 0.746
0.403 0.000 0.000 0.494
0.295 0.002 0.001 0.457
1.012 0.011 0.004 0.236
3.126 0.012 0.013 0.278
1.296 0.145 0.001 0.190
0.908 0.001 0.158 0.140
0.410 0.007 1.288 0.072
5.390 0.260 0.027 13.916
4.367 0.173 1.500 13.435
7.408 0.004 0.018 2.351
4.382 0.964 0.001 1.247
6.064 1.186 0.076 8.392
4.101 1.418 0.123 2.152
3.382 0.326 0.007 0.867
1.339 0.103 0.001 2.311
17.720 1.160 0.094 7.858
8.309 1.299 2.484 0.905
11.268 8.926 6.069 18.075
1.264 9.871 14.390 7.511
4.075 10.423 9.239 1.869
11.352 3.334 1.170 20.544
3.357 9.915 13.606 11.216
20.730 13.153 3.444 22.731
4.634 0.648 0.292 31.576
0.619 2.258 11.329 0.315
7.296 5.129 5.071 10.219
3.591 4.568 10.429 8.897
44.034 11.570 2.325 21.921
1.945 9.611 6.408 6.266
9.120 0.334 0.042 3.566
6.202 0.201 0.006 4.343
4.726 0.005 0.000 0.873
5.818 0.005 0.007 0.506
0.690 1.340 0.679 1.213
1.137 5.170 0.552 0.165
7.751 0.083 0.230 8.592
2.899 0.682 0.353 9.290
1.563 3.615 0.084 2.492
0.897 0.001 0.148 0.319
0.848 0.043 0.527 0.833
5.121 0.146 0.308 5.966
0.799 3.147 1.780 2.004
0.367 0.466 0.214 0.386
0.981 1.385 0.727 1.172
10.829 6.601 9.776 0.553
2.761 12.134 17.283 2.015
3.234 6.778 5.595 0.929
5.196 2.546 0.073 2.800
11.340 0.832 0.858 5.125
3.596 1.854 0.188 1.639
0.834 6.538 1.291 1.447
1.969 3.536 4.037 3.760
0.442 1.987 0.265 0.035
4.991 3.114 1.114 4.147
0.201 13.375 7.236 1.505
2.474 5.154 7.918 15.262
1.145 8.740 13.901 3.547
5.532 10.235 17.405 3.037
3.335 13.390 18.391 8.542
4.162 11.703 4.669 14.315
3.402 6.766 5.712 1.886
0.659 2.451 13.679 2.111
1.071 30.669 21.784 13.591
2.037 3.443 12.184 0.898
0.198 0.012 0.000 12.489
2.278 0.164 0.000 1.018
0.535 0.002 0.002 1.848
0.635 0.001 0.001 0.017
0.336 0.003 0.000 0.082
0.321 0.010 0.083 0.403
0.887 0.093 0.088 1.668
0.578 0.002 0.002 0.775
0.064 0.021 0.011 0.013
0.002 0.049 0.049 0.004
0.004 2.889 0.280 0.031
0.073 0.352 0.246 0.100
6.279 11.786 0.822 13.085
0.499 8.770 6.404 2.685
0.943 13.750 8.038 8.030
0.360 2.943 0.647 0.532
0.500 0.238 0.367 0.309
0.284 0.353 0.231 2.251
0.029 3.076 0.119 0.193
0.076 0.162 0.016 0.029
1.637 0.401 0.097 0.157
0.399 0.102 0.307 0.164
0.298 0.314 0.121 0.535
0.004 1.185 0.501 0.287
6.245 3.426 0.330 0.802
1.653 3.827 0.458 0.340
2.462 0.898 0.174 2.725
0.153 0.047 0.007 0.239
0.076 3.850 0.242 0.145
0.705 0.010 0.001 0.224
0.013 0.001 0.001 0.006
1.152 0.001 0.001 12.136
0.115 0.251 0.003 0.390
0.065 0.074 0.023 0.066
0.485 0.975 0.063 0.341
1.580 3.083 0.130 3.991
0.367 0.028 0.042 0.460
0.080 0.077 0.151 0.467
0.239 0.726 0.552 0.148
0.062 1.397 0.327 0.194
0.132 1.229 2.274 0.131
2.998 3.086 0.693 0.803
1.681 3.592 13.037 4.400
1.925 3.642 0.494 4.090
0.431 0.001 0.004 0.061
0.529 0.042 0.005 0.075
0.232 0.000 0.000 0.000
0.034 0.001 0.002 0.009
0.015 0.003 0.003 0.102
0.000 0.283 0.109 0.012
0.000 1.314 0.323 0.006
0.012 0.002 0.002 0.003
0.002 0.002 0.002 0.002
0.007 0.000 0.000 0.000
0.226 0.006 0.004 1.130
2.128 0.023 0.081 13.075
1.987 1.512 1.319 11.875
1.296 4.455 1.047 8.388
3.177 0.460 0.797 2.356
0.477 8.966 1.926 8.990
1.449 5.277 0.190 13.547
3.341 14.815 2.938 19.619
6.430 11.203 12.240 13.903
3.691 16.564 20.954 6.604
6.242 7.098 11.408 12.415
0.355 8.641 1.737 0.571
0.308 0.002 0.031 0.599
0.202 0.003 0.003 0.367
0.061 0.001 0.001 0.117
0.277 0.021 0.011 0.005
1.127 0.223 0.321 1.930
9.863 6.690 6.135 11.343
7.684 7.934 16.482 24.202
7.522 3.118 13.792 5.272
2.051 4.402 1.072 4.962
8.620 21.224 8.693 5.315
4.036 2.644 12.083 23.973
4.941 7.212 24.214 6.281
8.999 0.491 0.091 14.114
0.641 1.014 0.348 4.664
0.998 9.234 0.841 14.890
9.483 12.743 31.236 2.884
1.368 14.586 22.186 0.466
0.181 1.508 4.337 0.339
10.503 12.954 7.202 5.182
2.035 15.156 20.659 1.543
10.458 4.344 14.622 6.174
11.734 4.186 13.983 3.674
0.588 8.474 12.194 0.101
12.908 22.072 33.392 13.923
0.275 1.354 2.367 0.149
4.585 3.228 0.124 0.221
7.964 14.532 1.148 9.986
1.802 16.760 11.453 7.064
0.534 9.085 2.855 1.108
14.033 15.887 18.535 8.556
3.451 8.257 2.347 0.223
8.622 12.693 1.119 6.807
1.346 4.455 2.296 0.702
1.272 0.245 0.249 0.411
1.535 4.589 0.927 4.185
2.059 0.584 0.045 11.337
2.831 0.104 0.066 2.636
1.391 4.068 0.491 2.884
0.890 1.788 1.808 3.336
1.734 5.233 1.503 0.597
4.521 1.468 0.097 12.929
6.609 2.030 1.024 2.230
4.736 2.047 0.103 3.661
10.689 5.873 1.309 11.324
6.232 5.070 0.989 9.817
0.562 1.119 0.232 1.236
1.617 0.212 0.024 1.080
0.596 0.933 0.477 0.276
2.418 25.943 7.335 14.837
30.006 8.959 14.694 18.102
0.260 6.690 26.250 0.756
5.641 24.206 24.772 6.356
3.561 7.622 15.433 8.368
3.580 10.337 17.890 5.285
1.739 8.614 2.020 2.289
6.762 14.834 26.218 9.993
16.473 12.362 11.867 16.252
18.417 16.869 17.682 22.464
1.069 4.797 8.695 10.239
4.248 8.803 8.856 6.189
15.994 1.889 0.415 16.105
0.802 0.939 0.570 0.608
1.328 0.213 0.143 0.929
3.184 0.246 0.391 1.116
0.781 0.170 0.481 0.497
4.651 1.107 0.731 5.995
2.172 1.139 1.778 11.093
3.683 2.415 1.291 15.847
1.551 0.160 0.096 1.336
2.563 0.005 0.077 0.790
0.826 0.206 0.281 0.277
0.220 0.089 0.581 0.160
1.302 0.524 1.493 0.378
8.029 4.243 1.135 0.535
7.425 4.178 1.912 0.072
2.802 0.586 0.058 0.508
0.710 0.009 0.044 0.565
0.018 0.009 0.013 0.026
0.643 0.017 0.136 0.001
2.365 0.144 0.141 0.407
1.040 0.067 0.184 1.357
0.676 0.025 0.058 0.157
2.036 0.058 0.107 0.126
0.727 0.034 0.003 0.022
0.267 0.011 0.001 0.019
0.521 0.168 0.107 0.210
0.746 0.101 0.075 0.110
7.929 2.425 3.254 0.145
1.135 0.111 0.082 0.250
1.168 0.057 0.182 0.307
1.928 0.045 0.160 0.123
2.928 0.039 0.087 0.198
6.716 0.078 0.139 0.421
0.490 0.042 0.172 0.225
4.468 0.002 0.002 0.338
0.001 0.001 0.009 0.001
0.085 0.068 0.320 0.015
0.472 0.098 0.249 0.924
0.459 0.072 0.002 0.058
0.074 0.016 0.122 0.012
1.140 5.261 2.550 0.209
5.806 3.389 1.693 2.699
0.208 1.246 0.453 0.273
0.611 1.435 4.839 1.125
1.640 0.909 0.389 0.243
1.009 0.027 0.121 0.011
1.016 0.198 0.208 0.004
0.167 1.412 1.915 0.003
0.209 3.683 2.865 0.022
48.403 1.585 0.207 0.491
7.249 0.769 0.310 0.219
5.545 0.171 0.755 0.103
0.058 0.340 0.422 0.052
1.922 0.539 0.950 0.001
0.067 0.314 0.813 0.006
0.283 0.202 0.338 2.021
2.552 0.104 0.135 2.271
0.325 0.562 0.044 0.004
0.038 0.032 0.057 0.001
0.134 0.056 0.209 0.000
0.037 0.053 0.159 0.002
0.004 0.003 0.001 0.000
0.001 0.305 0.382 0.001
0.003 0.070 0.436 0.009
1.246 0.013 0.437 0.002
0.131 0.005 0.002 0.000
0.008 0.002 0.001 0.002
0.016 0.001 0.034 0.022
0.532 0.002 0.002 0.060
1.382 0.002 0.002 0.002
0.482 0.006 0.020 0.020
0.001 0.001 0.004 0.001
0.035 0.033 0.290 0.000
0.462 0.000 0.001 0.000
0.001 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.002 0.002 0.006 0.002
0.001 0.001 0.005 0.001
0.002 0.002 0.002 0.002
0.001 0.001 0.001 0.001
0.002 0.002 0.003 0.002
0.012 0.006 0.118 0.001
0.002 0.007 0.075 0.003
0.001 0.001 0.001 0.001
0.000 1.184 0.054 0.000
0.000 2.184 0.573 0.000
0.865 0.044 0.222 0.053
0.020 0.011 0.095 0.000
0.033 0.116 0.065 0.002
0.314 0.233 0.008 0.002
0.930 0.020 0.006 0.016
0.416 0.001 0.012 0.002
0.375 0.088 0.182 0.002
0.448 0.001 0.001 0.001
0.048 0.000 0.000 0.000
0.043 0.093 0.228 0.001
0.022 0.002 0.104 0.006
0.130 0.002 0.003 0.002
0.106 0.907 0.002 0.000
0.184 1.206 0.336 0.002
0.521 0.319 0.438 0.043
0.694 0.028 0.172 0.011
5.624 0.024 0.014 2.647
0.574 0.023 0.036 0.040
0.697 0.032 0.352 0.036
1.316 0.033 0.058 0.048
5.058 0.097 0.029 0.017
1.070 0.000 0.000 0.000
0.613 0.000 0.000 0.000
0.417 0.007 0.001 0.001
0.044 0.016 0.076 0.001
0.818 0.002 0.002 0.093
0.318 0.003 0.191 0.000
1.784 0.000 0.000 0.214
0.260 0.001 0.005 0.305
0.111 0.001 0.085 0.000
6.125 0.000 0.000 0.003
0.559 0.025 0.165 0.003
1.800 0.033 0.166 0.030
1.255 0.051 1.015 0.074
0.310 2.076 3.432 0.018
1.046 1.093 2.313 2.333
4.087 0.068 0.249 0.149
0.258 0.017 0.035 0.259
3.799 0.553 1.602 3.859
1.367 8.087 13.454 3.097
1.018 6.225 4.414 2.673
2.076 1.407 2.042 2.418
3.471 0.677 2.403 14.476
8.671 10.201 12.215 3.041
3.181 14.793 7.536 12.454
4.498 5.565 8.443 6.336
3.882 0.063 0.304 8.817
10.895 0.038 0.130 0.255
7.080 0.548 0.094 0.003
2.225 0.502 0.437 0.326
1.382 1.195 0.523 0.951
0.649 4.884 7.232 11.083
2.276 5.551 25.046 5.664
1.064 5.965 12.443 0.290
5.596 2.206 0.130 6.240
2.764 0.104 0.305 12.520
6.154 0.036 0.188 2.162
0.697 0.008 0.166 0.147
0.198 0.099 0.191 0.707
3.533 0.981 1.350 0.433
4.628 1.604 0.196 0.164
3.541 0.075 0.049 1.790
1.078 0.001 0.003 0.497
0.337 2.094 2.639 0.414
5.315 0.227 0.182 1.232
9.383 0.005 0.002 4.851
3.233 0.002 0.002 0.002
0.456 0.102 0.258 0.000
3.925 0.050 0.132 0.364
3.675 0.002 0.052 0.067
0.717 0.058 0.038 0.214
0.241 0.034 0.001 0.265
1.071 0.321 0.007 2.494
7.255 0.581 0.088 12.509
7.290 2.020 0.157 14.631
1.922 5.275 1.966 0.602
0.276 0.036 0.196 0.890
0.453 0.073 0.071 0.094
9.143 0.628 0.184 16.109
11.670 5.971 0.329 5.199
2.880 4.460 1.556 1.030
1.333 2.986 0.577 9.298
3.974 0.242 0.016 5.399
1.273 0.492 0.054 3.115
1.279 7.763 11.590 0.364
4.171 0.014 0.011 4.200
0.658 0.009 0.004 0.764
0.322 0.560 0.169 0.405
1.485 1.463 0.153 1.557
5.291 0.213 0.177 0.547
6.751 0.002 0.020 5.112
0.307 4.245 0.277 1.187
6.331 4.651 0.807 7.131
2.516 0.032 0.126 0.302
4.545 0.076 0.059 2.503
3.969 0.044 0.040 7.073
4.360 6.553 8.728 7.742
5.980 32.740 39.179 10.984
3.462 22.154 22.246 6.625
5.570 16.895 21.087 15.565
0.342 6.419 17.532 10.608
5.989 17.762 20.817 2.116
0.132 9.408 16.860 5.247
5.207 2.237 3.826 12.013
3.606 7.364 0.437 3.419
3.471 12.786 3.151 4.924
1.516 10.249 0.784 3.984
23.237 16.182 4.581 29.226
3.629 3.331 0.683 1.026
10.179 1.732 0.248 13.445
4.141 1.201 0.949 2.275
7.974 0.789 1.070 8.970
4.731 0.010 0.105 2.724
1.683 6.252 0.587 4.792
13.889 0.877 0.191 2.869
8.066 10.130 2.598 5.786
7.001 15.127 2.645 14.025
2.862 1.908 0.206 4.182
10.918 19.606 11.173 10.185
8.035 17.162 17.901 9.801
3.265 27.327 26.009 0.533
3.075 9.699 16.065 2.472
5.142 11.931 25.615 0.843
4.135 10.058 11.826 8.579
0.381 6.377 6.410 1.969
0.877 3.307 12.820 0.441
1.674 5.155 5.080 1.236
4.794 12.719 23.024 6.147
6.931 5.361 22.795 7.536
9.762 7.749 10.214 0.718
0.529 5.622 9.446 4.592
0.395 1.615 1.824 0.955
1.515 12.728 2.058 0.562
6.696 6.154 1.236 11.543
3.798 10.790 21.176 3.184
6.520 4.251 1.527 4.179
3.788 4.813 4.197 9.134
0.327 11.736 12.817 0.587
0.078 16.151 17.733 0.522
0.769 7.927 2.939 0.661
0.460 1.543 0.645 18.726
0.797 0.057 0.228 2.446
0.596 0.092 0.002 1.098
0.323 0.654 0.097 0.149
0.198 1.753 0.645 0.232
0.920 1.046 1.412 1.460
1.146 0.002 0.052 1.889
0.732 2.945 0.356 0.329
0.501 4.135 0.217 0.590
4.288 1.406 0.545 0.645
0.545 4.439 0.675 7.682
0.356 4.769 0.188 5.268
0.449 0.429 0.652 1.803
0.919 3.587 9.475 0.487
3.245 14.335 24.035 7.424
1.191 27.338 37.190 2.747
0.650 0.908 7.144 0.365
3.085 5.768 5.179 1.251
1.796 20.310 15.657 8.421
0.004 1.413 5.471 0.035
0.026 2.082 6.659 1.114
0.024 0.231 0.717 0.067
0.000 6.138 8.563 0.128
0.318 5.969 13.010 0.236
0.622 8.334 22.120 8.387
0.013 3.587 10.636 3.813
0.755 11.608 12.299 7.128
2.448 8.379 9.860 12.095
3.380 3.859 5.479 10.012
1.430 2.353 5.981 3.549
0.728 6.197 4.562 0.789
0.233 8.258 6.320 0.618
0.015 5.252 10.892 9.093
0.462 9.916 15.389 0.785
0.068 0.278 1.369 0.135
0.000 2.032 1.464 0.531
0.000 10.742 14.360 1.187
0.102 25.251 48.533 0.105
1.213 19.259 16.291 0.469
1.914 6.042 6.011 3.774
2.090 5.524 2.203 2.428
10.408 6.119 3.113 15.329
0.032 3.136 1.964 0.864
0.010 0.659 0.365 0.339
0.002 5.720 6.982 0.338
0.080 5.811 1.350 1.439
0.235 7.491 4.801 0.797
0.048 3.798 0.562 0.910
0.821 0.749 0.388 5.735
0.337 10.901 0.648 7.799
0.870 0.243 0.100 0.409
1.609 11.059 0.850 7.677
0.574 1.073 0.041 0.564
0.757 0.427 0.305 0.263
2.174 0.080 0.051 0.231
0.155 1.278 0.045 0.765
6.545 21.834 11.430 1.452
3.060 1.497 4.567 0.376
0.543 0.675 0.190 1.085
1.376 1.940 0.203 0.966
10.579 8.052 1.715 16.664
7.559 4.106 9.599 21.565
0.664 0.304 0.185 0.099
0.091 0.111 0.206 4.750
0.007 4.278 4.711 4.919
0.080 1.005 1.449 0.629
1.151 5.585 8.887 2.290
0.586 0.130 0.004 0.942
0.257 0.023 0.003 0.502
2.302 0.001 0.001 1.132
1.698 0.094 0.211 0.862
4.876 3.469 4.881 0.665
1.228 2.992 10.230 10.235
9.069 10.403 5.491 0.888
8.127 3.156 4.277 1.744
0.019 0.731 1.780 1.388
0.795 1.888 11.018 8.127
3.512 0.642 0.139 3.398
0.936 0.181 0.044 2.641
1.859 5.095 7.075 0.392
9.528 1.598 0.239 5.938
6.461 1.247 0.514 9.881
3.650 0.018 0.062 1.186
0.196 0.522 0.523 0.539
1.229 9.838 15.553 5.012
3.117 0.656 0.103 3.238
0.400 0.003 0.003 2.257
0.750 0.000 0.000 0.527
0.192 0.298 0.016 0.055
5.293 1.376 1.293 1.468
0.970 0.008 0.058 1.104
0.580 0.001 0.017 0.882
0.094 0.002 0.043 0.001
0.767 0.001 0.053 0.703
1.052 0.003 0.024 2.183
0.879 0.000 0.036 0.321
0.182 0.001 0.003 0.639
0.381 1.381 0.191 1.315
1.036 15.142 13.103 0.894
