# Cairo	Aswand	Merowe	Karthoum	Singa	Kashm	Tsengh	Ozentari	Tana	Roseires	GERD	SouthWest	Victoria
0.00000	0.00000	0.00000	0.00000	3727.22107	0.00000	2206.93554	1756.17394	1343.35830	552.18524	11979.13836	24518.17821	1360.15692
0.00000	0.00000	0.00000	0.00000	3502.22447	0.00000	2013.12274	1713.69539	1285.34961	532.59513	11654.30125	22669.54026	1187.84154
0.00000	0.00000	0.00000	0.00000	3279.20643	0.00000	1816.42812	1633.65293	1209.04100	501.00299	11298.36839	20660.82593	831.67613
0.00000	0.00000	0.00000	78.41154	3218.81105	0.00000	1641.64823	1553.46251	1166.56591	461.81842	11050.12901	18375.88616	535.09027
0.00000	0.00000	0.00000	0.00000	2949.46708	0.00000	1464.13693	1477.19978	1099.64288	417.16302	10363.37205	15627.74201	211.08731
0.00000	0.00000	0.00000	0.00000	2733.89714	0.00000	1305.52100	1442.53431	1047.01066	417.74900	10267.22007	14927.31818	102.46725
0.00000	0.00000	0.00000	0.00000	2424.87541	0.00000	1138.92750	1359.77148	979.22091	399.95471	9924.50309	12783.26322	0.00000
0.00000	0.00000	0.00000	128.57572	2246.26297	0.00000	982.81859	1284.09809	930.33563	424.33481	9579.81781	12370.26674	0.00000
0.00000	0.00000	0.00000	4.46860	2188.44196	0.00000	936.52620	1239.03227	946.45837	401.21733	9746.01981	11224.30114	70.59547
0.00000	0.00000	0.00000	0.00000	1921.62490	0.00000	784.42579	1149.87867	876.84706	369.17799	9124.85452	9480.50959	0.00000
0.00000	0.00000	0.00000	205.17424	1626.00588	0.00000	696.99798	1109.75820	839.45858	340.95920	8606.42347	13639.87194	0.00000
0.00000	0.00000	0.00000	0.00000	1529.63262	0.00000	824.68215	1076.73444	866.98870	317.44305	8316.47955	12877.05587	0.00000
0.00000	0.00000	0.00000	0.00000	1575.68671	0.00000	702.73378	1102.11525	844.69627	294.17203	8268.61527	11571.01346	0.00000
0.00000	0.00000	0.00000	68.50846	1777.68148	0.00000	593.02722	1084.26451	813.16371	296.91516	8493.53418	11648.26955	0.00000
0.00000	0.00000	0.00000	35.99522	2165.97885	17.56368	573.54132	1034.48836	807.69664	305.55868	8227.32044	13188.35431	0.00000
0.00000	0.00000	0.00000	49.11765	2179.69441	0.00000	635.34713	970.49407	812.99348	304.72116	7980.42275	12974.67207	0.00000
0.00000	0.00000	0.00000	0.00000	2122.27847	0.00000	512.36105	896.74902	752.08941	293.74679	7510.91495	11534.36271	41.26359
0.00000	0.00000	0.00000	0.00000	1846.99917	0.00000	392.50685	824.80240	692.76530	294.82309	7154.92578	15100.57400	0.00000
0.00000	0.00000	0.00000	102.86148	2023.81041	0.00000	309.94528	763.90843	642.98008	353.18356	7122.29841	17913.60814	0.00000
0.00000	0.00000	0.00000	0.00000	1879.62318	0.00000	219.26152	706.13544	639.27769	361.22916	7841.94758	14973.77552	0.00000
0.00000	0.00000	0.00000	0.00000	1704.83695	0.00000	112.96481	654.32942	606.30751	324.50366	7625.49465	15322.76945	0.00000
0.00000	0.00000	0.00000	93.61542	1578.11018	0.00000	102.79425	605.39347	620.37401	298.98003	7648.86172	16421.56910	0.00000
0.00000	0.00000	0.00000	263.97511	1985.88719	0.00000	113.16930	548.38611	584.80108	329.80939	7524.39638	20486.40348	298.28913
0.00000	0.00000	0.00000	0.00000	2291.77373	0.00000	65.86370	495.04130	539.39971	377.14438	7454.37100	21272.48133	49.57587
0.00000	0.00000	0.00000	0.00000	2118.58160	0.00000	0.00000	446.55132	497.47670	370.21988	7050.53701	21837.22287	297.35193
0.00000	0.00000	0.00000	591.03906	2205.15050	0.00000	0.00000	468.59978	498.49075	392.91800	6927.40549	31181.47825	152.12026
0.00000	0.00000	0.00000	582.43470	2183.82049	79.89069	241.76281	503.07008	573.12098	391.48354	6864.74956	35941.23719	0.00000
0.00000	0.00000	50.89854	433.46013	3124.88578	175.47650	371.23203	455.55932	709.09407	397.20093	6696.64328	42512.59437	0.00000
0.00000	0.00000	0.00000	334.00247	3092.33406	127.18020	319.03969	414.95759	691.66585	399.91225	6822.99733	39558.63511	0.00000
0.00000	0.00000	0.00000	27.99142	3088.94396	75.67506	209.13040	367.35707	661.85346	427.39484	6725.51212	40442.77803	6.92861
0.00000	0.00000	0.00000	0.00000	2873.80878	24.54747	95.90401	351.57822	639.31677	424.04561	6565.80125	39352.47420	4610.45263
0.00000	0.00000	0.00000	0.00000	2616.21610	0.00000	0.00000	418.06741	625.59675	381.56371	6252.43463	38240.88461	6555.88119
0.00000	0.00000	0.00000	0.00000	2293.03854	0.00000	0.00000	429.75122	671.41583	341.14273	5974.63740	38749.22645	6950.11521
0.00000	0.00000	0.00000	0.00000	1979.02895	0.00000	0.00000	519.53461	662.94826	302.30221	6001.64701	36384.26124	7394.47706
0.00000	0.00000	0.00000	0.00000	1682.39105	0.00000	0.00000	758.37113	700.00490	266.19002	6269.58168	34803.41452	7237.23860
0.00000	0.00000	0.00000	0.00000	1401.96403	0.00000	0.00000	738.52818	678.75511	232.20902	6944.40058	33686.57023	6650.59178
0.00000	0.00000	0.00000	0.00000	1138.16222	0.00000	0.00000	742.02027	628.23412	200.37998	7016.32235	31216.22001	6016.36581
0.00000	0.00000	0.00000	0.00000	890.76354	0.00000	0.00000	724.57875	583.75920	169.85663	6954.44233	29501.61832	5395.66208
0.00000	0.00000	0.00000	0.00000	652.15334	0.00000	0.00000	709.58929	568.35313	140.54425	7198.24349	30127.77993	5108.85208
0.00000	0.00000	0.00000	0.00000	426.64969	0.00000	0.00000	689.63824	538.87942	112.86566	7292.47556	28011.70191	5340.02316
0.00000	0.00000	0.00000	0.00000	209.91532	0.00000	0.00000	654.23157	497.05494	86.66247	7122.43554	27444.35584	6824.39451
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	617.23362	462.81790	60.60824	6881.95021	27387.24537	8215.34255
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	561.69706	426.38095	38.23503	6672.64127	27710.29337	9227.08742
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	507.67866	385.65482	15.39218	6209.83983	26565.78179	9662.72201
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	470.06380	371.85877	0.00000	5836.56637	25185.27461	10325.07202
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	431.63083	340.02450	0.00000	5451.96183	25066.93077	10475.07065
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	388.52778	306.35261	0.00000	5005.63695	23312.70189	11173.39202
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	342.85149	270.28947	0.00000	4591.99500	22785.14984	11363.76188
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	299.03851	235.75490	0.00000	4265.10918	22463.21475	11091.22980
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	257.45026	206.44458	0.00000	4079.63161	21480.64044	11292.15367
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	217.70460	174.47500	0.00000	3704.26180	20052.29274	11443.62649
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	179.65924	148.81796	0.00000	3336.75794	19364.79628	11025.57178
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	157.31518	128.99873	0.00000	2988.49760	17908.76012	11431.85359
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	140.87761	115.64920	0.00000	2662.01794	15650.49522	11834.03270
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	109.00599	89.16640	0.00000	2360.59983	14663.73414	13134.25102
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	81.75263	68.82561	0.00000	2052.86667	15251.24589	14993.04853
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	52.35791	45.18957	0.00000	1754.05131	14045.56275	15120.83275
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	26.33498	22.56865	0.00000	1471.89892	12098.01275	15344.02008
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.94020	0.00000	1219.47188	12675.69502	15825.56175
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	979.84620	12001.20450	16543.40958
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	761.49525	11613.42463	17561.24877
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	527.48988	10553.80936	17599.88095
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	291.17454	8345.44223	17310.27669
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	74.39798	6854.84710	17488.46685
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5981.76354	17356.55511
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	4525.32920	17441.29005
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2736.67032	18204.53940
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	952.85839	17621.09488
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	16754.46133
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	16689.78923
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	16183.80219
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	15665.74442
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	15192.71568
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	13.39565	0.00000	0.00000	0.00000	0.00000	14687.59437
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04637	0.00000	0.00000	0.00000	0.00000	14450.98695
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	13881.83503
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	13568.14001
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	14162.15876
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	24.89800	0.00000	0.00000	0.00000	0.00000	14276.63052
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	33.90082	0.00000	0.00000	0.00000	0.00000	14430.90529
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	36.33991	0.00000	0.00000	0.00000	0.00000	14772.69402
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	58.63361	6.67476	0.00000	0.00000	0.00000	14063.31047
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	146.92847	47.55199	0.00000	170.40580	0.00000	13302.45654
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	229.38386	87.04754	0.00000	275.16860	0.00000	12497.70729
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	263.78106	100.71738	0.00000	211.07031	0.00000	12203.02225
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	266.08901	107.69135	0.00000	297.05340	0.00000	12532.92595
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	256.65039	136.11364	0.00000	206.89349	0.00000	12607.40614
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	225.02749	137.41338	0.00000	212.93374	0.00000	12957.81081
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	190.26099	124.43413	0.00000	0.00000	0.00000	12184.46884
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	155.97200	97.10517	0.00000	0.00000	0.00000	11601.54175
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	122.40031	70.06164	0.00000	0.00000	0.00000	12028.12651
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	88.67219	45.03575	0.00000	0.00000	0.00000	13050.24040
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	58.50468	21.83067	0.00000	0.00000	0.00000	12244.33478
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	34.28236	7.35322	0.00000	0.00000	0.00000	12679.00488
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	34.17212	35.52610	0.00000	0.00000	0.00000	13399.22980
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	105.36851	80.32130	0.00000	0.00000	0.00000	14602.35764
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	125.83374	64.73570	0.00000	0.00000	0.00000	14626.08874
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	102.77924	59.20756	0.00000	0.00000	0.00000	13994.43972
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	78.38218	49.81959	0.00000	0.00000	0.00000	13124.55290
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	56.91864	28.47652	0.00000	0.00000	0.00000	12283.97469
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	48.55271	39.05255	0.00000	0.00000	0.00000	12155.50511
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	58.43918	69.08093	0.00000	0.00000	0.00000	12163.16065
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	99.70789	110.07928	0.00000	95.03065	0.00000	12280.88225
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	81.68384	106.28055	0.00000	101.16846	0.00000	11975.68071
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	67.88375	94.19366	0.00000	0.00000	0.00000	11375.69420
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	59.04065	83.30032	0.00000	0.00000	0.00000	10591.62023
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	96.97086	61.93053	0.00000	0.00000	0.00000	9751.71237
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	78.75988	69.09586	0.00000	0.00000	0.00000	9022.20286
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	99.29752	74.72208	0.00000	0.00000	0.00000	8881.96192
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	132.96707	92.50329	0.00000	0.00000	0.00000	8750.36128
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	99.85287	82.62953	0.00000	0.00000	0.00000	8139.75735
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	71.48489	65.72420	0.00000	0.00000	0.00000	8235.16033
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	55.92839	50.05432	0.00000	0.00000	0.00000	8087.16026
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	48.95009	32.64219	0.00000	0.00000	0.00000	8262.69089
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	43.92616	13.62342	0.00000	0.00000	0.00000	7678.76629
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19.60297	0.00000	0.00000	0.00000	0.00000	7259.63779
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	7552.28389
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	7917.85785
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	9167.47927
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	9797.24813
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	9975.24756
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	466.16357	10312.05924
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10032.05502
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10326.90677
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10307.94292
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10283.03806
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10013.74939
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	9248.30869
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	8547.82627
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	7794.33421
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	7058.12409
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	6362.82939
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5687.79015
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5326.92616
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5005.60538
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	4478.35492
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3945.84968
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3383.28347
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2844.19534
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2323.62391
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2013.39138
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2427.14170
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2766.61864
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3290.08531
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	16.33914	0.00000	0.00000	0.00000	0.00000	3632.46500
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3716.98879
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3861.00245
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3630.18664
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1417.00145	4598.36302
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3282.90301	5057.63814
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1214.40718	4944.57621
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	11.12596	0.00000	0.00000	0.00000	0.00000	5239.82205
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	88.88730	0.00000	0.00000	0.00000	0.00000	7581.84182
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	72.59904	0.00000	0.00000	0.00000	0.00000	9368.43352
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	58.83349	0.00000	0.00000	0.00000	0.00000	11369.86657
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	50.13303	0.00000	0.00000	0.00000	0.00000	12759.78413
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	24.47531	0.00000	0.00000	0.00000	0.00000	13390.61927
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	6.08292	0.00000	0.00000	0.00000	0.00000	14227.56441
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	14881.36579
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	14450.61319
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	13974.21215
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	14289.94950
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	14806.59204
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1157.00471	15478.15605
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1212.82378	15407.81191
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3612.88298	15527.63379
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1267.01726	15377.51685
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	15717.19930
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	18234.32239
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3299.54930	22650.37306
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19.19986	0.00000	0.00000	0.00000	6265.65928	21711.91434
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	4879.53247	21260.03793
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3586.48508	21288.13178
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10.74093	0.00000	0.00000	0.00000	11598.93192	21863.89439
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10915.39856	26781.06688
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	8494.98132	32116.38236
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5924.95048	22690.55494
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	4090.60450	22213.87849
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1818.10781	21305.79958
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20880.72358
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20354.19256
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19358.43214
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19111.99211
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19108.94015
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3.36952	0.00000	0.00000	0.00000	0.00000	19293.74677
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19300.61697
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19000.41801
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	11.92161	0.00000	0.00000	0.00000	0.00000	19955.11114
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	19.71617	0.00000	0.00000	0.00000	20357.85350
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	46.12606	48.48491	0.00000	1.30734	0.00000	20045.17419
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	33.08574	198.05480	64.55010	0.00000	185.80394	0.00000	18954.22869
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	82.25202	297.29535	101.90223	0.00000	73.15507	0.00000	18437.92412
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	717.23050	95.43436	0.00000	228.76847	0.00000	18312.28593
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	689.04374	68.33308	0.00000	105.45686	0.00000	18086.54824
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	627.97750	38.54621	0.00000	0.00000	0.00000	18246.98710
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	600.27675	15.30909	0.00000	0.00000	0.00000	18490.15311
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	579.97734	0.00000	0.00000	0.00000	0.00000	17966.48936
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	596.94198	0.00000	0.00000	0.00000	0.00000	17830.54833
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	616.98628	0.00000	0.00000	206.52807	613.60781	17650.84816
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	626.78031	0.00000	0.00000	119.03011	411.23371	17522.28004
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	620.15691	0.00000	0.00000	0.00000	1092.51822	17726.14543
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	614.64074	0.00000	0.75081	0.00000	3163.70189	17558.52468
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	550.58343	0.00000	0.00000	0.00000	883.96262	16535.07541
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	495.56596	0.00000	0.00000	0.00000	0.00000	16224.32203
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	460.45087	0.00000	0.00000	0.00000	0.00000	15843.64647
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	468.78194	11.60324	17.39391	74.69806	8036.19457	15782.85802
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	524.59288	19.98751	0.00000	418.44918	8423.38996	15982.10657
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	617.07145	18.55152	2.62125	554.63134	7602.81472	15570.66065
