date,water_m3_day
1964-03-21,350504416.598400
1964-03-22,349303038.336000
1964-03-23,347928804.172800
1964-03-24,346400536.348800
1964-03-25,344737425.168000
1964-03-26,342959026.147200
1964-03-27,341085249.734400
1964-03-28,339136353.705600
1964-03-29,337132928.044800
1964-03-30,335095880.601600
1964-03-31,333046416.960000
1964-04-01,331006021.171200
1964-04-02,328996429.056000
1964-04-03,327039603.408000
1964-04-04,325157702.630400
1964-04-05,323373048.854400
1964-04-06,321708092.601600
1964-04-07,320185374.595200
1964-04-08,318827484.720000
1964-04-09,317657017.958400
1964-04-10,316696528.771200
1964-04-11,315968481.158400
1964-04-12,315495196.646400
1964-04-13,315298799.424000
1964-04-14,315401158.281600
1964-04-15,315637647.868800
1964-04-16,315722537.424000
1964-04-17,315562009.161600
1964-04-18,315174816.720000
1964-04-19,314579533.334400
1964-04-20,313794566.870400
1964-04-21,312838176.844800
1964-04-22,311728491.705600
1964-04-23,310483525.075200
1964-04-24,309121193.462400
1964-04-25,307659333.024000
1964-04-26,306115717.449600
1964-04-27,304508075.500800
1964-04-28,302854109.587200
1964-04-29,301171512.441600
1964-04-30,299477986.473600
1964-05-01,297791262.172800
1964-05-02,296129115.907200
1964-05-03,294509390.572800
1964-05-04,292950012.182400
1964-05-05,291469011.120000
1964-05-06,290084539.852800
1964-05-07,288814894.531200
1964-05-08,287678533.046400
1964-05-09,286694095.680000
1964-05-10,285880424.803200
1964-05-11,285256586.563200
1964-05-12,284841889.286400
1964-05-13,284655906.115200
1964-05-14,284718494.966400
1964-05-15,285229778.198400
1964-05-16,286289103.196800
1964-05-17,287791654.147200
1964-05-18,289708785.129600
1964-05-19,292012234.531200
1964-05-20,294674009.097600
1964-05-21,297666274.723200
1964-05-22,300961259.337600
1964-05-23,304531163.136000
1964-05-24,308348076.412800
1964-05-25,312383910.182400
1964-05-26,316610331.897600
1964-05-27,320998712.659200
1964-05-28,325520082.720000
1964-05-29,330145095.110400
1964-05-30,334844000.409600
1964-05-31,339586628.688000
1964-06-01,344342380.694400
1964-06-02,349080228.892800
1964-06-03,353768726.966400
1964-06-04,358376028.825600
1964-06-05,362869915.046400
1964-06-06,367217830.972800
1964-06-07,371386931.644800
1964-06-08,375344136.230400
1964-06-09,379056192.307200
1964-06-10,382489748.870400
1964-06-11,385611436.944000
1964-06-12,388387961.856000
1964-06-13,390786201.475200
1964-06-14,392773316.716800
1964-06-15,394479663.840000
1964-06-16,395926014.787200
1964-06-17,396995071.881600
1964-06-18,397699832.275200
1964-06-19,398054021.904000
1964-06-20,398072142.230400
1964-06-21,397769509.036800
1964-06-22,397162285.776000
1964-06-23,396267506.985600
1964-06-24,395103097.468800
1964-06-25,393687882.144000
1964-06-26,392041589.760000
1964-06-27,390184850.217600
1964-06-28,388139183.251200
1964-06-29,385926980.716800
1964-06-30,383571481.622400
1964-07-01,381096740.592000
1964-07-02,378527588.294400
1964-07-03,375889585.651200
1964-07-04,373208969.577600
1964-07-05,370512593.884800
1964-07-06,367827860.073600
1964-07-07,365182643.635200
1964-07-08,362605212.403200
1964-07-09,360124136.179200
1964-07-10,357768192.729600
1964-07-11,355566261.686400
1964-07-12,353547217.152000
1964-07-13,351739808.294400
1964-07-14,350172535.104000
1964-07-15,348927472.483200
1964-07-16,347859803.318400
1964-07-17,346753438.099200
1964-07-18,345611432.448000
1964-07-19,344436847.689600
1964-07-20,343232752.838400
1964-07-21,342002222.352000
1964-07-22,340748338.636800
1964-07-23,339474190.752000
1964-07-24,338182874.582400
1964-07-25,336877493.184000
1964-07-26,335561157.302400
1964-07-27,334236983.558400
1964-07-28,332908095.139200
1964-07-29,331577622.576000
1964-07-30,330248701.756800
1964-07-31,328924473.580800
1964-08-01,327608085.254400
1964-08-02,326302687.872000
1964-08-03,325011436.329600
1964-08-04,323737489.670400
1964-08-05,322484008.665600
1964-08-06,321254156.764800
1964-08-07,320051097.417600
1964-08-08,318877995.024000
1964-08-09,317738012.688000
1964-08-10,316634311.526400
1964-08-11,315570049.718400
1964-08-12,314548380.950400
1964-08-13,313572453.811200
1964-08-14,312645409.977600
1964-08-15,311755788.748800
1964-08-16,310864243.996800
1964-08-17,309944296.022400
1964-08-18,308997617.529600
1964-08-19,308025848.995200
1964-08-20,307030600.310400
1964-08-21,306013450.521600
1964-08-22,304975949.558400
1964-08-23,303919616.678400
1964-08-24,302845943.750400
1964-08-25,301756393.353600
1964-08-26,300652401.196800
1964-08-27,299535375.427200
1964-08-28,298406698.099200
1964-08-29,297267725.433600
1964-08-30,296119788.681600
1964-08-31,294964193.952000
1964-09-01,293802224.630400
1964-09-02,292635139.737600
1964-09-03,291464177.040000
1964-09-04,290290552.099200
1964-09-05,289115458.790400
1964-09-06,287940071.808000
1964-09-07,286765545.110400
1964-09-08,285593015.030400
1964-09-09,284423599.065600
1964-09-10,283258397.347200
1964-09-11,282098494.108800
1964-09-12,280944957.081600
1964-09-13,279798840.000000
1964-09-14,278661181.910400
1964-09-15,277477650.604800
1964-09-16,276191500.550400
1964-09-17,274804778.217600
1964-09-18,273326465.664000
1964-09-19,271765436.601600
1964-09-20,270130458.384000
1964-09-21,268430196.412800
1964-09-22,266673217.420800
1964-09-23,264867991.977600
1964-09-24,263022899.068800
1964-09-25,261146226.614400
1964-09-26,259246175.875200
1964-09-27,257330861.712000
1964-09-28,255408315.955200
1964-09-29,253486488.355200
1964-09-30,251573248.569600
1964-10-01,249676385.990400
1964-10-02,247803612.595200
1964-10-03,245962561.651200
1964-10-04,244160789.443200
1964-10-05,242405775.187200
1964-10-06,240704920.684800
1964-10-07,239065549.804800
1964-10-08,237494908.310400
1964-10-09,236000163.168000
1964-10-10,234588400.473600
1964-10-11,233266625.539200
1964-10-12,232041760.128000
1964-10-13,230920640.726400
1964-10-14,229910018.025600
1964-10-15,228945017.203200
1964-10-16,228072195.676800
1964-10-17,227392330.147200
1964-10-18,226885585.593600
1964-10-19,226532417.731200
1964-10-20,226313720.064000
1964-10-21,226210957.977600
1964-10-22,226206288.144000
1964-10-23,226282662.979200
1964-10-24,226423921.363200
1964-10-25,226614866.400000
1964-10-26,226841327.712000
1964-10-27,227090208.096000
1964-10-28,227349520.243200
1964-10-29,227608404.451200
1964-10-30,227857135.536000
1964-10-31,228087114.364800
1964-11-01,228290844.700800
1964-11-02,228461896.483200
1964-11-03,228594855.283200
1964-11-04,228685257.158400
1964-11-05,228729507.955200
1964-11-06,228724791.292800
1964-11-07,228668960.304000
1964-11-08,228560415.292800
1964-11-09,228397967.481600
1964-11-10,228180689.452800
1964-11-11,227907749.952000
1964-11-12,227578235.990400
1964-11-13,227190958.099200
1964-11-14,226744245.561600
1964-11-15,226207552.435200
1964-11-16,225610716.528000
1964-11-17,225019945.468800
1964-11-18,224438380.502400
1964-11-19,223869047.184000
1964-11-20,223314882.336000
1964-11-21,222778756.944000
1964-11-22,222263498.188800
1964-11-23,221771910.182400
1964-11-24,221306790.211200
1964-11-25,220870947.312000
1964-11-26,220467214.454400
1964-11-27,220098461.328000
1964-11-28,219767604.019200
1964-11-29,219477614.515200
1964-11-30,219231525.196800
1964-12-01,219032435.059200
1964-12-02,218883510.576000
1964-12-03,218787986.995200
1964-12-04,218749165.920000
1964-12-05,218770413.148800
1964-12-06,218855152.108800
1964-12-07,219006856.771200
1964-12-08,219229042.665600
1964-12-09,219525254.611200
1964-12-10,219899054.793600
1964-12-11,220354006.867200
1964-12-12,220893658.070400
1964-12-13,221521521.686400
1964-12-14,222241054.406400
1964-12-15,223060770.086400
1964-12-16,223945497.705600
1964-12-17,224850996.835200
1964-12-18,225776484.172800
1964-12-19,226721150.668800
1964-12-20,227684160.316800
1964-12-21,228664651.104000
1964-12-22,229661734.320000
1964-12-23,230674496.025600
1964-12-24,231701994.892800
1964-12-25,232743264.537600
1964-12-26,233797312.224000
1964-12-27,234863118.691200
1964-12-28,235939639.968000
1964-12-29,237025805.299200
1964-12-30,238120518.700800
1964-12-31,239222658.355200
1965-01-01,241898439.312000
1965-01-02,243006785.856000
1965-01-03,244098027.705600
1965-01-04,245170048.233600
1965-01-05,246220706.275200
1965-01-06,247247839.152000
1965-01-07,248249264.400000
1965-01-08,249222783.484800
1965-01-09,250166183.616000
1965-01-10,251077240.944000
1965-01-11,251953723.152000
1965-01-12,252793393.776000
1965-01-13,253594013.932800
1965-01-14,254353347.072000
1965-01-15,255069161.395200
1965-01-16,255775012.156800
1965-01-17,256505480.524800
1965-01-18,257259921.782400
1965-01-19,258037748.409600
1965-01-20,258838427.491200
1965-01-21,259661480.457600
1965-01-22,260506480.665600
1965-01-23,261373052.793600
1965-01-24,262260868.608000
1965-01-25,263169646.790400
1965-01-26,264099148.531200
1965-01-27,265049176.147200
1965-01-28,266019568.588800
1965-01-29,267010199.452800
1965-01-30,268020972.057600
1965-01-31,269051816.332800
1965-02-01,270102684.067200
1965-02-02,271173545.971200
1965-02-03,272264384.592000
1965-02-04,273375191.980800
1965-02-05,274505962.694400
1965-02-06,275656689.388800
1965-02-07,276827356.944000
1965-02-08,278017936.502400
1965-02-09,279228378.816000
1965-02-10,280458609.148800
1965-02-11,281708519.328000
1965-02-12,282977961.609600
1965-02-13,284266740.902400
1965-02-14,285574608.547200
1965-02-15,286901252.467200
1965-02-16,288437679.734400
1965-02-17,290354234.342400
1965-02-18,292619265.811200
1965-02-19,295200792.662400
1965-02-20,298066584.412800
1965-02-21,301184235.532800
1965-02-22,304521236.812800
1965-02-23,308045044.742400
1965-02-24,311723145.100800
1965-02-25,315523115.683200
1965-02-26,319412681.510400
1965-02-27,323359771.680000
1965-02-28,327332567.664000
1965-03-01,331299551.260800
1965-03-02,335229547.190400
1965-03-03,339091764.307200
1965-03-04,342855830.246400
1965-03-05,346491825.206400
1965-03-06,349970310.720000
1965-03-07,353262355.315200
1965-03-08,356339555.942400
1965-03-09,359174057.673600
1965-03-10,361738567.353600
1965-03-11,364006365.955200
1965-03-12,365951315.577600
1965-03-13,367547863.852800
1965-03-14,368771045.846400
1965-03-15,369596478.441600
1965-03-16,370060715.664000
1965-03-17,370227373.401600
1965-03-18,370113342.249600
1965-03-19,369735845.270400
1965-03-20,369112448.102400
1965-03-21,368261063.193600
1965-03-22,367199954.380800
1965-03-23,365947738.444800
1965-03-24,364523382.777600
1965-03-25,362946201.840000
1965-03-26,361235853.360000
1965-03-27,359412326.409600
1965-03-28,357495934.492800
1965-03-29,355507299.475200
1965-03-30,353467337.846400
1965-03-31,351397241.712000
1965-04-01,349318459.612800
1965-04-02,347252673.110400
1965-04-03,345221772.422400
1965-04-04,343247827.651200
1965-04-05,341353061.395200
1965-04-06,339559814.361600
1965-04-07,337890511.584000
1965-04-08,336367625.616000
1965-04-09,335013637.996800
1965-04-10,333850995.619200
1965-04-11,332902068.480000
1965-04-12,332189102.332800
1965-04-13,331734170.217600
1965-04-14,331559120.534400
1965-04-15,331685524.684800
1965-04-16,331826020.502400
1965-04-17,331692676.790400
1965-04-18,331305760.569600
1965-04-19,330685265.664000
1965-04-20,329850926.611200
1965-04-21,328822232.054400
1965-04-22,327618437.356800
1965-04-23,326258580.758400
1965-04-24,324761498.064000
1965-04-25,323145839.404800
1965-04-26,321430084.790400
1965-04-27,319632562.944000
1965-04-28,317771469.273600
1965-04-29,315864884.361600
1965-04-30,313930795.046400
1965-05-01,311987112.739200
1965-05-02,310051696.579200
1965-05-03,308142374.947200
1965-05-04,306276966.633600
1965-05-05,304473306.240000
1965-05-06,302749267.248000
1965-05-07,301122785.865600
1965-05-08,299611889.020800
1965-05-09,298234718.035200
1965-05-10,297009557.395200
1965-05-11,295954861.104000
1965-05-12,295089281.539200
1965-05-13,294431699.692800
1965-05-14,294001253.251200
1965-05-15,293817367.958400
1965-05-16,293972648.803200
1965-05-17,294527869.891200
1965-05-18,295455487.766400
1965-05-19,296728598.246400
1965-05-20,298320839.654400
1965-05-21,300206301.321600
1965-05-22,302359441.075200
1965-05-23,304755007.910400
1965-05-24,307367972.265600
1965-05-25,310173462.950400
1965-05-26,313146711.417600
1965-05-27,316263002.601600
1965-05-28,319497631.804800
1965-05-29,322825870.828800
1965-05-30,326222937.648000
1965-05-31,329663976.624000
1965-06-01,333124042.521600
1965-06-02,336578093.078400
1965-06-03,340000987.708800
1965-06-04,343367494.848000
1965-06-05,346652302.492800
1965-06-06,349830039.974400
1965-06-07,352875303.532800
1965-06-08,355762690.012800
1965-06-09,358466837.644800
1965-06-10,360962472.441600
1965-06-11,363224463.321600
1965-06-12,365227882.675200
1965-06-13,366948074.016000
1965-06-14,368360728.099200
1965-06-15,369441963.187200
1965-06-16,370276584.076800
1965-06-17,370966188.096000
1965-06-18,371512639.584000
1965-06-19,371918071.929600
1965-06-20,372184909.862400
1965-06-21,372315889.584000
1965-06-22,372314074.579200
1965-06-23,372182872.118400
1965-06-24,371926043.452800
1965-06-25,371547712.627200
1965-06-26,371052373.478400
1965-06-27,370444892.572800
1965-06-28,369730508.947200
1965-06-29,368914832.726400
1965-06-30,368003840.457600
1965-07-01,367003865.692800
1965-07-02,365921590.262400
1965-07-03,364764030.192000
1965-07-04,363538519.200000
1965-07-05,362252690.467200
1965-07-06,360914454.518400
1965-07-07,359531975.376000
1965-07-08,358113642.307200
1965-07-09,356668041.398400
1965-07-10,355203921.686400
1965-07-11,353730159.648000
1965-07-12,352255721.356800
1965-07-13,350789621.529600
1965-07-14,349340879.289600
1965-07-15,347918471.596800
1965-07-16,346486223.808000
1965-07-17,345005590.636800
1965-07-18,343481962.924800
1965-07-19,341920769.184000
1965-07-20,340327473.868800
1965-07-21,338707576.425600
1965-07-22,337066608.873600
1965-07-23,335410133.126400
1965-07-24,333743740.214400
1965-07-25,332073047.260800
1965-07-26,330403694.630400
1965-07-27,328741343.856000
1965-07-28,327091675.737600
1965-07-29,325460385.676800
1965-07-30,323853182.812800
1965-07-31,322275785.443200
1965-08-01,320733918.259200
1965-08-02,319233309.321600
1965-08-03,317779686.691200
1965-08-04,316378773.590400
1965-08-05,315036286.675200
1965-08-06,313757930.592000
1965-08-07,312549394.867200
1965-08-08,311416348.982400
1965-08-09,310364439.523200
1965-08-10,309399284.044800
1965-08-11,308526467.702400
1965-08-12,307751538.758400
1965-08-13,307080003.312000
1965-08-14,306517320.201600
1965-08-15,306068896.339200
1965-08-16,305699390.928000
1965-08-17,305367737.616000
1965-08-18,305070665.472000
1965-08-19,304804844.553600
1965-08-20,304566889.795200
1965-08-21,304353365.673600
1965-08-22,304160790.787200
1965-08-23,303985642.780800
1965-08-24,303824362.060800
1965-08-25,303673356.806400
1965-08-26,303529007.462400
1965-08-27,303387670.627200
1965-08-28,303245682.940800
1965-08-29,303099366.441600
1965-08-30,302945031.763200
1965-08-31,302778982.281600
1965-09-01,302597518.608000
1965-09-02,302396941.872000
1965-09-03,302173558.646400
1965-09-04,301923683.107200
1965-09-05,301643643.081600
1965-09-06,301329781.084800
1965-09-07,300978460.972800
1965-09-08,300586068.979200
1965-09-09,300149018.553600
1965-09-10,299663753.904000
1965-09-11,299126752.848000
1965-09-12,298534530.614400
1965-09-13,297883643.040000
1965-09-14,297170689.766400
1965-09-15,296392317.868800
1965-09-16,295520753.030400
1965-09-17,294536051.107200
1965-09-18,293446611.475200
1965-09-19,292260783.830400
1965-09-20,290986854.796800
1965-09-21,289633034.880000
1965-09-22,288207446.976000
1965-09-23,286718118.163200
1965-09-24,285172971.321600
1965-09-25,283579817.097600
1965-09-26,281946350.793600
1965-09-27,280280146.579200
1965-09-28,278588655.849600
1965-09-29,276879206.448000
1965-09-30,275159002.233600
1965-10-01,273435126.105600
1965-10-02,271714542.076800
1965-10-03,270004099.852800
1965-10-04,268310542.003200
1965-10-05,266640511.305600
1965-10-06,265000557.398400
1965-10-07,263397150.691200
1965-10-08,261836690.486400
1965-10-09,260325520.876800
1965-10-10,258869944.396800
1965-10-11,257476236.624000
1965-10-12,256150665.619200
1965-10-13,254899509.638400
1965-10-14,253729077.523200
1965-10-15,252645730.560000
1965-10-16,251753910.710400
1965-10-17,251134898.515200
1965-10-18,250760480.313600
1965-10-19,250602781.219200
1965-10-20,250634476.540800
1965-10-21,250828984.195200
1965-10-22,251160634.396800
1965-10-23,251604820.339200
1965-10-24,252138128.140800
1965-10-25,252738445.449600
1965-10-26,253385050.003200
1965-10-27,254058677.971200
1965-10-28,254741569.747200
1965-10-29,255417498.547200
1965-10-30,256071775.075200
1965-10-31,256691234.044800
1965-11-01,257264197.804800
1965-11-02,257780421.907200
1965-11-03,258231018.038400
1965-11-04,258608357.078400
1965-11-05,258905952.201600
1965-11-06,259118320.291200
1965-11-07,259240823.481600
1965-11-08,259269489.964800
1965-11-09,259200813.628800
1965-11-10,259031534.083200
1965-11-11,258758395.689600
1965-11-12,258377885.510400
1965-11-13,257885951.299200
1965-11-14,257277698.755200
1965-11-15,256547068.214400
1965-11-16,255672688.982400
1965-11-17,254648552.198400
1965-11-18,253489860.288000
1965-11-19,252211004.380800
1965-11-20,250825710.758400
1965-11-21,249347177.798400
1965-11-22,247788205.056000
1965-11-23,246161315.001600
1965-11-24,244478867.068800
1965-11-25,242753162.371200
1965-11-26,240996540.384000
1965-11-27,239221468.972800
1965-11-28,237440624.832000
1965-11-29,235666967.270400
1965-11-30,233913802.924800
1965-12-01,232194840.969600
1965-12-02,230524245.648000
1965-12-03,228916672.992000
1965-12-04,227387305.814400
1965-12-05,225951877.900800
1965-12-06,224626690.771200
1965-12-07,223428621.542400
1965-12-08,222375123.532800
1965-12-09,221484219.004800
1965-12-10,220774483.353600
1965-12-11,220265020.828800
1965-12-12,219975433.257600
1965-12-13,219925780.128000
1965-12-14,220136529.600000
1965-12-15,220628504.851200
1965-12-16,221370527.664000
1965-12-17,222310394.640000
1965-12-18,223437448.425600
1965-12-19,224740809.446400
1965-12-20,226209376.080000
1965-12-21,227831825.606400
1965-12-22,229596614.121600
1965-12-23,231491977.920000
1965-12-24,233505933.580800
1965-12-25,235626278.400000
1965-12-26,237840591.081600
1965-12-27,240136232.342400
1965-12-28,242500345.603200
1965-12-29,244919857.507200
1965-12-30,247381477.747200
1965-12-31,249871701.225600
1966-01-01,254604197.894400
1966-01-02,257123137.881600
1966-01-03,259607809.468800
1966-01-04,262042361.452800
1966-01-05,264410742.182400
1966-01-06,266696716.838400
1966-01-07,268883887.651200
1966-01-08,270955714.118400
1966-01-09,272895535.123200
1966-01-10,274686592.694400
1966-01-11,276312055.075200
1966-01-12,277755042.470400
1966-01-13,278998652.880000
1966-01-14,280025991.129600
1966-01-15,280820195.308800
1966-01-16,281415532.435200
1966-01-17,281863399.622400
1966-01-18,282172720.176000
1966-01-19,282352487.904000
1966-01-20,282411773.856000
1966-01-21,282359732.198400
1966-01-22,282205605.657600
1966-01-23,281958728.889600
1966-01-24,281628534.096000
1966-01-25,281224549.468800
1966-01-26,280756404.460800
1966-01-27,280233828.316800
1966-01-28,279666649.123200
1966-01-29,279064793.548800
1966-01-30,278438283.388800
1966-01-31,277797233.145600
1966-02-01,277151844.672000
1966-02-02,276512402.851200
1966-02-03,275889268.339200
1966-02-04,275292871.516800
1966-02-05,274733703.504000
1966-02-06,274222307.347200
1966-02-07,273769267.910400
1966-02-08,273385201.248000
1966-02-09,273080741.904000
1966-02-10,272866530.729600
1966-02-11,272753200.972800
1966-02-12,272751363.072000
1966-02-13,272871589.276800
1966-02-14,273124396.886400
1966-02-15,273520230.019200
1966-02-16,274311083.174400
1966-02-17,275711128.300800
1966-02-18,277673475.427200
1966-02-19,280150628.140800
1966-02-20,283094616.729600
1966-02-21,286457120.006400
1966-02-22,290189585.232000
1966-02-23,294243338.448000
1966-02-24,298569689.107200
1966-02-25,303120026.150400
1966-02-26,307845911.404800
1966-02-27,312699160.713600
1966-02-28,317631922.819200
1966-03-01,322596749.606400
1966-03-02,327546659.260800
1966-03-03,332435193.897600
1966-03-04,337216467.859200
1966-03-05,341845214.371200
1966-03-06,346276818.547200
1966-03-07,350467349.875200
1966-03-08,354373583.558400
1966-03-09,357953018.054400
1966-03-10,361163883.715200
1966-03-11,363965146.156800
1966-03-12,366316501.334400
1966-03-13,368178366.124800
1966-03-14,369511858.540800
1966-03-15,370278777.340800
1966-03-16,370563448.406400
1966-03-17,370490721.379200
1966-03-18,370084124.102400
1966-03-19,369367702.473600
1966-03-20,368365907.347200
1966-03-21,367103491.459200
1966-03-22,365605410.240000
1966-03-23,363896731.094400
1966-03-24,362002548.384000
1966-03-25,359947904.198400
1966-03-26,357757719.408000
1966-03-27,355456725.667200
1966-03-28,353069408.390400
1966-03-29,350619955.689600
1966-03-30,348132211.977600
1966-03-31,345629639.433600
1966-04-01,343135287.504000
1966-04-02,340671765.427200
1966-04-03,338261225.558400
1966-04-04,335925349.286400
1966-04-05,333685343.145600
1966-04-06,331561938.729600
1966-04-07,329575401.504000
1966-04-08,327745543.766400
1966-04-09,326091746.246400
1966-04-10,324632985.580800
1966-04-11,323387869.132800
1966-04-12,322374673.699200
1966-04-13,321611395.104000
1966-04-14,321115800.816000
1966-04-15,320905489.996800
1966-04-16,320779569.168000
1966-04-17,320531890.694400
1966-04-18,320172012.748800
1966-04-19,319709389.737600
1966-04-20,319153371.436800
1966-04-21,318513203.078400
1966-04-22,317798025.955200
1966-04-23,317016878.716800
1966-04-24,316178700.307200
1966-04-25,315292332.729600
1966-04-26,314366524.675200
1966-04-27,313409937.830400
1966-04-28,312431150.851200
1966-04-29,311438667.139200
1966-04-30,310440921.840000
1966-05-01,309446289.705600
1966-05-02,308463094.339200
1966-05-03,307499618.736000
1966-05-04,306564114.441600
1966-05-05,305664814.944000
1966-05-06,304809946.560000
1966-05-07,304007742.000000
1966-05-08,303266455.488000
1966-05-09,302594375.462400
1966-05-10,301999842.892800
1966-05-11,301491264.931200
1966-05-12,301077134.956800
1966-05-13,300766049.078400
1966-05-14,300566726.092800
1966-05-15,300488025.888000
1966-05-16,300667675.507200
1966-05-17,301218944.832000
1966-05-18,302114709.014400
1966-05-19,303328535.788800
1966-05-20,304834590.777600
1966-05-21,306607552.128000
1966-05-22,308622526.444800
1966-05-23,310854977.424000
1966-05-24,313280656.992000
1966-05-25,315875545.516800
1966-05-26,318615797.116800
1966-05-27,321477691.795200
1966-05-28,324437596.387200
1966-05-29,327471930.086400
1966-05-30,330557136.019200
1966-05-31,333669662.668800
1966-06-01,336785949.100800
1966-06-02,339882417.619200
1966-06-03,342935474.025600
1966-06-04,345921513.580800
1966-06-05,348816934.137600
1966-06-06,351598156.531200
1966-06-07,354241649.462400
1966-06-08,356723964.144000
1966-06-09,359021773.612800
1966-06-10,361111918.694400
1966-06-11,362971462.780800
1966-06-12,364577750.582400
1966-06-13,365908474.569600
1966-06-14,366941749.795200
1966-06-15,367656191.827200
1966-06-16,368162101.670400
1966-06-17,368583198.336000
1966-06-18,368918832.700800
1966-06-19,369168602.659200
1966-06-20,369332365.478400
1966-06-21,369410247.043200
1966-06-22,369402648.854400
1966-06-23,369310255.372800
1966-06-24,369134037.561600
1966-06-25,368875255.651200
1966-06-26,368535461.299200
1966-06-27,368116495.862400
1966-06-28,367620488.236800
1966-06-29,367049851.315200
1966-06-30,366407275.680000
1966-07-01,365695722.777600
1966-07-02,364918415.760000
1966-07-03,364078828.252800
1966-07-04,363180672.345600
1966-07-05,362227884.595200
1966-07-06,361224609.177600
1966-07-07,360175182.422400
1966-07-08,359084110.867200
1966-07-09,357956052.163200
1966-07-10,356795792.611200
1966-07-11,355608222.278400
1966-07-12,354398307.696000
1966-07-13,353171067.494400
1966-07-14,351931540.003200
1966-07-15,350684753.529600
1966-07-16,349403254.041600
1966-07-17,348059985.724800
1966-07-18,346660575.724800
1966-07-19,345210688.252800
1966-07-20,343716024.412800
1966-07-21,342182318.054400
1966-07-22,340615336.723200
1966-07-23,339020877.168000
1966-07-24,337404764.044800
1966-07-25,335772849.139200
1966-07-26,334131005.750400
1966-07-27,332485128.864000
1966-07-28,330841131.868800
1966-07-29,329204942.668800
1966-07-30,327582502.041600
1966-07-31,325979760.096000
1966-08-01,324402673.075200
1966-08-02,322857199.814400
1966-08-03,321349298.976000
1966-08-04,319884924.729600
1966-08-05,318470023.209600
1966-08-06,317110529.664000
1966-08-07,315812363.184000
1966-08-08,314581423.161600
1966-08-09,313423585.401600
1966-08-10,312344697.283200
1966-08-11,311350573.526400
1966-08-12,310446992.044800
1966-08-13,309639688.502400
1966-08-14,308934351.734400
1966-08-15,308336618.736000
1966-08-16,307788401.836800
1966-08-17,307228255.603200
1966-08-18,306656708.976000
1966-08-19,306074256.768000
1966-08-20,305481360.960000
1966-08-21,304878454.243200
1966-08-22,304265942.092800
1966-08-23,303644206.224000
1966-08-24,303013606.147200
1966-08-25,302374482.710400
1966-08-26,301727160.086400
1966-08-27,301071947.241600
1966-08-28,300409141.132800
1966-08-29,299739028.348800
1966-08-30,299061887.097600
1966-08-31,298377988.848000
1966-09-01,297687601.094400
1966-09-02,296990987.011200
1966-09-03,296288409.859200
1966-09-04,295580131.603200
1966-09-05,294866416.281600
1966-09-06,294147530.352000
1966-09-07,293423744.678400
1966-09-08,292695334.358400
1966-09-09,291962580.883200
1966-09-10,291225773.174400
1966-09-11,290485206.547200
1966-09-12,289741186.080000
1966-09-13,288994025.232000
1966-09-14,288244047.052800
1966-09-15,287491584.700800
1966-09-16,286709891.328000
1966-09-17,285874742.275200
1966-09-18,284990140.454400
1966-09-19,284059945.699200
1966-09-20,283087892.995200
1966-09-21,282077611.315200
1966-09-22,281032641.504000
1966-09-23,279956452.262400
1966-09-24,278852455.612800
1966-09-25,277724020.723200
1966-09-26,276574486.953600
1966-09-27,275407175.779200
1966-09-28,274225401.676800
1966-09-29,273032481.542400
1966-09-30,271831743.331200
1966-10-01,270626533.142400
1966-10-02,269420222.304000
1966-10-03,268216211.692800
1966-10-04,267017936.313600
1966-10-05,265828867.545600
1966-10-06,264652515.993600
1966-10-07,263492431.920000
1966-10-08,262352204.035200
1966-10-09,261235459.065600
1966-10-10,260145858.556800
1966-10-11,259087094.726400
1966-10-12,258062886.403200
1966-10-13,257076973.152000
1966-10-14,256133106.892800
1966-10-15,255235045.420800
1966-10-16,254494989.331200
1966-10-17,254004816.902400
1966-10-18,253737921.340800
1966-10-19,253668021.926400
1966-10-20,253769350.723200
1966-10-21,254016824.947200
1966-10-22,254386198.598400
1966-10-23,254854196.121600
1966-10-24,255398628.268800
1966-10-25,255998489.558400
1966-10-26,256634037.158400
1966-10-27,257286851.798400
1966-10-28,257939881.315200
1966-10-29,258577462.512000
1966-10-30,259185330.662400
1966-10-31,259750603.785600
1966-11-01,260261754.912000
1966-11-02,260708561.884800
1966-11-03,261082040.227200
1966-11-04,261374358.643200
1966-11-05,261578734.646400
1966-11-06,261689313.859200
1966-11-07,261701028.057600
1966-11-08,261609438.441600
1966-11-09,261410558.428800
1966-11-10,261100658.563200
1966-11-11,260676053.020800
1966-11-12,260132869.180800
1966-11-13,259466796.547200
1966-11-14,258672819.427200
1966-11-15,257744931.897600
1966-11-16,256789041.177600
1966-11-17,255914468.496000
1966-11-18,255119399.280000
1966-11-19,254402003.145600
1966-11-20,253760425.776000
1966-11-21,253192776.566400
1966-11-22,252697121.020800
1966-11-23,252271473.148800
1966-11-24,251913788.726400
1966-11-25,251621959.420800
1966-11-26,251393810.371200
1966-11-27,251227096.473600
1966-11-28,251119499.875200
1966-11-29,251068631.356800
1966-11-30,251072029.296000
1966-12-01,251127162.604800
1966-12-02,251231433.667200
1966-12-03,251382181.968000
1966-12-04,251576691.350400
1966-12-05,251812194.336000
1966-12-06,252085881.110400
1966-12-07,252394909.459200
1966-12-08,252736413.062400
1966-12-09,253107515.145600
1966-12-10,253505338.502400
1966-12-11,253927021.824000
1966-12-12,254369732.918400
1966-12-13,254830685.990400
1966-12-14,255307158.489600
