period_index,start_day,end_day_exclusive,duration_days,total_inflow,total_evaporation,total_drink_water_met,total_unmet_drink_water,total_food_water_demand,total_food_water_met,total_unmet_food_water,total_food_produced,total_production_release,total_generated_electricity_kwh,total_generated_electricity_mwh,total_spill,total_release_for_routing,total_downstream_release,total_routing_loss,total_energy_value
0,0,1,1,396,43.2,10.8,113.4,260.1299999945444,0,260.1299999945444,0,1048.5,177.2453921,0.1772453921,0,1048.5,1048.5,0,102.88024125224999
1,1,2,1,459,43.2,10.8,113.4,260.1299999945444,0,260.1299999945444,0,1109.1,176.85116477000003,0.17685116477,0,1109.1,1109.1,0,102.72294454758
2,2,3,1,971,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1047.2600000022817,146.0028761975,0.1460028761975,0,1047.2600000022817,1047.2600000022817,0,90.4144774071525
3,3,4,1,1033.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1010.2200000045632,129.13131940487477,0.12913131940487477,0,1010.2200000045632,1010.2200000045632,0,77.68215969502003
4,4,5,1,1096.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,945.7200000045632,104.78263328612479,0.10478263328612479,0,945.7200000045632,945.7200000045632,0,60.316311579998164
5,5,6,1,1096.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,945.7200000045632,104.78263328612479,0.10478263328612479,0,945.7200000045632,945.7200000045632,0,60.316311579998164
6,6,7,1,1096.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,928.7200000045632,98.73928522362479,0.0987392852236248,0,928.7200000045632,928.7200000045632,0,56.00136106337316
7,7,8,1,1096.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,922.7200000045632,96.60633884862477,0.09660633884862477,0,922.7200000045632,922.7200000045632,0,54.478437351623164
8,8,9,1,1079.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,922.7200000045632,96.60633884862477,0.09660633884862477,13.799999999999955,936.5200000045631,936.5200000045631,0,54.478437351623164
9,9,10,1,1073.9600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,922.7200000045632,96.60633884862477,0.09660633884862477,40.200000000000045,962.9200000045632,962.9200000045632,0,54.478437351623164
10,10,11,1,1279.7600000022817,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1128.5200000045631,148.85617004862476,0.14885617004862475,40.200000000000045,1168.7200000045632,1168.7200000045632,0,86.84720778002317
11,11,12,1,1317.5600000022819,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1166.320000004563,150.46985430612477,0.15046985430612478,40.200000000000045,1206.5200000045634,1206.5200000045634,0,87.34705420152066
12,12,13,1,1156.1600000022818,43.2,10.8,113.4,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1004.9200000045632,103.6994887936248,0.1036994887936248,40.200000000000045,1045.1200000045633,1045.1200000045633,0,57.41661437761192
13,13,14,1,1451.1200000045635,43.2,108,16.2,260.1299999945444,191.8399999977184,68.28999999682601,289.02981818582873,1067.880000006845,120.8330792752457,0.1208330792752457,40.200000000000045,1108.080000006845,1108.080000006845,0,68.03087368097607
14,14,15,1,1514.1200000045635,43.2,108,16.2,260.1299999945444,191.8399999977184,68.28999999682601,289.02981818582873,1130.880000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1171.080000006845,1171.080000006845,0,78.65187647779481
15,15,16,1,1514.1200000045635,43.2,108,16.2,260.1299999945444,191.8399999977184,68.28999999682601,289.02981818582873,1130.880000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1171.080000006845,1171.080000006845,0,78.65187647779481
16,16,17,1,1414.1200000045635,43.2,108,16.2,260.1299999945444,91.8399999977184,168.28999999682603,125.39345454648989,1130.880000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1171.080000006845,1171.080000006845,0,78.65187647779481
17,17,18,1,1286.6200000045635,43.2,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1130.880000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1171.080000006845,1171.080000006845,0,78.65187647779481
18,18,19,1,1399.1200000045635,96,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1190.580000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1230.780000006845,1230.780000006845,0,78.65187647779481
19,19,20,1,1399.1200000045635,96,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1190.580000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1230.780000006845,1230.780000006845,0,78.65187647779481
20,20,21,1,1399.1200000045635,96,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1190.580000006845,137.9775551377457,0.1379775551377457,40.200000000000045,1230.780000006845,1230.780000006845,0,78.65187647779481
21,21,22,1,1412.9200000045635,96,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1204.380000006845,141.73301175524568,0.1417330117552457,40.200000000000045,1244.580000006845,1244.580000006845,0,80.97838185233607
22,22,23,1,1439.3200000045636,96,15.3,108.9,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
23,23,24,1,1631.3200000045636,96,108,16.2,260.1299999945444,156.3399999977184,103.78999999682603,230.93890909386346,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
24,24,25,1,1628.9200000045635,96,108,16.2,260.1299999945444,153.93999999771842,106.18999999682602,227.01163636651933,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0.000000000000014210854715202004,85.42908778624108
25,25,26,1,1441.1200000045635,96,17.1,107.10000000000001,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
26,26,27,1,1504.0800000068452,96,80.0600000022816,44.139999997718405,260.1299999945444,57.0399999977184,203.08999999682604,68.448,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
27,27,28,1,1567.0800000068452,96,108,16.2,260.1299999945444,92.1,168.02999999454445,125.81890909568571,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
28,28,29,1,1567.0800000068452,96,108,16.2,260.1299999945444,92.1,168.02999999454445,125.81890909568571,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
29,29,30,1,1567.0800000068452,96,108,16.2,260.1299999945444,92.1,168.02999999454445,125.81890909568571,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
30,30,31,1,1567.0800000068452,96,108,16.2,260.1299999945444,92.1,168.02999999454445,125.81890909568571,1230.780000006845,148.9173635452457,0.1489173635452457,40.200000000000045,1270.980000006845,1270.980000006845,0,85.42908778624108
31,31,32,1,1626.7800000068453,96,124.2,0,260.1299999945444,110.50000000018399,149.62999999436045,146.0589090956857,1255.880000006661,148.9173635452457,0.1489173635452457,40.200000000000045,1296.080000006661,1296.080000006661,0,85.42908778624108
32,32,33,1,1626.7800000068453,96,124.2,0,260.1299999945444,110.50000000018399,149.62999999436045,146.0589090956857,1255.880000006661,148.9173635452457,0.1489173635452457,40.200000000000045,1296.080000006661,1296.080000006661,0,85.42908778624108
33,33,34,1,1626.7800000068453,96,124.2,0,260.1299999945444,110.50000000018399,149.62999999436045,146.0589090956857,1255.880000006661,148.9173635452457,0.1489173635452457,40.200000000000045,1296.080000006661,1296.080000006661,0,85.42908778624108
34,34,35,1,1640.5800000068452,96,124.2,0,260.1299999945444,124.30000000018397,135.82999999436043,168.64072727791444,1255.880000006661,148.9173635452457,0.1489173635452457,40.200000000000045,1296.080000006661,1296.080000006661,0,85.42908778624108
