date,price_eur_m3
1972-07-14,0.00754979
1972-07-15,0.00753587
1972-07-16,0.00752300
1972-07-17,0.00751097
1972-07-18,0.00749999
1972-07-19,0.00748992
1972-07-20,0.00748075
1972-07-21,0.00747264
1972-07-22,0.00746544
1972-07-23,0.00745921
1972-07-24,0.00745397
1972-07-25,0.00744963
1972-07-26,0.00744634
1972-07-27,0.00744397
1972-07-28,0.00744264
1972-07-29,0.00744222
1972-07-30,0.00744278
1972-07-31,0.00744432
1972-08-01,0.00744683
1972-08-02,0.00745033
1972-08-03,0.00745481
1972-08-04,0.00746019
1972-08-05,0.00746663
1972-08-06,0.00747397
1972-08-07,0.00748229
1972-08-08,0.00749153
1972-08-09,0.00750181
1972-08-10,0.00751300
1972-08-11,0.00752510
1972-08-12,0.00753825
1972-08-13,0.00755223
1972-08-14,0.00756720
1972-08-15,0.00758315
1972-08-16,0.00760000
1972-08-17,0.00761777
1972-08-18,0.00763644
1972-08-19,0.00765603
1972-08-20,0.00767652
1972-08-21,0.00769799
1972-08-22,0.00772030
1972-08-23,0.00774345
1972-08-24,0.00776758
1972-08-25,0.00779255
1972-08-26,0.00781836
1972-08-27,0.00784500
1972-08-28,0.00787256
1972-08-29,0.00790096
1972-08-30,0.00793019
1972-08-31,0.00796027
1972-09-01,0.00799111
1972-09-02,0.00802279
1972-09-03,0.00805525
1972-09-04,0.00808854
1972-09-05,0.00812260
1972-09-06,0.00815743
1972-09-07,0.00819303
1972-09-08,0.00822933
1972-09-09,0.00826640
1972-09-10,0.00830423
1972-09-11,0.00834270
1972-09-12,0.00838194
1972-09-13,0.00842187
1972-09-14,0.00846251
1972-09-15,0.00850377
1972-09-16,0.00854567
1972-09-17,0.00858826
1972-09-18,0.00863148
1972-09-19,0.00867527
1972-09-20,0.00871975
1972-09-21,0.00876472
1972-09-22,0.00881032
1972-09-23,0.00885655
1972-09-24,0.00890327
1972-09-25,0.00895055
1972-09-26,0.00899832
1972-09-27,0.00904665
1972-09-28,0.00909540
1972-09-29,0.00914471
1972-09-30,0.00919443
1972-10-01,0.00924465
1972-10-02,0.00929529
1972-10-03,0.00934634
1972-10-04,0.00939782
1972-10-05,0.00944972
1972-10-06,0.00950196
1972-10-07,0.00955456
1972-10-08,0.00960750
1972-10-09,0.00966080
1972-10-10,0.00971437
1972-10-11,0.00976830
1972-10-12,0.00982250
1972-10-13,0.00987691
1972-10-14,0.00993161
1972-10-15,0.00998658
1972-10-16,0.01004169
1972-10-17,0.01009709
1972-10-18,0.01015262
1972-10-19,0.01020836
1972-10-20,0.01026417
1972-10-21,0.01032019
1972-10-22,0.01037629
1972-10-23,0.01043252
1972-10-24,0.01048882
1972-10-25,0.01054519
1972-10-26,0.01060164
1972-10-27,0.01065815
1972-10-28,0.01071459
1972-10-29,0.01077110
1972-10-30,0.01082754
1972-10-31,0.01088398
1972-11-01,0.01094043
1972-11-02,0.01099673
1972-11-03,0.01105303
1972-11-04,0.01110912
1972-11-05,0.01116521
1972-11-06,0.01122110
1972-11-07,0.01127684
1972-11-08,0.01133244
1972-11-09,0.01138790
1972-11-10,0.01144309
1972-11-11,0.01149813
1972-11-12,0.01155289
1972-11-13,0.01160745
1972-11-14,0.01166172
1972-11-15,0.01171572
1972-11-16,0.01176936
1972-11-17,0.01182279
1972-11-18,0.01187588
1972-11-19,0.01192854
1972-11-20,0.01198093
1972-11-21,0.01203297
1972-11-22,0.01208451
1972-11-23,0.01213571
1972-11-24,0.01218655
1972-11-25,0.01223684
1972-11-26,0.01228678
1972-11-27,0.01233623
1972-11-28,0.01238519
1972-11-29,0.01243365
1972-11-30,0.01248163
1972-12-01,0.01252905
1972-12-02,0.01257598
1972-12-03,0.01262228
1972-12-04,0.01266809
1972-12-05,0.01271335
1972-12-06,0.01275797
1972-12-07,0.01280196
1972-12-08,0.01284539
1972-12-09,0.01288820
1972-12-10,0.01293030
1972-12-11,0.01297178
1972-12-12,0.01301262
1972-12-13,0.01305277
1972-12-14,0.01309221
1972-12-15,0.01313096
1972-12-16,0.01316901
1972-12-17,0.01320636
1972-12-18,0.01324293
1972-12-19,0.01327874
1972-12-20,0.01331378
1972-12-21,0.01334812
1972-12-22,0.01338163
1972-12-23,0.01341436
1972-12-24,0.01344632
1972-12-25,0.01347744
1972-12-26,0.01350780
1972-12-27,0.01353731
1972-12-28,0.01356592
1972-12-29,0.01359376
1972-12-30,0.01362075
1972-12-31,0.01364684
1973-01-01,0.01364684
1973-01-02,0.01367209
1973-01-03,0.01369650
1973-01-04,0.01372000
1973-01-05,0.01374259
1973-01-06,0.01376427
1973-01-07,0.01378511
1973-01-08,0.01380498
1973-01-09,0.01382400
1973-01-10,0.01384204
1973-01-11,0.01385918
1973-01-12,0.01387541
1973-01-13,0.01389072
1973-01-14,0.01390506
1973-01-15,0.01391842
1973-01-16,0.01393087
1973-01-17,0.01394241
1973-01-18,0.01395297
1973-01-19,0.01396255
1973-01-20,0.01397115
1973-01-21,0.01397885
1973-01-22,0.01398556
1973-01-23,0.01399130
1973-01-24,0.01399605
1973-01-25,0.01399990
1973-01-26,0.01400270
1973-01-27,0.01400458
1973-01-28,0.01400542
1973-01-29,0.01400535
1973-01-30,0.01400431
1973-01-31,0.01400228
1973-02-01,0.01399927
1973-02-02,0.01399528
1973-02-03,0.01399039
1973-02-04,0.01398444
1973-02-05,0.01397759
1973-02-06,0.01396975
1973-02-07,0.01396094
1973-02-08,0.01395122
1973-02-09,0.01394045
1973-02-10,0.01392884
1973-02-11,0.01391618
1973-02-12,0.01390261
1973-02-13,0.01388813
1973-02-14,0.01387268
1973-02-15,0.01385631
1973-02-16,0.01383904
1973-02-17,0.01382078
1973-02-18,0.01380162
1973-02-19,0.01378155
1973-02-20,0.01376063
1973-02-21,0.01373874
1973-02-22,0.01371601
1973-02-23,0.01369237
1973-02-24,0.01366782
1973-02-25,0.01364243
1973-02-26,0.01361614
1973-02-27,0.01358907
1973-02-28,0.01356109
1973-03-01,0.01353228
1973-03-02,0.01350262
1973-03-03,0.01347220
1973-03-04,0.01344087
1973-03-05,0.01340883
1973-03-06,0.01337596
1973-03-07,0.01334225
1973-03-08,0.01330784
1973-03-09,0.01327266
1973-03-10,0.01323664
1973-03-11,0.01319999
1973-03-12,0.01316250
1973-03-13,0.01312439
1973-03-14,0.01308550
1973-03-15,0.01304591
1973-03-16,0.01300563
1973-03-17,0.01296471
1973-03-18,0.01292310
1973-03-19,0.01288085
1973-03-20,0.01283798
1973-03-21,0.01279448
1973-03-22,0.01275034
1973-03-23,0.01270558
1973-03-24,0.01266026
1973-03-25,0.01261438
1973-03-26,0.01256794
1973-03-27,0.01252094
1973-03-28,0.01247338
1973-03-29,0.01242533
1973-03-30,0.01237679
1973-03-31,0.01232776
1973-04-01,0.01227825
1973-04-02,0.01222824
1973-04-03,0.01217781
1973-04-04,0.01212697
1973-04-05,0.01207570
1973-04-06,0.01202401
1973-04-07,0.01197198
1973-04-08,0.01191952
1973-04-09,0.01186672
1973-04-10,0.01181363
1973-04-11,0.01176020
1973-04-12,0.01170641
1973-04-13,0.01165242
1973-04-14,0.01159808
1973-04-15,0.01154352
1973-04-16,0.01148869
1973-04-17,0.01143365
1973-04-18,0.01137839
1973-04-19,0.01132293
1973-04-20,0.01126733
1973-04-21,0.01121152
1973-04-22,0.01115556
1973-04-23,0.01109954
1973-04-24,0.01104331
1973-04-25,0.01098708
1973-04-26,0.01093070
1973-04-27,0.01087433
1973-04-28,0.01081789
1973-04-29,0.01076138
1973-04-30,0.01070487
1973-05-01,0.01064843
1973-05-02,0.01059198
1973-05-03,0.01053554
1973-05-04,0.01047917
1973-05-05,0.01042287
1973-05-06,0.01036664
1973-05-07,0.01031054
1973-05-08,0.01025459
1973-05-09,0.01019871
1973-05-10,0.01014304
1973-05-11,0.01008757
1973-05-12,0.01003225
1973-05-13,0.00997714
1973-05-14,0.00992223
1973-05-15,0.00986754
1973-05-16,0.00981313
1973-05-17,0.00975899
1973-05-18,0.00970514
1973-05-19,0.00965163
1973-05-20,0.00959841
1973-05-21,0.00954547
1973-05-22,0.00949294
1973-05-23,0.00944076
1973-05-24,0.00938894
1973-05-25,0.00933753
1973-05-26,0.00928655
1973-05-27,0.00923598
1973-05-28,0.00918590
1973-05-29,0.00913617
1973-05-30,0.00908701
1973-05-31,0.00903826
1973-06-01,0.00899007
1973-06-02,0.00894237
1973-06-03,0.00889516
1973-06-04,0.00884858
1973-06-05,0.00880249
1973-06-06,0.00875696
1973-06-07,0.00871206
1973-06-08,0.00866771
1973-06-09,0.00862400
1973-06-10,0.00858092
1973-06-11,0.00853839
1973-06-12,0.00849657
1973-06-13,0.00845544
1973-06-14,0.00841495
1973-06-15,0.00837515
1973-06-16,0.00833606
1973-06-17,0.00829766
1973-06-18,0.00825996
1973-06-19,0.00822303
1973-06-20,0.00818680
1973-06-21,0.00815141
1973-06-22,0.00811672
1973-06-23,0.00808280
1973-06-24,0.00804965
1973-06-25,0.00801727
1973-06-26,0.00798572
1973-06-27,0.00795502
1973-06-28,0.00792509
1973-06-29,0.00789599
1973-06-30,0.00786780
1973-07-01,0.00784039
1973-07-02,0.00781381
1973-07-03,0.00778814
1973-07-04,0.00776338
1973-07-05,0.00773939
1973-07-06,0.00771638
1973-07-07,0.00769421
1973-07-08,0.00767295
1973-07-09,0.00765260
1973-07-10,0.00763315
1973-07-11,0.00761462
1973-07-12,0.00759700
1973-07-13,0.00758035
1973-07-14,0.00756461
1973-07-15,0.00754979
1973-07-16,0.00753587
1973-07-17,0.00752300
1973-07-18,0.00751097
1973-07-19,0.00749999
1973-07-20,0.00748992
1973-07-21,0.00748075
1973-07-22,0.00747264
1973-07-23,0.00746544
1973-07-24,0.00745921
1973-07-25,0.00745397
1973-07-26,0.00744963
1973-07-27,0.00744634
1973-07-28,0.00744397
1973-07-29,0.00744264
1973-07-30,0.00744222
1973-07-31,0.00744278
1973-08-01,0.00744432
1973-08-02,0.00744683
1973-08-03,0.00745033
1973-08-04,0.00745481
1973-08-05,0.00746019
1973-08-06,0.00746663
1973-08-07,0.00747397
1973-08-08,0.00748229
1973-08-09,0.00749153
1973-08-10,0.00750181
1973-08-11,0.00751300
1973-08-12,0.00752510
1973-08-13,0.00753825
1973-08-14,0.00755223
1973-08-15,0.00756720
1973-08-16,0.00758315
1973-08-17,0.00760000
1973-08-18,0.00761777
1973-08-19,0.00763644
1973-08-20,0.00765603
1973-08-21,0.00767652
1973-08-22,0.00769799
1973-08-23,0.00772030
1973-08-24,0.00774345
1973-08-25,0.00776758
1973-08-26,0.00779255
1973-08-27,0.00781836
1973-08-28,0.00784500
1973-08-29,0.00787256
1973-08-30,0.00790096
1973-08-31,0.00793019
1973-09-01,0.00796027
1973-09-02,0.00799111
1973-09-03,0.00802279
1973-09-04,0.00805525
1973-09-05,0.00808854
1973-09-06,0.00812260
1973-09-07,0.00815743
1973-09-08,0.00819303
1973-09-09,0.00822933
1973-09-10,0.00826640
1973-09-11,0.00830423
1973-09-12,0.00834270
1973-09-13,0.00838194
1973-09-14,0.00842187
1973-09-15,0.00846251
1973-09-16,0.00850377
1973-09-17,0.00854567
1973-09-18,0.00858826
1973-09-19,0.00863148
1973-09-20,0.00867527
1973-09-21,0.00871975
1973-09-22,0.00876472
1973-09-23,0.00881032
1973-09-24,0.00885655
1973-09-25,0.00890327
1973-09-26,0.00895055
1973-09-27,0.00899832
1973-09-28,0.00904665
1973-09-29,0.00909540
1973-09-30,0.00914471
1973-10-01,0.00919443
1973-10-02,0.00924465
1973-10-03,0.00929529
1973-10-04,0.00934634
1973-10-05,0.00939782
1973-10-06,0.00944972
1973-10-07,0.00950196
1973-10-08,0.00955456
1973-10-09,0.00960750
1973-10-10,0.00966080
1973-10-11,0.00971437
1973-10-12,0.00976830
1973-10-13,0.00982250
1973-10-14,0.00987691
1973-10-15,0.00993161
1973-10-16,0.00998658
1973-10-17,0.01004169
1973-10-18,0.01009709
1973-10-19,0.01015262
1973-10-20,0.01020836
1973-10-21,0.01026417
1973-10-22,0.01032019
1973-10-23,0.01037629
1973-10-24,0.01043252
1973-10-25,0.01048882
1973-10-26,0.01054519
1973-10-27,0.01060164
1973-10-28,0.01065815
1973-10-29,0.01071459
1973-10-30,0.01077110
1973-10-31,0.01082754
1973-11-01,0.01088398
1973-11-02,0.01094043
1973-11-03,0.01099673
1973-11-04,0.01105303
1973-11-05,0.01110912
1973-11-06,0.01116521
1973-11-07,0.01122110
1973-11-08,0.01127684
1973-11-09,0.01133244
1973-11-10,0.01138790
1973-11-11,0.01144309
1973-11-12,0.01149813
1973-11-13,0.01155289
1973-11-14,0.01160745
1973-11-15,0.01166172
1973-11-16,0.01171572
1973-11-17,0.01176936
1973-11-18,0.01182279
1973-11-19,0.01187588
1973-11-20,0.01192854
1973-11-21,0.01198093
1973-11-22,0.01203297
1973-11-23,0.01208451
1973-11-24,0.01213571
1973-11-25,0.01218655
1973-11-26,0.01223684
1973-11-27,0.01228678
1973-11-28,0.01233623
1973-11-29,0.01238519
1973-11-30,0.01243365
1973-12-01,0.01248163
1973-12-02,0.01252905
1973-12-03,0.01257598
1973-12-04,0.01262228
1973-12-05,0.01266809
1973-12-06,0.01271335
1973-12-07,0.01275797
1973-12-08,0.01280196
1973-12-09,0.01284539
1973-12-10,0.01288820
1973-12-11,0.01293030
1973-12-12,0.01297178
1973-12-13,0.01301262
1973-12-14,0.01305277
1973-12-15,0.01309221
1973-12-16,0.01313096
1973-12-17,0.01316901
1973-12-18,0.01320636
1973-12-19,0.01324293
1973-12-20,0.01327874
1973-12-21,0.01331378
1973-12-22,0.01334812
1973-12-23,0.01338163
1973-12-24,0.01341436
1973-12-25,0.01344632
1973-12-26,0.01347744
1973-12-27,0.01350780
1973-12-28,0.01353731
1973-12-29,0.01356592
1973-12-30,0.01359376
1973-12-31,0.01362075
1974-01-01,0.01364684
1974-01-02,0.01367209
1974-01-03,0.01369650
1974-01-04,0.01372000
1974-01-05,0.01374259
1974-01-06,0.01376427
1974-01-07,0.01378511
1974-01-08,0.01380498
1974-01-09,0.01382400
1974-01-10,0.01384204
1974-01-11,0.01385918
1974-01-12,0.01387541
1974-01-13,0.01389072
1974-01-14,0.01390506
1974-01-15,0.01391842
1974-01-16,0.01393087
1974-01-17,0.01394241
1974-01-18,0.01395297
1974-01-19,0.01396255
1974-01-20,0.01397115
1974-01-21,0.01397885
1974-01-22,0.01398556
1974-01-23,0.01399130
1974-01-24,0.01399605
1974-01-25,0.01399990
1974-01-26,0.01400270
1974-01-27,0.01400458
1974-01-28,0.01400542
1974-01-29,0.01400535
1974-01-30,0.01400431
1974-01-31,0.01400228
1974-02-01,0.01399927
1974-02-02,0.01399528
1974-02-03,0.01399039
1974-02-04,0.01398444
1974-02-05,0.01397759
1974-02-06,0.01396975
1974-02-07,0.01396094
1974-02-08,0.01395122
1974-02-09,0.01394045
1974-02-10,0.01392884
1974-02-11,0.01391618
1974-02-12,0.01390261
1974-02-13,0.01388813
1974-02-14,0.01387268
1974-02-15,0.01385631
1974-02-16,0.01383904
1974-02-17,0.01382078
1974-02-18,0.01380162
1974-02-19,0.01378155
1974-02-20,0.01376063
1974-02-21,0.01373874
1974-02-22,0.01371601
1974-02-23,0.01369237
1974-02-24,0.01366782
1974-02-25,0.01364243
1974-02-26,0.01361614
1974-02-27,0.01358907
1974-02-28,0.01356109
1974-03-01,0.01353228
1974-03-02,0.01350262
1974-03-03,0.01347220
1974-03-04,0.01344087
1974-03-05,0.01340883
1974-03-06,0.01337596
1974-03-07,0.01334225
1974-03-08,0.01330784
1974-03-09,0.01327266
1974-03-10,0.01323664
1974-03-11,0.01319999
1974-03-12,0.01316250
1974-03-13,0.01312439
1974-03-14,0.01308550
1974-03-15,0.01304591
1974-03-16,0.01300563
1974-03-17,0.01296471
1974-03-18,0.01292310
1974-03-19,0.01288085
1974-03-20,0.01283798
1974-03-21,0.01279448
1974-03-22,0.01275034
1974-03-23,0.01270558
1974-03-24,0.01266026
1974-03-25,0.01261438
1974-03-26,0.01256794
1974-03-27,0.01252094
1974-03-28,0.01247338
1974-03-29,0.01242533
1974-03-30,0.01237679
1974-03-31,0.01232776
1974-04-01,0.01227825
1974-04-02,0.01222824
1974-04-03,0.01217781
1974-04-04,0.01212697
1974-04-05,0.01207570
1974-04-06,0.01202401
1974-04-07,0.01197198
1974-04-08,0.01191952
1974-04-09,0.01186672
1974-04-10,0.01181363
1974-04-11,0.01176020
1974-04-12,0.01170641
1974-04-13,0.01165242
1974-04-14,0.01159808
1974-04-15,0.01154352
1974-04-16,0.01148869
1974-04-17,0.01143365
1974-04-18,0.01137839
1974-04-19,0.01132293
1974-04-20,0.01126733
1974-04-21,0.01121152
1974-04-22,0.01115556
1974-04-23,0.01109954
1974-04-24,0.01104331
1974-04-25,0.01098708
1974-04-26,0.01093070
1974-04-27,0.01087433
1974-04-28,0.01081789
1974-04-29,0.01076138
1974-04-30,0.01070487
1974-05-01,0.01064843
1974-05-02,0.01059198
1974-05-03,0.01053554
1974-05-04,0.01047917
1974-05-05,0.01042287
1974-05-06,0.01036664
1974-05-07,0.01031054
1974-05-08,0.01025459
1974-05-09,0.01019871
1974-05-10,0.01014304
1974-05-11,0.01008757
1974-05-12,0.01003225
1974-05-13,0.00997714
1974-05-14,0.00992223
1974-05-15,0.00986754
1974-05-16,0.00981313
1974-05-17,0.00975899
1974-05-18,0.00970514
1974-05-19,0.00965163
1974-05-20,0.00959841
1974-05-21,0.00954547
1974-05-22,0.00949294
1974-05-23,0.00944076
1974-05-24,0.00938894
1974-05-25,0.00933753
1974-05-26,0.00928655
1974-05-27,0.00923598
1974-05-28,0.00918590
1974-05-29,0.00913617
1974-05-30,0.00908701
1974-05-31,0.00903826
1974-06-01,0.00899007
1974-06-02,0.00894237
1974-06-03,0.00889516
1974-06-04,0.00884858
1974-06-05,0.00880249
1974-06-06,0.00875696
1974-06-07,0.00871206
1974-06-08,0.00866771
1974-06-09,0.00862400
1974-06-10,0.00858092
1974-06-11,0.00853839
1974-06-12,0.00849657
1974-06-13,0.00845544
1974-06-14,0.00841495
1974-06-15,0.00837515
1974-06-16,0.00833606
1974-06-17,0.00829766
1974-06-18,0.00825996
1974-06-19,0.00822303
1974-06-20,0.00818680
1974-06-21,0.00815141
1974-06-22,0.00811672
1974-06-23,0.00808280
1974-06-24,0.00804965
1974-06-25,0.00801727
1974-06-26,0.00798572
1974-06-27,0.00795502
1974-06-28,0.00792509
1974-06-29,0.00789599
1974-06-30,0.00786780
1974-07-01,0.00784039
1974-07-02,0.00781381
1974-07-03,0.00778814
1974-07-04,0.00776338
1974-07-05,0.00773939
1974-07-06,0.00771638
1974-07-07,0.00769421
1974-07-08,0.00767295
1974-07-09,0.00765260
1974-07-10,0.00763315
1974-07-11,0.00761462
1974-07-12,0.00759700
1974-07-13,0.00758035
1974-07-14,0.00756461
1974-07-15,0.00754979
1974-07-16,0.00753587
1974-07-17,0.00752300
1974-07-18,0.00751097
1974-07-19,0.00749999
1974-07-20,0.00748992
1974-07-21,0.00748075
1974-07-22,0.00747264
1974-07-23,0.00746544
1974-07-24,0.00745921
1974-07-25,0.00745397
1974-07-26,0.00744963
1974-07-27,0.00744634
1974-07-28,0.00744397
1974-07-29,0.00744264
1974-07-30,0.00744222
1974-07-31,0.00744278
1974-08-01,0.00744432
1974-08-02,0.00744683
1974-08-03,0.00745033
1974-08-04,0.00745481
1974-08-05,0.00746019
1974-08-06,0.00746663
1974-08-07,0.00747397
1974-08-08,0.00748229
1974-08-09,0.00749153
1974-08-10,0.00750181
1974-08-11,0.00751300
1974-08-12,0.00752510
1974-08-13,0.00753825
1974-08-14,0.00755223
1974-08-15,0.00756720
1974-08-16,0.00758315
1974-08-17,0.00760000
1974-08-18,0.00761777
1974-08-19,0.00763644
1974-08-20,0.00765603
1974-08-21,0.00767652
1974-08-22,0.00769799
1974-08-23,0.00772030
1974-08-24,0.00774345
1974-08-25,0.00776758
1974-08-26,0.00779255
1974-08-27,0.00781836
1974-08-28,0.00784500
1974-08-29,0.00787256
1974-08-30,0.00790096
1974-08-31,0.00793019
1974-09-01,0.00796027
1974-09-02,0.00799111
1974-09-03,0.00802279
1974-09-04,0.00805525
1974-09-05,0.00808854
1974-09-06,0.00812260
1974-09-07,0.00815743
1974-09-08,0.00819303
1974-09-09,0.00822933
1974-09-10,0.00826640
1974-09-11,0.00830423
1974-09-12,0.00834270
1974-09-13,0.00838194
1974-09-14,0.00842187
1974-09-15,0.00846251
1974-09-16,0.00850377
1974-09-17,0.00854567
1974-09-18,0.00858826
1974-09-19,0.00863148
1974-09-20,0.00867527
1974-09-21,0.00871975
1974-09-22,0.00876472
1974-09-23,0.00881032
1974-09-24,0.00885655
1974-09-25,0.00890327
1974-09-26,0.00895055
1974-09-27,0.00899832
1974-09-28,0.00904665
1974-09-29,0.00909540
1974-09-30,0.00914471
1974-10-01,0.00919443
1974-10-02,0.00924465
1974-10-03,0.00929529
1974-10-04,0.00934634
1974-10-05,0.00939782
1974-10-06,0.00944972
1974-10-07,0.00950196
1974-10-08,0.00955456
1974-10-09,0.00960750
1974-10-10,0.00966080
1974-10-11,0.00971437
1974-10-12,0.00976830
1974-10-13,0.00982250
1974-10-14,0.00987691
1974-10-15,0.00993161
1974-10-16,0.00998658
1974-10-17,0.01004169
1974-10-18,0.01009709
1974-10-19,0.01015262
1974-10-20,0.01020836
1974-10-21,0.01026417
1974-10-22,0.01032019
1974-10-23,0.01037629
1974-10-24,0.01043252
1974-10-25,0.01048882
1974-10-26,0.01054519
1974-10-27,0.01060164
1974-10-28,0.01065815
1974-10-29,0.01071459
1974-10-30,0.01077110
1974-10-31,0.01082754
1974-11-01,0.01088398
1974-11-02,0.01094043
1974-11-03,0.01099673
1974-11-04,0.01105303
1974-11-05,0.01110912
1974-11-06,0.01116521
1974-11-07,0.01122110
1974-11-08,0.01127684
1974-11-09,0.01133244
1974-11-10,0.01138790
1974-11-11,0.01144309
1974-11-12,0.01149813
1974-11-13,0.01155289
1974-11-14,0.01160745
1974-11-15,0.01166172
1974-11-16,0.01171572
1974-11-17,0.01176936
1974-11-18,0.01182279
1974-11-19,0.01187588
1974-11-20,0.01192854
1974-11-21,0.01198093
1974-11-22,0.01203297
1974-11-23,0.01208451
1974-11-24,0.01213571
1974-11-25,0.01218655
1974-11-26,0.01223684
1974-11-27,0.01228678
1974-11-28,0.01233623
1974-11-29,0.01238519
1974-11-30,0.01243365
1974-12-01,0.01248163
1974-12-02,0.01252905
1974-12-03,0.01257598
1974-12-04,0.01262228
1974-12-05,0.01266809
1974-12-06,0.01271335
1974-12-07,0.01275797
1974-12-08,0.01280196
1974-12-09,0.01284539
1974-12-10,0.01288820
1974-12-11,0.01293030
1974-12-12,0.01297178
1974-12-13,0.01301262
1974-12-14,0.01305277
1974-12-15,0.01309221
1974-12-16,0.01313096
1974-12-17,0.01316901
1974-12-18,0.01320636
1974-12-19,0.01324293
1974-12-20,0.01327874
1974-12-21,0.01331378
1974-12-22,0.01334812
1974-12-23,0.01338163
1974-12-24,0.01341436
1974-12-25,0.01344632
1974-12-26,0.01347744
1974-12-27,0.01350780
1974-12-28,0.01353731
1974-12-29,0.01356592
1974-12-30,0.01359376
1974-12-31,0.01362075
1975-01-01,0.01364684
1975-01-02,0.01367209
1975-01-03,0.01369650
1975-01-04,0.01372000
1975-01-05,0.01374259
1975-01-06,0.01376427
1975-01-07,0.01378511
1975-01-08,0.01380498
1975-01-09,0.01382400
1975-01-10,0.01384204
1975-01-11,0.01385918
1975-01-12,0.01387541
1975-01-13,0.01389072
1975-01-14,0.01390506
1975-01-15,0.01391842
1975-01-16,0.01393087
1975-01-17,0.01394241
1975-01-18,0.01395297
1975-01-19,0.01396255
1975-01-20,0.01397115
1975-01-21,0.01397885
1975-01-22,0.01398556
1975-01-23,0.01399130
1975-01-24,0.01399605
1975-01-25,0.01399990
1975-01-26,0.01400270
1975-01-27,0.01400458
1975-01-28,0.01400542
1975-01-29,0.01400535
1975-01-30,0.01400431
1975-01-31,0.01400228
1975-02-01,0.01399927
1975-02-02,0.01399528
1975-02-03,0.01399039
1975-02-04,0.01398444
1975-02-05,0.01397759
1975-02-06,0.01396975
1975-02-07,0.01396094
1975-02-08,0.01395122
1975-02-09,0.01394045
1975-02-10,0.01392884
1975-02-11,0.01391618
1975-02-12,0.01390261
1975-02-13,0.01388813
1975-02-14,0.01387268
1975-02-15,0.01385631
1975-02-16,0.01383904
1975-02-17,0.01382078
1975-02-18,0.01380162
1975-02-19,0.01378155
1975-02-20,0.01376063
1975-02-21,0.01373874
1975-02-22,0.01371601
1975-02-23,0.01369237
1975-02-24,0.01366782
1975-02-25,0.01364243
1975-02-26,0.01361614
1975-02-27,0.01358907
1975-02-28,0.01356109
1975-03-01,0.01353228
1975-03-02,0.01350262
1975-03-03,0.01347220
1975-03-04,0.01344087
1975-03-05,0.01340883
1975-03-06,0.01337596
1975-03-07,0.01334225
1975-03-08,0.01330784
1975-03-09,0.01327266
1975-03-10,0.01323664
1975-03-11,0.01319999
1975-03-12,0.01316250
1975-03-13,0.01312439
1975-03-14,0.01308550
1975-03-15,0.01304591
1975-03-16,0.01300563
1975-03-17,0.01296471
1975-03-18,0.01292310
1975-03-19,0.01288085
1975-03-20,0.01283798
1975-03-21,0.01279448
1975-03-22,0.01275034
1975-03-23,0.01270558
1975-03-24,0.01266026
1975-03-25,0.01261438
1975-03-26,0.01256794
1975-03-27,0.01252094
1975-03-28,0.01247338
1975-03-29,0.01242533
1975-03-30,0.01237679
1975-03-31,0.01232776
1975-04-01,0.01227825
1975-04-02,0.01222824
1975-04-03,0.01217781
1975-04-04,0.01212697
1975-04-05,0.01207570
1975-04-06,0.01202401
1975-04-07,0.01197198
1975-04-08,0.01191952
1975-04-09,0.01186672
1975-04-10,0.01181363
1975-04-11,0.01176020
1975-04-12,0.01170641
1975-04-13,0.01165242
1975-04-14,0.01159808
1975-04-15,0.01154352
1975-04-16,0.01148869
1975-04-17,0.01143365
1975-04-18,0.01137839
1975-04-19,0.01132293
1975-04-20,0.01126733
1975-04-21,0.01121152
1975-04-22,0.01115556
1975-04-23,0.01109954
1975-04-24,0.01104331
1975-04-25,0.01098708
1975-04-26,0.01093070
1975-04-27,0.01087433
1975-04-28,0.01081789
1975-04-29,0.01076138
1975-04-30,0.01070487
1975-05-01,0.01064843
1975-05-02,0.01059198
1975-05-03,0.01053554
1975-05-04,0.01047917
1975-05-05,0.01042287
1975-05-06,0.01036664
1975-05-07,0.01031054
1975-05-08,0.01025459
1975-05-09,0.01019871
1975-05-10,0.01014304
1975-05-11,0.01008757
1975-05-12,0.01003225
1975-05-13,0.00997714
1975-05-14,0.00992223
1975-05-15,0.00986754
1975-05-16,0.00981313
1975-05-17,0.00975899
1975-05-18,0.00970514
1975-05-19,0.00965163
1975-05-20,0.00959841
1975-05-21,0.00954547
1975-05-22,0.00949294
1975-05-23,0.00944076
1975-05-24,0.00938894
1975-05-25,0.00933753
1975-05-26,0.00928655
1975-05-27,0.00923598
1975-05-28,0.00918590
1975-05-29,0.00913617
1975-05-30,0.00908701
1975-05-31,0.00903826
1975-06-01,0.00899007
1975-06-02,0.00894237
1975-06-03,0.00889516
1975-06-04,0.00884858
1975-06-05,0.00880249
1975-06-06,0.00875696
1975-06-07,0.00871206
1975-06-08,0.00866771
1975-06-09,0.00862400
1975-06-10,0.00858092
1975-06-11,0.00853839
1975-06-12,0.00849657
1975-06-13,0.00845544
1975-06-14,0.00841495
1975-06-15,0.00837515
1975-06-16,0.00833606
1975-06-17,0.00829766
1975-06-18,0.00825996
1975-06-19,0.00822303
1975-06-20,0.00818680
1975-06-21,0.00815141
1975-06-22,0.00811672
1975-06-23,0.00808280
1975-06-24,0.00804965
