period_index,start_day,end_day_exclusive,duration_days,node_id,action,reservoir_level,total_inflow,evaporation,drink_water_met,unmet_drink_water,food_water_demand,food_water_met,unmet_food_water,food_produced,production_release,generated_electricity_kwh,generated_electricity_mwh,water_value_eur_per_m3,spill,release_for_routing,downstream_release,routing_loss,energy_value
0,0,30,30,karthoum,1,0,378.0000000000001,0,378.0000000000001,386.99999999999983,600.0000000059996,0,600.0000000059996,0,0,0,0,0,0,0,0,0,0
1,30,60,30,karthoum,1,0,3905.85,0,752.1,12.9,600.0000000059996,580.0000000057996,20.0000000002,638,2573.749999994199,0,0,0,0,2573.749999994199,2573.749999994199,0,0
2,60,90,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
3,90,120,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
4,120,150,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
5,150,180,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
6,180,210,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
7,210,240,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
8,240,270,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
9,270,300,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
10,300,330,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
11,330,360,30,karthoum,1,0,4027.5,0,765,0,600.0000000059996,600.0000000059996,0,660,2662.4999999939987,0,0,0,0,2662.4999999939987,2662.4999999939987,0,0
12,360,365,5,karthoum,1,0,671.25,0,127.5,0,100.000000001,100.000000001,0,110,443.749999999,0,0,0,0,443.749999999,443.749999999,0,0
