date,precip_mm_day,air_temp_c,soil_moisture_mm,actual_et_mm_day,runoff_mm_day,runoff_m3s,runoff_m3_day
1961-01-01,0.03148615322499995,19.59475041666669,75.0,0.0,0.0,0.0,0.000000
1961-01-02,0.00246167174049995,18.983006041666687,69.25976022721598,2.097450906250003,3.6452505382745253,770.3966994084819,66562274.828893
1961-01-03,0.0013798758018000001,18.87670145833336,63.82065314005438,2.0815052187500043,3.3589817442133887,709.8959102932463,61335006.649336
1961-01-04,0.014461576925,18.680201250000025,58.693930303005416,2.0520301875000038,3.089154226473969,652.8698631413736,56407956.175415
1961-01-05,0.007396936275,18.745004583333348,53.807597724191396,2.0617506875000022,2.8319788275890208,598.5177475899944,51711933.391776
1961-01-06,0.00084468604049995,19.05455041666669,49.1152468553453,2.1081825625000032,2.585012992386595,546.3233476965188,47202337.240979
1961-01-07,0.1931019116255,19.229090416666686,44.81528594424725,2.134363562500003,2.3586992602235397,498.4936168018731,43069848.491682
1961-01-08,0.2417672667809575,19.104040208333355,40.794374820789294,2.115606031250003,2.1470723589889102,453.7678388326099,39205541.275137
1961-01-09,0.21043747704284999,19.27957625000002,36.919732067315536,2.1419364375000027,1.9431437930166073,410.6690469963339,35481805.660483
1961-01-10,0.28987908872935003,19.27746312500002,33.31459210293014,2.1416194687500028,1.7533995843647443,370.56801401041935,32017076.410500
1961-01-11,0.0351664122,19.874625208333356,29.56263649718613,2.231193781250003,1.555928236694007,328.8339074309325,28411249.602033
1961-01-12,0.0870493417109999,19.59561729166669,26.087326082889774,2.1893425937500037,1.3730171622573566,290.1770067455941,25071293.382819
1961-01-13,0.05031473918929995,19.78707562500002,22.723600504412616,2.218061343750003,1.1959789739164535,252.76129703373195,21838576.063714
1961-01-14,0.19508063793399993,19.650511666666695,19.685049172729283,2.197576750000004,1.0360552196173307,218.96259618301457,18918368.310212
1961-01-15,0.02972568517145,19.83996458333336,16.614341161880695,2.2259946875000036,0.8744390085200365,184.8062071247207,15967256.295576
1961-01-16,0.0800668274763,19.988312291666688,13.723853088326644,2.248246843750003,0.7223080572803497,152.654457476148,13189345.125939
1961-01-17,0.10014325423999995,20.459522708333353,10.92981453950081,2.3189284062500026,0.5752533968158321,121.5755442807534,10504127.025857
1961-01-18,0.19112974496,19.813994375000025,8.453902871800267,2.2220991562500036,0.44494225641054036,94.0352500238017,8124645.602056
1961-01-19,0.12261420572000001,19.78606583333336,6.04067684239425,2.217909875000004,0.31793036012601317,67.19222657292825,5805408.375901
1961-01-20,0.23288682250599993,19.655775833333358,3.871437425405234,2.1983663750000035,0.20375986449501232,43.06313802869126,3720655.125679
1961-01-21,0.20342999168304998,20.099169375000017,1.7194924102963676,2.2648754062500025,0.09049960054191408,19.12642020712212,1652522.705895
1961-01-22,0.48898160908415,20.176992500000026,0.0,2.2084740193805175,0.0,0.0,0.000000
1961-01-23,0.004778802215,20.06049604166669,0.0,0.004778802215,0.0,0.0,0.000000
1961-01-24,0.0036984679965,20.187813958333358,0.0,0.0036984679965,0.0,0.0,0.000000
1961-01-25,0.01006728356530495,20.23644062500003,0.0,0.01006728356530495,0.0,0.0,0.000000
1961-01-26,0.005646794815,20.74499354166669,0.0,0.005646794815,0.0,0.0,0.000000
1961-01-27,0.0,20.92131458333336,0.0,0.0,0.0,0.0,0.000000
1961-01-28,0.00939667179,20.968673125000027,0.0,0.00939667179,0.0,0.0,0.000000
1961-01-29,0.4658803507,20.762781041666692,0.0,0.4658803507,0.0,0.0,0.000000
1961-01-30,0.14667586088849993,20.831869166666692,0.0,0.14667586088849993,0.0,0.0,0.000000
1961-01-31,0.07389504739249994,20.829880625000023,0.0,0.07389504739249994,0.0,0.0,0.000000
1961-02-01,0.15792030954949998,20.538273333333354,0.0,0.15792030954949998,0.0,0.0,0.000000
1961-02-02,0.191056720241,19.53887750000002,0.0,0.191056720241,0.0,0.0,0.000000
1961-02-03,5.8984694179025,18.471743958333352,3.683822432944872,2.0207615937500027,0.19388539120762485,40.976241243648495,3540347.243451
1961-02-04,1.17314012301015,18.595447500000024,2.6767631594072676,2.0393171250000033,0.14088227154775093,29.774424519235325,2572510.278462
1961-02-05,2.5346605934065,18.636488125000024,3.0076530073605756,2.0454732187500038,0.1582975267031882,33.45500969444695,2890512.837600
1961-02-06,7.4969634086750006,17.358435625000023,8.218308518671293,1.8537653437500035,0.4325425536142786,91.41466468746212,7898227.028997
1961-02-07,2.09564062895515,17.862434166666688,7.9653548214951195,1.929365125000003,0.4192292011313221,88.60098625761506,7655125.212658
1961-02-08,2.392521529655,17.65797562500002,8.036221007030111,1.8986963437500028,0.4229590003700059,89.38925169856837,7723231.346756
1961-02-09,1.2688934811350001,18.398232916666686,6.930610573131853,2.009734937500003,0.36476897753325543,77.09122140922736,6660681.529757
1961-02-10,4.22561023820305,18.112507083333355,8.729877511393155,1.9668760625000032,0.459467237441745,97.10499717229473,8389871.755686
1961-02-11,0.833315951071,17.877606875000026,7.249974809653444,1.9316410312500039,0.3815776215607076,80.64360381595512,6967607.369699
1961-02-12,3.9789714721338503,17.745048125000025,8.851329609885425,1.9117572187500036,0.4658594531518645,98.45594461288248,8506593.614553
1961-02-13,0.07992237964,18.009984166666694,6.630766646299151,1.951497625000004,0.34898771822627106,73.75596915291331,6372515.734812
1961-02-14,0.027292967765,18.22371208333336,4.440777661485939,1.983556812500004,0.23372514007820733,49.39607705819521,4267821.057828
1961-02-15,0.00778064131,18.738701875000025,2.2683653704686386,2.0608052812500035,0.11938765107729676,25.23169570221573,2180018.508671
1961-02-16,0.0009431022745,19.094775000000027,0.14733761160597766,2.114216250000004,0.00775461113715672,1.6388796222740938,141599.199364
1961-02-17,0.04029570624083495,18.673760833333358,0.0,0.18763331784681261,0.0,0.0,0.000000
1961-02-18,0.1023933289075,18.96323729166669,0.0,0.1023933289075,0.0,0.0,0.000000
1961-02-19,0.35206377043049997,19.108495416666692,0.0,0.35206377043049997,0.0,0.0,0.000000
1961-02-20,0.0649869444305,19.835009166666687,0.0,0.0649869444305,0.0,0.0,0.000000
1961-02-21,0.0499963759289217,19.96543666666669,0.0,0.0499963759289217,0.0,0.0,0.000000
1961-02-22,0.18846840141999996,20.03187979166669,0.0,0.18846840141999996,0.0,0.0,0.000000
1961-02-23,0.18623471199,20.22629250000002,0.0,0.18623471199,0.0,0.0,0.000000
1961-02-24,0.25634744590485,20.098458333333355,0.0,0.25634744590485,0.0,0.0,0.000000
1961-02-25,1.1360928812152,19.770501041666684,0.0,1.1360928812152,0.0,0.0,0.000000
1961-02-26,5.5045694409816495,18.981267083333357,3.237010409557564,2.0971900625000033,0.17036896892408232,36.0062195897424,3110937.372554
1961-02-27,4.849317272145,18.965389791666688,5.691943252304933,2.0948084687500033,0.29957596064762804,63.313160201686195,5470257.041426
1961-02-28,3.19649357152,19.16653458333336,6.425283804508682,2.124980187500004,0.33817283181624647,71.47032302042432,6175035.908965
1961-03-01,2.72324679982515,18.941085208333362,6.704499431929636,2.0911627812500044,0.35286839115419144,74.57612063050388,6443376.822476
1961-03-02,0.7025303759150001,19.60217166666669,4.955868854952401,2.190325750000003,0.26083520289223167,55.125588018659144,4762850.804812
1961-03-03,0.017058369278,20.680708958333355,2.489779836456378,2.352106343750003,0.1310410440240199,27.694553980076424,2392809.463879
1961-03-04,0.005036316627385001,21.102281250000026,0.0755002673045709,2.415342187500004,0.003973698279187943,0.8398116965043038,72559.730578
1961-03-05,0.0,19.86999625000002,0.0,0.0755002673045709,0.0,0.0,0.000000
1961-03-06,0.0,20.11309520833336,0.0,0.0,0.0,0.0,0.000000
1961-03-07,0.0008803116259999,20.91838083333336,0.0,0.0008803116259999,0.0,0.0,0.000000
1961-03-08,0.000888109071,21.422889791666684,0.0,0.000888109071,0.0,0.0,0.000000
1961-03-09,0.00171871192,21.86611083333335,0.0,0.00171871192,0.0,0.0,0.000000
1961-03-10,0.1266601150095934,22.163057083333356,0.0,0.1266601150095934,0.0,0.0,0.000000
1961-03-11,0.0023916363875,22.277034375000024,0.0,0.0023916363875,0.0,0.0,0.000000
1961-03-12,0.0522792324705,21.491070208333355,0.0,0.0522792324705,0.0,0.0,0.000000
1961-03-13,0.16701966399,21.392326250000025,0.0,0.16701966399,0.0,0.0,0.000000
1961-03-14,0.0088401137506499,21.455126250000028,0.0,0.0088401137506499,0.0,0.0,0.000000
1961-03-15,0.00395627504949995,21.324953333333355,0.0,0.00395627504949995,0.0,0.0,0.000000
1961-03-16,0.8646950359025,20.840623541666687,0.0,0.8646950359025,0.0,0.0,0.000000
1961-03-17,1.32741918572765,20.14078875000002,0.0,1.32741918572765,0.0,0.0,0.000000
1961-03-18,4.2595982034799995,20.52583708333335,1.834186508930997,2.3288755625000026,0.09653613204899986,20.4021964260965,1762749.771215
1961-03-19,1.439820621845,20.259843125000025,0.935779128924694,2.2889764687500036,0.049251533101299684,10.408946694788566,899332.994430
1961-03-20,1.45253837477,20.13990937500003,0.11146454257245482,2.2709864062500045,0.005866554872234465,1.2398529162847376,107123.291967
1961-03-21,3.0533000778025,19.289198333333356,0.970315626856204,2.1433797500000034,0.05106924351874758,10.79310632699457,932524.386652
1961-03-22,1.3007006788613,19.62359583333335,0.07360308418162653,2.1935393750000025,0.0038738465358750807,0.8187087701976733,70736.437745
1961-03-23,7.577726714025,19.370319791666688,5.220992737983792,2.155547968750003,0.2747890914728312,58.07463900803123,5017648.810294
1961-03-24,0.9727892467449999,19.541683750000022,3.81190295111735,2.181252562500003,0.2006264711114395,42.400918547394504,3663439.362495
1961-03-25,0.44091004292954994,19.951610208333356,1.9095678896570523,2.242741531250003,0.10050357313984487,21.240685712194068,1835195.245534
1961-03-26,0.48522056550549997,20.31786208333336,0.09225368552942112,2.2976793125000037,0.004855457133127428,1.0261648987373477,88660.647251
1961-03-27,0.18714368485,20.518755833333355,0.0,0.27939737037942114,0.0,0.0,0.000000
1961-03-28,0.0346593554855,21.52371958333336,0.0,0.0346593554855,0.0,0.0,0.000000
1961-03-29,0.04930049236515,21.355154375000026,0.0,0.04930049236515,0.0,0.0,0.000000
1961-03-30,0.0981833530311,21.623915625000024,0.0,0.0981833530311,0.0,0.0,0.000000
1961-03-31,0.23488700472250001,21.111654375000015,0.0,0.23488700472250001,0.0,0.0,0.000000
1961-04-01,0.28572528164515,21.465169583333356,0.0,0.28572528164515,0.0,0.0,0.000000
1961-04-02,0.24215280598999994,21.44808270833336,0.0,0.24215280598999994,0.0,0.0,0.000000
1961-04-03,1.0243489771249998,21.809364375000023,0.0,1.0243489771249998,0.0,0.0,0.000000
1961-04-04,2.46052027562232,21.842613750000027,0.0,2.46052027562232,0.0,0.0,0.000000
1961-04-05,0.33392808958815,22.36631541666669,0.0,0.33392808958815,0.0,0.0,0.000000
1961-04-06,1.14687066835,21.487157708333356,0.0,1.14687066835,0.0,0.0,0.000000
1961-04-07,0.17731844473584996,22.282367083333355,0.0,0.17731844473584996,0.0,0.0,0.000000
1961-04-08,0.0,21.635992500000025,0.0,0.0,0.0,0.0,0.000000
1961-04-09,0.0009135279745,21.37708145833335,0.0,0.0009135279745,0.0,0.0,0.000000
1961-04-10,0.0001937150975,21.777775416666692,0.0,0.0001937150975,0.0,0.0,0.000000
1961-04-11,0.0027095409140499996,22.60508916666669,0.0,0.0027095409140499996,0.0,0.0,0.000000
1961-04-12,0.0009489800966499999,23.081696458333358,0.0,0.0009489800966499999,0.0,0.0,0.000000
1961-04-13,0.00042617322,23.625160208333355,0.0,0.00042617322,0.0,0.0,0.000000
1961-04-14,0.03484169059455,23.797254375000026,0.0,0.03484169059455,0.0,0.0,0.000000
1961-04-15,0.31509640769,23.24009291666669,0.0,0.31509640769,0.0,0.0,0.000000
1961-04-16,1.82285709201,21.92242270833336,0.0,1.82285709201,0.0,0.0,0.000000
1961-04-17,3.15229368375,21.019208125000027,0.711941841749996,2.402881218750004,0.03747062324999979,7.919138663715234,684213.580545
1961-04-18,0.7720181912199999,21.447283958333358,0.0,1.4839600329699958,0.0,0.0,0.000000
1961-04-19,2.294898058095,21.259847500000024,0.0,2.294898058095,0.0,0.0,0.000000
1961-04-20,1.315809778235,21.14085708333336,0.0,1.315809778235,0.0,0.0,0.000000
1961-04-21,4.0949314472800005,20.363718750000025,1.7008549530409969,2.3045578125000037,0.08951868173899985,18.919110284191405,1634611.128554
1961-04-22,0.14698105084750002,21.08666166666669,0.0,1.847836003888497,0.0,0.0,0.000000
1961-04-23,0.0322043914785,21.677521250000023,0.0,0.0322043914785,0.0,0.0,0.000000
1961-04-24,0.0,22.015095625000022,0.0,0.0,0.0,0.0,0.000000
1961-04-25,0.007855892405,22.436853125000027,0.0,0.007855892405,0.0,0.0,0.000000
1961-04-26,0.06856545855,22.345084791666686,0.0,0.06856545855,0.0,0.0,0.000000
1961-04-27,0.045518578414,23.136477291666687,0.0,0.045518578414,0.0,0.0,0.000000
1961-04-28,0.250497167088,22.800784166666688,0.0,0.250497167088,0.0,0.0,0.000000
1961-04-29,1.3926965341375,21.604032083333355,0.0,1.3926965341375,0.0,0.0,0.000000
1961-04-30,12.665149275527249,20.074900416666686,9.883718502375883,2.261235062500003,0.5201957106513623,109.93951014460504,9498773.676494
1961-05-01,8.7821424962,19.306408750000024,15.693904701772087,2.1459613125000034,0.8259949843037941,174.5679214512417,15082668.413387
1961-05-02,1.793702485342,20.962322916666693,14.338595812133379,2.3943484375000037,0.7546629374807042,159.49242174071364,13780145.238398
1961-05-03,0.780946774075,21.446573750000027,12.019928697522957,2.466986062500004,0.6326278261854188,133.70120493224243,11551784.106146
1961-05-04,4.01129118431,20.674849375000022,12.995992851803805,2.351227406250003,0.6839996237791477,144.558253821843,12489833.130207
1961-05-05,0.262256334935,21.407036875000024,10.257333972714362,2.4610555312500035,0.5398596827744401,114.09534499376477,9857837.807461
1961-05-06,0.33100156668223496,21.640231666666686,7.687685749926763,2.496034750000003,0.40461503946982963,85.51239144350798,7388270.620719
1961-05-07,0.17826556462999998,21.82941166666669,5.074462586328922,2.5244117500000036,0.267076978227838,56.44474100046669,4876825.622440
1961-05-08,0.0011637806655,21.993958125000024,2.4002060158321976,2.5490937187500036,0.12632663241222095,26.698198007490213,2306724.307847
1961-05-09,0.42516887678000004,21.635308125000027,0.3135747401690838,2.495296218750004,0.016503933693109676,3.4879841346780402,301361.829236
1961-05-10,0.10651498757,22.379937500000025,0.0,0.4200897277390838,0.0,0.0,0.000000
1961-05-11,0.056670605751843406,23.318956041666688,0.0,0.056670605751843406,0.0,0.0,0.000000
1961-05-12,0.02535050258777,23.266878541666692,0.0,0.02535050258777,0.0,0.0,0.000000
1961-05-13,0.0124562531305,23.54875812500002,0.0,0.0124562531305,0.0,0.0,0.000000
1961-05-14,0.3119751808682,23.706178541666688,0.0,0.3119751808682,0.0,0.0,0.000000
1961-05-15,0.1342913808276,24.036691666666684,0.0,0.1342913808276,0.0,0.0,0.000000
1961-05-16,0.0072598457005,23.827830000000027,0.0,0.0072598457005,0.0,0.0,0.000000
1961-05-17,0.0011056661005,23.58876166666669,0.0,0.0011056661005,0.0,0.0,0.000000
1961-05-18,1.7110621662044552,22.262779583333362,0.0,1.7110621662044552,0.0,0.0,0.000000
1961-05-19,3.6510678498103504,21.42724291666669,1.1276323416948297,2.4640864375000033,0.059349070615517356,12.542986451844293,1083714.029439
1961-05-20,7.811039659702249,20.195741875000024,6.326345184139721,2.2793612812500035,0.3329655360073538,70.3697996237764,6079950.687494
1961-05-21,6.746204344265,19.585345625000024,10.340510300421982,2.1878018437500035,0.5442373842327359,115.0205397695574,9937774.636090
